Probeset	ART_0dpi_1	ART_0dpi_2	ART_0dpi_3
Mtr.48385.1.S1_at	29.1811	27.8243	19.6464
Mtr.48386.1.S1_at	7.15359	7.17137	7.61506
Mtr.48387.1.S1_at	14.1396	10.2905	9.21355
Mtr.48388.1.S1_at	9.04716	9.13555	9.84734
Mtr.4839.1.S1_at	8.38675	7.39798	8.52921
Mtr.48391.1.S1_at	9.11755	7.42024	9.00268
Mtr.48392.1.S1_at	10.0158	7.5692	9.14825
Mtr.48393.1.S1_at	92.6876	120.907	113.051
Mtr.48394.1.S1_at	9.35658	6.09801	8.26308
Mtr.48395.1.S1_at	7.49032	5.37111	6.24473
Mtr.48397.1.S1_at	153.262	164.424	194.281
Mtr.48398.1.S1_at	679.832	734.074	605.424
Mtr.48399.1.S1_at	40.5891	36.5542	33.944
Mtr.484.1.S1_at	6.47368	6.67011	7.20148
Mtr.484.1.S1_x_at	8.53337	5.68231	7.27943
Mtr.4840.1.S1_at	26.5094	61.8698	38.5843
Mtr.48400.1.S1_at	8.45462	10.3797	9.73175
Mtr.48401.1.S1_at	9.1095	13.7998	9.87101
Mtr.48402.1.S1_at	5.98575	7.39338	5.88232
Mtr.48404.1.S1_at	6.78656	6.0039	5.46011
Mtr.48405.1.S1_at	14.8646	12.2869	12.6241
Mtr.48406.1.S1_at	7.70179	6.8497	6.81276
Mtr.48408.1.S1_x_at	13.7642	15.7745	19.1273
Mtr.48409.1.S1_at	8.70499	6.62204	7.69463
Mtr.48409.1.S1_s_at	7.19774	6.85419	6.69748
Mtr.4841.1.S1_at	305.392	314.033	240.929
Mtr.48411.1.S1_at	14.192	11.8004	7.7336
Mtr.48411.1.S1_s_at	559.373	1291.68	1625.63
Mtr.48412.1.S1_at	7.95689	6.82267	5.53603
Mtr.48412.1.S1_s_at	1904.1	3013.57	3310.94
Mtr.48413.1.S1_at	13.5831	12.593	12.882
Mtr.48414.1.S1_at	37.2992	44.3823	35.9709
Mtr.48415.1.S1_at	9.88421	11.2977	12.7774
Mtr.48416.1.S1_at	10.6313	8.55856	9.25581
Mtr.48417.1.S1_at	9.03238	8.41109	7.70955
Mtr.48418.1.S1_x_at	6.00494	5.74395	5.21644
Mtr.48419.1.S1_at	12.8807	8.43154	7.57236
Mtr.4842.1.S1_at	17.4279	11.8668	13.9388
Mtr.48420.1.S1_at	8.29423	9.0933	8.75882
Mtr.48421.1.S1_at	6.48042	7.63354	8.66679
Mtr.48422.1.S1_at	111.15	339.608	300.649
Mtr.48422.1.S1_s_at	273.639	510.881	402.609
Mtr.48423.1.S1_at	8.84132	8.81939	9.96976
Mtr.48424.1.S1_at	7.37958	6.52704	6.47726
Mtr.48425.1.S1_at	82.3908	71.4636	54.9694
Mtr.48426.1.S1_at	13.2559	9.60623	10.7776
Mtr.48427.1.S1_at	718.115	753.69	865.98
Mtr.48428.1.S1_at	10.0196	8.42585	8.58444
Mtr.4843.1.S1_at	13.5553	20.9165	12.0595
Mtr.48431.1.S1_s_at	52.5556	39.0041	34.8627
Mtr.48432.1.S1_at	12.7143	7.70841	7.83579
Mtr.48433.1.S1_at	12.3337	11.4949	9.81484
Mtr.48434.1.S1_at	25.9794	23.2773	28.123
Mtr.48435.1.S1_at	8.05343	8.70965	8.23865
Mtr.48436.1.S1_at	7.71382	6.88472	6.88823
Mtr.48437.1.S1_at	10.937	8.89068	8.45286
Mtr.48438.1.S1_at	8.80845	11.4223	8.80866
Mtr.48439.1.S1_at	335.734	311.536	283.467
Mtr.4844.1.S1_at	8.32404	12.0323	7.66427
Mtr.48440.1.S1_at	8756.51	10688.1	12211.7
Mtr.48441.1.S1_at	10.8813	8.25094	10.1524
Mtr.48442.1.S1_at	16.9411	9.33826	10.2905
Mtr.48443.1.S1_at	6.34134	7.24498	7.55133
Mtr.48443.1.S1_x_at	20.5979	17.1274	19.7003
Mtr.48444.1.S1_at	6.77377	6.51716	7.32364
Mtr.48445.1.S1_at	7.26726	5.03959	6.51451
Mtr.48446.1.S1_at	98.9122	85.239	89.9648
Mtr.48447.1.S1_s_at	7.64498	7.91174	8.96919
Mtr.48448.1.S1_at	359.716	322.674	353.03
Mtr.4845.1.S1_at	15.1468	11.096	13.6657
Mtr.48450.1.S1_at	8.52544	10.23	10.3677
Mtr.48451.1.S1_at	10.3541	6.25076	5.90508
Mtr.48452.1.S1_at	12.8118	11.6415	14.9597
Mtr.48452.1.S1_s_at	13.7654	7.96823	6.80984
Mtr.48454.1.S1_at	10.897	8.1816	9.16297
Mtr.48455.1.S1_at	12.8507	9.88918	8.82109
Mtr.48456.1.S1_at	9.74417	10.6304	9.69679
Mtr.48457.1.S1_at	753.07	919.832	1105.55
Mtr.48458.1.S1_at	9.73773	9.2517	10.2292
Mtr.4846.1.S1_at	7.02074	6.02785	6.34553
Mtr.48460.1.S1_at	282.171	315.878	292.178
Mtr.48462.1.S1_at	12.3196	10.4317	11.3881
Mtr.48462.1.S1_s_at	577.501	578.534	576.847
Mtr.48463.1.S1_at	8.77211	7.17638	7.49775
Mtr.48464.1.S1_at	13.2846	11.7919	11.9691
Mtr.48465.1.S1_at	203.358	211.538	164.017
Mtr.48465.1.S1_a_at	249.052	342.573	296.757
Mtr.48466.1.S1_at	269.169	272.907	283.179
Mtr.48468.1.S1_at	18.994	9.34956	12.3179
Mtr.4847.1.S1_at	6.99385	7.20662	6.98413
Mtr.48470.1.S1_at	68.8558	26.4263	19.3085
Mtr.48470.1.S1_s_at	269.557	179.5	112.123
Mtr.48474.1.S1_at	10.2427	13.0976	11.3766
Mtr.48475.1.S1_at	33.3348	34.3935	47.6399
Mtr.48476.1.S1_at	412.443	278.717	282.359
Mtr.48477.1.S1_at	571.164	565.28	555.456
Mtr.48478.1.S1_at	7.75222	6.60115	6.70965
Mtr.48479.1.S1_at	6.9408	6.29904	6.39801
Mtr.4848.1.S1_at	5.72246	5.26502	5.94481
Mtr.48480.1.S1_at	7.62586	6.83219	7.70326
Mtr.48480.1.S1_s_at	812.968	753.753	781.142
Mtr.48481.1.S1_at	6.50427	6.85814	6.83229
Mtr.48485.1.S1_at	11.0661	10.2295	10.1254
Mtr.48487.1.S1_at	9.6164	7.65377	8.82072
Mtr.48488.1.S1_at	8.57062	9.1754	8.76858
Mtr.48489.1.S1_at	127.087	84.4289	77.7049
Mtr.48489.1.S1_x_at	84.2035	56.8334	64.4607
Mtr.4849.1.S1_at	6.16365	6.21336	5.63701
Mtr.48491.1.S1_at	9.456	6.75643	10.8766
Mtr.48492.1.S1_at	6.527	6.08423	5.76707
Mtr.48493.1.S1_s_at	9.16325	7.95949	8.99649
Mtr.48496.1.S1_at	7.10683	6.13898	7.28984
Mtr.48497.1.S1_at	7.47768	7.67058	7.42476
Mtr.485.1.S1_at	17.4351	14.0311	14.5792
Mtr.4850.1.S1_at	736.087	748.412	746.603
Mtr.48500.1.S1_at	6.35728	6.95911	6.9492
Mtr.48501.1.S1_at	7.37518	6.22488	7.36676
Mtr.48502.1.S1_at	7.18164	10.3602	7.83579
Mtr.48503.1.S1_at	765.759	712.137	715.234
Mtr.48504.1.S1_at	116.058	100.367	91.947
Mtr.48505.1.S1_at	41.6879	18.9487	18.6433
Mtr.48506.1.S1_at	393.936	428.09	478.151
Mtr.48507.1.S1_at	8.50832	7.88011	10.3364
Mtr.48508.1.S1_at	10.7027	8.81803	8.05811
Mtr.48509.1.S1_at	938.938	826.87	1001.93
Mtr.4851.1.S1_at	9.66988	8.0008	6.92554
Mtr.48510.1.S1_at	268.709	338.16	310.24
Mtr.48511.1.S1_at	11.4161	14.5074	9.89163
Mtr.48512.1.S1_at	6.31247	5.92088	5.85263
Mtr.48513.1.S1_at	128.904	109.625	122.639
Mtr.48514.1.S1_at	18.7141	12.2167	11.8313
Mtr.48515.1.S1_at	222.253	263.734	271.031
Mtr.48516.1.S1_at	284.93	228.065	253.507
Mtr.48517.1.S1_at	12.6888	22.9666	14.0047
Mtr.48518.1.S1_at	8.47867	7.61778	8.33691
Mtr.48519.1.S1_at	479.941	399.06	400.984
Mtr.4852.1.S1_at	433.422	340.743	201.884
Mtr.48520.1.S1_x_at	26.318	27.96	20.8721
Mtr.48521.1.S1_at	8.77211	10.5947	10.5707
Mtr.48522.1.S1_at	6.52142	6.45747	6.46745
Mtr.48523.1.S1_at	5.60072	5.23717	5.58896
Mtr.48524.1.S1_at	16.6717	18.8951	17.4744
Mtr.48525.1.S1_at	8.26887	8.50394	8.68763
Mtr.48526.1.S1_at	6.74157	6.44316	7.66574
Mtr.48527.1.S1_at	11.8838	8.63227	8.05715
Mtr.48528.1.S1_at	14.9731	11.39	11.7793
Mtr.48529.1.S1_at	5.43211	5.64531	5.80979
Mtr.4853.1.S1_at	332.162	308.339	339.417
Mtr.48530.1.S1_at	18.6948	16.8227	14.3832
Mtr.48531.1.S1_at	9.58625	9.4284	8.98621
Mtr.48532.1.S1_at	28.8943	23.1064	26.2346
Mtr.48534.1.S1_at	1933.52	2749.11	3064.14
Mtr.48535.1.S1_at	76.2547	79.9376	68.6036
Mtr.48536.1.S1_at	6.43801	5.97321	6.33843
Mtr.48538.1.S1_at	6.45506	7.03981	6.32245
Mtr.48539.1.S1_at	32.8216	22.7099	25.6442
Mtr.4854.1.S1_at	6.19732	5.96841	6.94561
Mtr.48540.1.S1_at	6.13912	5.96773	7.30877
Mtr.48541.1.S1_at	7.56471	6.67962	8.00073
Mtr.48542.1.S1_at	76.1179	49.508	56.0945
Mtr.48543.1.S1_at	7.59374	7.3696	6.83229
Mtr.48544.1.S1_at	10.1589	7.91496	8.2013
Mtr.48545.1.S1_s_at	5.08825	6.22622	6.60931
Mtr.48546.1.S1_at	7.08408	5.52812	7.36308
Mtr.48546.1.S1_x_at	5.1061	5.74261	5.93808
Mtr.48547.1.S1_at	1347.7	1248	1223.24
Mtr.48548.1.S1_at	257.867	245.917	291.115
Mtr.48549.1.S1_at	42.7984	35.6205	22.4445
Mtr.4855.1.S1_at	7.21276	6.14879	7.83087
Mtr.48550.1.S1_at	222.769	273.895	253.122
Mtr.48553.1.S1_s_at	909.364	1085.54	1055.88
Mtr.48554.1.S1_at	10.9547	11.0397	10.6443
Mtr.48555.1.S1_at	8.49267	7.56871	7.16473
Mtr.48556.1.S1_at	16.3968	20.4535	18.6009
Mtr.48557.1.S1_at	42.8888	79.0778	185.075
Mtr.48558.1.S1_at	8.84123	9.81957	8.96242
Mtr.4856.1.S1_at	5.76841	5.61412	7.54
Mtr.48561.1.S1_at	26.5737	23.6203	20.0864
Mtr.48562.1.S1_at	11.1564	10.717	9.81446
Mtr.48563.1.S1_at	10.0602	13.717	10.7561
Mtr.48564.1.S1_at	12.1283	10.4607	9.53694
Mtr.48565.1.S1_at	6.74758	5.26502	6.01939
Mtr.48566.1.S1_at	28.7193	13.4256	20.2221
Mtr.48567.1.S1_at	10.2648	7.03964	6.92197
Mtr.48568.1.S1_at	6.46211	6.01985	6.36824
Mtr.4857.1.S1_at	6.34214	6.20719	5.99235
Mtr.48571.1.S1_at	2258.4	2525.29	2897.6
Mtr.48572.1.S1_at	233.669	421.091	375.127
Mtr.48573.1.S1_at	10.0117	7.95961	9.76416
Mtr.48574.1.S1_at	10.5835	11.5506	10.6338
Mtr.48575.1.S1_at	1135.38	1631.91	1508.35
Mtr.48576.1.S1_at	25.1669	15.7638	14.0516
Mtr.48577.1.S1_at	6.33134	6.3862	6.53899
Mtr.48578.1.S1_at	12.7576	14.8957	20.5744
Mtr.48579.1.S1_at	21.6783	56.9454	53.5972
Mtr.4858.1.S1_at	8.98547	7.28542	7.14722
Mtr.48580.1.S1_at	31.4385	19.6128	24.627
Mtr.48582.1.S1_at	20.5785	18.3208	15.0087
Mtr.48583.1.S1_at	209.64	163.741	161.159
Mtr.48584.1.S1_at	16.0578	10.9948	12.1709
Mtr.48584.1.S1_s_at	282.134	354.811	292.582
Mtr.48587.1.S1_at	8.40263	7.45812	8.58284
Mtr.48589.1.S1_at	121.733	105.974	93.5392
Mtr.4859.1.S1_at	7.06942	6.4295	7.53967
Mtr.4859.1.S1_s_at	409.216	521.424	551.874
Mtr.48590.1.S1_at	26.7206	32.9502	30.5169
Mtr.48591.1.S1_at	141.122	113.884	118.962
Mtr.48592.1.S1_at	826.487	849.256	860.057
Mtr.48593.1.S1_at	7818.55	7325.85	7523.62
Mtr.48594.1.S1_at	8.51608	8.05038	8.35682
Mtr.48595.1.S1_at	61.6145	36.643	50.6982
Mtr.48596.1.S1_at	6.95471	6.33553	6.43105
Mtr.48597.1.S1_at	258.853	255.619	267.676
Mtr.48598.1.S1_x_at	12.3889	8.61382	11.981
Mtr.48599.1.S1_at	83.7812	115.712	223.87
Mtr.486.1.S1_at	7.76946	7.87737	7.47538
Mtr.4860.1.S1_at	407.637	369.922	311.101
Mtr.48600.1.S1_at	956.733	916.741	922.737
Mtr.48601.1.S1_at	13447.2	13686.9	14478.3
Mtr.48602.1.S1_at	11.2058	9.00473	8.62046
Mtr.48603.1.S1_at	8.54699	8.68874	6.93402
Mtr.48604.1.S1_at	9.13356	8.45979	7.85177
Mtr.48605.1.S1_at	11.3461	8.51776	9.87173
Mtr.48606.1.S1_at	3259.51	4583.53	4578.02
Mtr.48607.1.S1_at	18.6371	11.5689	14.5138
Mtr.48608.1.S1_at	10.0565	10.0076	10.8041
Mtr.48609.1.S1_at	13.5831	7.49805	7.21259
Mtr.4861.1.S1_at	7.7303	7.63943	7.40499
Mtr.48610.1.S1_at	9.47824	7.25488	7.38854
Mtr.48611.1.S1_at	9.51184	8.36666	9.53447
Mtr.48612.1.S1_at	9.02148	8.48962	9.25605
Mtr.48613.1.S1_at	7.06726	5.94684	5.61649
Mtr.48614.1.S1_at	6.14011	6.35681	7.13745
Mtr.48615.1.S1_at	7.87819	6.66357	8.07399
Mtr.48616.1.S1_x_at	49.8525	37.9187	40.7706
Mtr.48617.1.S1_at	51.6803	92.5352	74.4077
Mtr.48618.1.S1_at	9.84556	7.73304	8.35249
Mtr.48619.1.S1_at	20.8384	17.1112	22.1033
Mtr.4862.1.S1_at	94.6858	141.11	105.511
Mtr.48621.1.S1_at	9.47416	7.30549	8.0716
Mtr.48622.1.S1_x_at	16.9479	14.1323	16.2482
Mtr.48623.1.S1_at	14.2055	9.94142	11.0067
Mtr.48624.1.S1_s_at	10.0029	7.50004	6.27187
Mtr.48625.1.S1_at	8.27366	7.57787	7.78166
Mtr.48627.1.S1_at	12.1045	8.07723	11.0063
Mtr.48628.1.S1_at	9.24625	7.63354	7.82052
Mtr.48629.1.S1_at	7.57233	8.20031	8.09545
Mtr.4863.1.S1_at	11.4888	9.52126	9.14387
Mtr.48630.1.S1_at	13.4973	12.1777	17.2646
Mtr.48630.1.S1_a_at	14.864	9.59961	12.9711
Mtr.48631.1.S1_at	102.287	173.686	141.508
Mtr.48632.1.S1_at	8.32878	7.59206	9.34749
Mtr.48633.1.S1_at	5.95675	8.54691	7.83389
Mtr.48634.1.S1_s_at	8.94732	6.20719	6.62824
Mtr.48635.1.S1_at	8.42622	6.82197	7.24775
Mtr.48636.1.S1_at	7.28879	6.2396	7.3705
Mtr.48637.1.S1_at	48.0392	34.115	47.3064
Mtr.48638.1.S1_at	6.06878	5.42381	6.27347
Mtr.48639.1.S1_at	8.01416	8.81803	8.21884
Mtr.4864.1.S1_at	39.3782	96.6742	67.1676
Mtr.48640.1.S1_at	10.0124	15.8242	10.5135
Mtr.48641.1.S1_at	40.3916	31.6366	38.1588
Mtr.48642.1.S1_at	69.9212	44.5759	55.4771
Mtr.48643.1.S1_at	94.0366	90.2321	99.5401
Mtr.48644.1.S1_at	94.3796	68.9498	67.6374
Mtr.48645.1.S1_at	177.819	212.574	221.25
Mtr.48646.1.S1_at	798.638	1059.11	1073.72
Mtr.48647.1.S1_s_at	545.182	535.238	545.146
Mtr.48649.1.S1_at	41.8399	43.8163	36.659
Mtr.4865.1.S1_at	137.44	143.886	106.974
Mtr.48650.1.S1_at	11.0958	8.25713	11.1811
Mtr.48651.1.S1_at	7.01575	5.99962	6.70955
Mtr.48652.1.S1_at	32.108	26.0913	29.7865
Mtr.48653.1.S1_at	7.14595	5.91851	6.5837
Mtr.48654.1.S1_at	9.18345	7.76085	9.52514
Mtr.48655.1.S1_at	9.31378	10.0403	9.49864
Mtr.48656.1.S1_at	128.631	187.755	149.756
Mtr.48657.1.S1_at	13.0701	10.6422	11.3766
Mtr.48659.1.S1_at	6.68036	6.99246	7.75036
Mtr.4866.1.S1_at	334.401	299.492	267.124
Mtr.48660.1.S1_at	1266.36	1492.76	1443.17
Mtr.48661.1.S1_at	16.2071	12.0544	14.7368
Mtr.48662.1.S1_s_at	64.2881	65.1862	44.3667
Mtr.48663.1.S1_s_at	34.321	52.8152	59.6281
Mtr.48664.1.S1_at	297.764	384.314	389.483
Mtr.48665.1.S1_at	9.46337	8.20332	9.90559
Mtr.48666.1.S1_at	8.49267	10.4366	11.6816
Mtr.48667.1.S1_at	7.66418	7.86855	7.70379
Mtr.48668.1.S1_at	520.535	517.579	540.242
Mtr.48669.1.S1_at	21.6508	28.5767	31.3236
Mtr.4867.1.S1_at	6.50165	6.8515	7.14574
Mtr.4867.1.S1_s_at	109.263	104.088	59.2976
Mtr.48670.1.S1_at	251.158	345.53	273.094
Mtr.48671.1.S1_at	8.9111	6.70609	7.26793
Mtr.48672.1.S1_at	9.60119	7.64677	6.48722
Mtr.48673.1.S1_at	7.49625	8.46675	7.81989
Mtr.48674.1.S1_at	6.29426	7.92269	6.89821
Mtr.48675.1.S1_s_at	9.0591	8.98942	8.01888
Mtr.48676.1.S1_at	10.0124	11.215	12.1919
Mtr.48678.1.S1_at	10.3798	15.3252	15.3732
Mtr.48679.1.S1_at	10.8279	10.637	12.2873
Mtr.4868.1.S1_at	12.0299	11.9569	10.3301
Mtr.48680.1.S1_at	9.28032	6.28229	7.03849
Mtr.48681.1.S1_at	8.59779	13.4256	9.38373
Mtr.48683.1.S1_s_at	6.7134	6.04831	6.36686
Mtr.48684.1.S1_at	7.55748	8.86392	8.22311
Mtr.48686.1.S1_at	15.4742	10.4158	9.59855
Mtr.48687.1.S1_at	8.0758	8.20645	6.46784
Mtr.48688.1.S1_at	134.034	91.7589	100.596
Mtr.4869.1.S1_at	305.4	238.06	227.042
Mtr.48690.1.S1_at	7.04945	6.34362	5.66545
Mtr.48691.1.S1_at	8.72827	7.64607	7.19481
Mtr.48693.1.S1_at	59.2131	84.525	83.938
Mtr.48694.1.S1_at	7.99746	7.25833	8.57903
Mtr.48695.1.S1_at	10.0787	9.96327	9.13324
Mtr.48697.1.S1_x_at	6.2756	7.06025	7.08272
Mtr.48699.1.S1_at	17.4534	17.8804	16.638
Mtr.487.1.S1_at	248.888	326.971	284.522
Mtr.487.1.S1_s_at	1180.25	1162.53	1136.23
Mtr.4870.1.S1_at	9.79705	7.83408	6.52249
Mtr.4870.1.S1_s_at	404.152	416.201	429.115
Mtr.48700.1.S1_at	30.3636	41.4626	24.5598
Mtr.48702.1.S1_at	11.9314	16.2368	15.668
Mtr.48703.1.S1_x_at	8.30743	6.47869	8.60861
Mtr.48704.1.S1_x_at	1247.04	1735.79	1647.71
Mtr.48706.1.S1_at	8.58554	5.87451	6.78542
Mtr.48708.1.S1_x_at	6.33754	5.83773	6.13848
Mtr.4871.1.S1_at	211.034	201.603	153.955
Mtr.48710.1.S1_at	181.769	138.695	145.889
Mtr.48711.1.S1_x_at	7.16231	6.19784	5.82418
Mtr.48712.1.S1_s_at	234.556	277.372	259.922
Mtr.48713.1.S1_at	299.872	116.779	153.543
Mtr.48714.1.S1_s_at	1369.14	1414.49	1245.67
Mtr.48715.1.S1_at	336.574	342.493	319.274
Mtr.48716.1.S1_at	13.6504	10.9176	14.5102
Mtr.48717.1.S1_at	46.2156	26.6297	29.1799
Mtr.48718.1.S1_at	337.769	298.794	260.819
Mtr.48719.1.S1_at	2269.25	2898	3158.77
Mtr.4872.1.S1_s_at	8.09213	7.70144	9.15988
Mtr.48721.1.S1_at	54.9933	41.913	39.4825
Mtr.48722.1.S1_at	29.8618	22.0065	23.9595
Mtr.48723.1.S1_at	21.7268	24.3017	29.0986
Mtr.48724.1.S1_at	4241.12	4925.19	4195.32
Mtr.48725.1.S1_at	7.55228	7.48294	5.55284
Mtr.48726.1.S1_at	90.0907	86.6169	101.066
Mtr.48726.1.S1_x_at	18.0421	14.6456	17.9243
Mtr.48728.1.S1_at	7.53656	5.8089	6.42876
Mtr.48729.1.S1_at	5.85566	5.43632	5.79923
Mtr.4873.1.S1_at	2164.78	2042.59	1966.43
Mtr.48730.1.S1_at	10.5692	9.16923	11.4718
Mtr.48731.1.S1_at	19.401	10.011	9.70032
Mtr.48732.1.S1_at	8.04287	9.5825	10.1205
Mtr.48734.1.S1_at	11.1341	11.7939	12.3461
Mtr.48735.1.S1_at	7.02979	5.54406	5.59813
Mtr.48736.1.S1_at	16.6837	15.8739	16.1454
Mtr.48737.1.S1_at	22.5874	26.4759	16.3908
Mtr.48738.1.S1_at	9.12105	7.70037	8.05715
Mtr.4874.1.S1_at	8.65958	8.70292	9.48921
Mtr.48740.1.S1_at	7.46166	8.55856	13.5091
Mtr.48741.1.S1_at	9.44435	6.53132	7.71007
Mtr.48742.1.S1_at	14.7155	11.8599	10.1793
Mtr.48743.1.S1_at	9.66988	8.80893	10.3661
Mtr.48744.1.S1_x_at	6.56362	6.9951	6.34046
Mtr.48745.1.S1_s_at	17.9521	9.80371	11.644
Mtr.48746.1.S1_at	7.77695	5.93348	6.76981
Mtr.48748.1.S1_at	9.74305	9.26527	9.60184
Mtr.4875.1.S1_at	7.13292	8.35105	6.74113
Mtr.48750.1.S1_at	9.39086	8.15624	8.72058
Mtr.48752.1.S1_at	6.92496	6.77702	6.61952
Mtr.48753.1.S1_at	13.5045	10.8453	10.4091
Mtr.48754.1.S1_at	22.6674	23.7041	15.545
Mtr.48756.1.S1_x_at	7.89043	7.86982	7.17311
Mtr.48757.1.S1_at	8.01442	8.30206	8.21397
Mtr.48759.1.S1_at	20.5075	13.0425	15.5173
Mtr.4876.1.S1_at	9.04343	9.6509	9.59557
Mtr.48760.1.S1_at	8.88179	7.38501	7.76271
Mtr.48761.1.S1_at	7.17729	7.09909	7.9427
Mtr.48762.1.S1_at	6.6816	7.03633	6.40057
Mtr.48762.1.S1_x_at	6.81359	10.7141	8.05715
Mtr.48764.1.S1_at	9.37185	8.04226	8.01201
Mtr.48767.1.S1_at	7.25593	5.571	6.67916
Mtr.48768.1.S1_at	336.403	307.693	309.685
Mtr.4877.1.S1_at	9.25024	8.52621	8.43073
Mtr.48771.1.S1_at	25.6144	16.9504	16.3676
Mtr.48772.1.S1_at	503.619	466.077	431.957
Mtr.48774.1.S1_at	147.529	188.274	175.936
Mtr.48776.1.S1_at	8.35942	10.0635	9.38262
Mtr.48777.1.S1_at	6.80598	6.79213	5.74483
Mtr.48778.1.S1_x_at	52.5516	33.2631	36.4593
Mtr.48779.1.S1_at	264.268	336.571	268.585
Mtr.4878.1.S1_at	12.3658	14.8153	14.8881
Mtr.48781.1.S1_at	17.5502	25.9003	21.4355
Mtr.48782.1.S1_s_at	8.80251	9.47897	9.44866
Mtr.48783.1.S1_at	5.87755	5.88672	6.82881
Mtr.48785.1.S1_s_at	28.3334	50.1754	53.3907
Mtr.48787.1.S1_s_at	238.513	197.87	165.836
Mtr.48788.1.S1_x_at	13.4343	9.78959	11.0059
Mtr.48789.1.S1_at	38.1777	82.717	101.807
Mtr.48789.1.S1_s_at	9.04343	23.7144	34.2968
Mtr.4879.1.S1_at	16.8785	9.15027	8.0688
Mtr.48790.1.S1_at	105.338	80.5534	138.699
Mtr.48791.1.S1_at	574.966	431.792	364.257
Mtr.48792.1.S1_at	17.3373	16.9456	16.0575
Mtr.48796.1.S1_x_at	9.35053	8.74426	9.19681
Mtr.48799.1.S1_at	37.0886	27.3731	25.5238
Mtr.4880.1.S1_at	6.86748	7.42097	6.39896
Mtr.48800.1.S1_at	10.5838	8.32144	8.68696
Mtr.48801.1.S1_at	9.08305	6.32485	6.58376
Mtr.48802.1.S1_at	13.0128	8.9845	9.90489
Mtr.48803.1.S1_at	137.129	179.162	175.042
Mtr.48804.1.S1_at	7.35811	7.08523	7.68384
Mtr.48805.1.S1_at	7.52221	6.84105	7.3866
Mtr.48806.1.S1_at	6.54218	6.17818	6.77184
Mtr.48808.1.S1_x_at	16.0204	10.509	11.6235
Mtr.48809.1.S1_at	10.2891	10.9572	10.1249
Mtr.4881.1.S1_at	6.78656	6.76469	8.2314
Mtr.48810.1.S1_at	13.2877	10.374	10.9776
Mtr.48811.1.S1_at	727.875	826.814	650.808
Mtr.48812.1.S1_at	11.9886	14.9222	11.4155
Mtr.48813.1.S1_at	580.219	825.557	848.536
Mtr.48814.1.S1_x_at	10.1927	9.85185	9.1633
Mtr.48815.1.S1_at	8.16573	8.53451	7.44168
Mtr.48816.1.S1_at	275.73	285.956	281.421
Mtr.48817.1.S1_at	8.01132	6.28373	5.24025
Mtr.48818.1.S1_at	590.649	893.839	794.661
Mtr.48819.1.S1_at	584.354	577.626	564.96
Mtr.4882.1.S1_at	9.27536	8.1374	8.80866
Mtr.48820.1.S1_at	570.356	473.967	756.459
Mtr.48821.1.S1_at	5.43086	5.34398	5.33159
Mtr.48822.1.S1_at	6.93546	7.32645	7.68514
Mtr.48823.1.S1_at	13.5553	8.28125	9.92797
Mtr.48824.1.S1_at	169.501	187.292	166.506
Mtr.48825.1.S1_at	1641.93	1837.45	1820.66
Mtr.48826.1.S1_at	191.683	208.768	208.957
Mtr.48826.1.S1_s_at	201.937	231.794	281.212
Mtr.48827.1.S1_at	7.25274	8.14076	8.85862
Mtr.48828.1.S1_at	14.0657	9.06682	10.255
Mtr.48829.1.S1_at	511.096	458.121	694
Mtr.4883.1.S1_at	6.40142	7.67063	8.86711
Mtr.48830.1.S1_at	9.95284	8.796	8.22306
Mtr.48830.1.S1_s_at	7.71716	7.83576	8.78422
Mtr.48831.1.S1_at	125.99	132.215	156.411
Mtr.48832.1.S1_s_at	242.054	203.825	224.841
Mtr.48833.1.S1_s_at	11.5903	8.57136	14.0379
Mtr.48834.1.S1_at	7.93991	8.68613	7.85667
Mtr.48835.1.S1_at	10.7215	9.66804	10.0299
Mtr.48836.1.S1_at	1776.05	1806.92	2309.32
Mtr.48837.1.S1_s_at	1320.9	1360.71	1483.94
Mtr.48838.1.S1_at	73.7117	78.5646	68.8227
Mtr.4884.1.S1_at	797.597	674.495	612.909
Mtr.4884.1.S1_s_at	575.083	483.743	464.345
Mtr.48840.1.S1_x_at	105.182	67.0664	82.2906
Mtr.48841.1.S1_at	11.5903	7.46562	9.20257
Mtr.48842.1.S1_at	1727.8	2023.19	2880.95
Mtr.48843.1.S1_at	728.066	857.697	748.033
Mtr.48845.1.S1_at	8.12396	8.83973	9.04314
Mtr.48846.1.S1_at	8.58834	8.39042	8.54721
Mtr.48848.1.S1_x_at	5.49811	6.4189	5.40253
Mtr.48849.1.S1_at	236.598	283.408	262.511
Mtr.4885.1.S1_at	8.26204	6.54971	9.12482
Mtr.48850.1.S1_at	18.979	16.7975	17.4231
Mtr.48851.1.S1_at	7.38053	9.24847	7.97767
Mtr.48853.1.S1_at	6.42227	6.83642	8.39522
Mtr.48854.1.S1_at	21.7966	13.1964	18.6109
Mtr.48855.1.S1_at	6.5534	7.06477	7.0159
Mtr.48856.1.S1_at	4809.41	4593.04	4612.4
Mtr.48857.1.S1_at	9.60339	8.70632	10.1116
Mtr.48858.1.S1_at	5.77512	5.68056	5.79451
Mtr.4886.1.S1_at	11.4791	9.62645	12.0974
Mtr.48861.1.S1_s_at	7.24139	7.52008	7.61506
Mtr.48862.1.S1_at	4.76544	6.14899	5.95121
