Probeset	ART_0dpi_1	ART_0dpi_2	ART_0dpi_3
Mtr.15033.1.S1_s_at	2024.75	3056.41	3156.97
Mtr.15034.1.S1_at	6.71356	9.23249	8.17564
Mtr.15035.1.S1_s_at	7.91218	7.56738	9.6597
Mtr.15036.1.S1_x_at	8.6763	7.31724	6.87807
Mtr.15038.1.S1_s_at	1254.71	1318.63	1345.27
Mtr.15039.1.S1_at	15.0567	15.505	18.2267
Mtr.1504.1.S1_at	32.9189	27.5281	20.7455
Mtr.15040.1.S1_at	8.73151	7.26691	6.5264
Mtr.15041.1.S1_at	11.5088	9.96863	9.16424
Mtr.15042.1.S1_at	15.1084	23.7928	17.6626
Mtr.15043.1.S1_at	919.944	1120.21	1174.19
Mtr.15044.1.S1_at	100.53	110.725	103.964
Mtr.15045.1.S1_at	206.021	204.74	205.937
Mtr.15046.1.S1_at	16.4413	26.579	30.4945
Mtr.15047.1.S1_at	5.06087	5.58753	5.53357
Mtr.15047.1.S1_s_at	7.62301	7.76147	8.65336
Mtr.15048.1.S1_s_at	278.354	263.642	249.214
Mtr.15049.1.S1_at	6.73341	8.24199	7.72376
Mtr.1505.1.S1_at	21.59	47.7191	40.6843
Mtr.15050.1.S1_x_at	16.1832	9.28504	10.8168
Mtr.15051.1.S1_s_at	40.8818	23.3641	39.1045
Mtr.15052.1.S1_s_at	369.924	359.016	396.562
Mtr.15053.1.S1_at	146.555	123.871	174.101
Mtr.15054.1.S1_at	47.9618	51.0863	105.53
Mtr.15058.1.S1_at	8.71087	7.81644	10.3968
Mtr.15059.1.S1_at	28.3334	19.8528	18.439
Mtr.15059.1.S1_s_at	6.82368	8.9559	7.15081
Mtr.15060.1.S1_at	12.0379	9.87651	13.9611
Mtr.15061.1.S1_at	25.1615	23.1064	21.6173
Mtr.15063.1.S1_at	5.4488	5.45109	6.63396
Mtr.15064.1.S1_s_at	9.05994	7.08619	10.3141
Mtr.15065.1.S1_s_at	9.74528	6.94312	9.36281
Mtr.15066.1.S1_at	15.4436	12.5726	11.5877
Mtr.15067.1.S1_at	9.08803	6.26747	8.25164
Mtr.15068.1.S1_at	6.63783	7.51017	7.15702
Mtr.1507.1.S1_at	89.8908	131.081	136.786
Mtr.15070.1.S1_s_at	23.2067	29.1031	18.0055
Mtr.15071.1.S1_at	73.5216	57.0651	83.2653
Mtr.15072.1.S1_at	23.772	20.9927	17.9698
Mtr.15073.1.S1_at	443.945	513.201	516.371
Mtr.15074.1.S1_at	5.92902	6.24847	6.29981
Mtr.15075.1.S1_at	5.34956	6.95317	6.48722
Mtr.15076.1.S1_at	11.8919	10.3899	8.47083
Mtr.15077.1.S1_at	8.77211	6.79362	7.5499
Mtr.15078.1.S1_at	6.73575	6.92431	5.62667
Mtr.15079.1.S1_at	9.52213	9.21076	11.9899
Mtr.1508.1.S1_at	41.8643	80.1168	65.6197
Mtr.15080.1.S1_at	502.633	506.468	499.673
Mtr.15081.1.S1_at	944.44	1405.92	1306.31
Mtr.15082.1.S1_at	457.532	490.56	508.989
Mtr.15083.1.S1_at	250.032	338.532	373.86
Mtr.15084.1.S1_at	6.78656	5.95634	6.10707
Mtr.15085.1.S1_at	9.58996	8.00325	7.4094
Mtr.15088.1.S1_at	7.99456	6.88207	7.49938
Mtr.15088.1.S1_s_at	74.9804	87.8247	87.5968
Mtr.15089.1.S1_at	7.63181	7.30072	7.83136
Mtr.1509.1.S1_at	18.1941	21.8152	18.6808
Mtr.15090.1.S1_at	10.5346	8.21528	7.6419
Mtr.15092.1.S1_at	7.35474	6.20719	6.65637
Mtr.15092.1.S1_x_at	5.80542	8.0735	7.61506
Mtr.15093.1.S1_at	14.1247	10.9734	13.99
Mtr.15094.1.S1_at	9.96651	9.31719	8.29674
Mtr.15096.1.S1_at	11.5765	8.84127	11.5972
Mtr.15096.1.S1_x_at	10.5744	9.88987	8.09112
Mtr.15097.1.S1_at	9.8647	7.84659	7.95193
Mtr.15098.1.S1_at	7.82016	6.39957	9.17762
Mtr.151.1.S1_at	6.66307	5.78857	6.32245
Mtr.1510.1.S1_at	19.4283	21.2055	18.8365
Mtr.1510.1.S1_s_at	30.1408	58.4573	35.6153
Mtr.15100.1.S1_at	171.199	244.623	233.579
Mtr.15101.1.S1_at	1873.38	1778.12	1668.22
Mtr.15102.1.S1_at	5.64824	7.84273	8.27796
Mtr.15103.1.S1_at	130.292	124.616	96.1848
Mtr.15104.1.S1_at	239.421	285.114	220.063
Mtr.15105.1.S1_at	93.7621	128.855	119.831
Mtr.15106.1.S1_at	7.46989	8.88535	9.81174
Mtr.15107.1.S1_at	10.6721	8.15437	10.3108
Mtr.15108.1.S1_at	34.627	20.1969	10.9463
Mtr.15109.1.S1_at	17.177	16.834	17.5182
Mtr.15109.1.S1_s_at	24.5936	31.0176	19.1777
Mtr.1511.1.S1_at	64.4229	119.509	130.265
Mtr.1511.1.S1_x_at	51.6301	100.67	106.463
Mtr.15110.1.S1_at	13.5493	10.4737	9.25649
Mtr.15112.1.S1_at	7.5823	7.92126	6.78739
Mtr.15113.1.S1_at	6.13026	6.29579	6.13605
Mtr.15114.1.S1_at	21.9321	14.1349	24.1437
Mtr.15115.1.S1_at	128.207	124.11	122.431
Mtr.15116.1.S1_at	12.1539	7.63354	7.78352
Mtr.15117.1.S1_s_at	629.935	571.001	494.897
Mtr.15118.1.S1_x_at	29.4677	26.5453	20.4431
Mtr.15119.1.S1_s_at	6.5383	6.57228	5.82524
Mtr.15120.1.S1_at	7.69734	11.4624	12.5565
Mtr.15122.1.S1_at	5.27302	5.83123	6.36925
Mtr.15123.1.S1_x_at	24.1292	7.26801	9.07093
Mtr.15124.1.S1_x_at	19.1457	16.5256	13.8073
Mtr.15126.1.S1_at	8.80624	7.56047	8.48241
Mtr.15127.1.S1_at	6.4451	7.23691	7.93881
Mtr.15129.1.S1_at	6.74434	7.42373	6.50158
Mtr.1513.1.S1_at	13.1975	16.2539	13.5008
Mtr.1513.1.S1_x_at	7.31918	9.4197	10.8109
Mtr.15130.1.S1_s_at	13.9179	10.5884	9.36281
Mtr.15132.1.S1_at	14.0484	10.8058	13.5966
Mtr.15133.1.S1_at	66.6147	75.0231	63.4948
Mtr.15134.1.S1_at	6.79131	7.18597	6.61592
Mtr.15135.1.S1_s_at	5.87754	6.18587	6.17767
Mtr.15136.1.S1_at	8.77211	9.67925	9.68114
Mtr.15137.1.S1_at	8.3023	9.63505	11.0059
Mtr.15138.1.S1_at	7.99567	6.78724	7.21259
Mtr.15139.1.S1_at	275.643	258.25	251.078
Mtr.1514.1.S1_at	9.80223	11.8702	10.1787
Mtr.15140.1.S1_at	12.6104	13.0105	13.0838
Mtr.15141.1.S1_at	186.69	153.912	99.3413
Mtr.15142.1.S1_at	7.14595	5.77204	7.0088
Mtr.15144.1.S1_at	8.86631	9.43532	7.52596
Mtr.15145.1.S1_at	9.09614	9.09043	9.21763
Mtr.15146.1.S1_at	6.70124	6.01194	7.00221
Mtr.15146.1.S1_x_at	12.3145	10.5422	11.1491
Mtr.15147.1.S1_at	10.3535	9.26989	11.8404
Mtr.15148.1.S1_s_at	22.6656	23.0291	21.6753
Mtr.15148.1.S1_x_at	7.16371	8.73742	8.46302
Mtr.15149.1.S1_s_at	343.079	248.132	185.228
Mtr.1515.1.S1_at	7.96602	8.9254	8.35356
Mtr.15152.1.S1_at	23.2959	14.528	15.9457
Mtr.15154.1.S1_at	6.90421	7.15721	7.32191
Mtr.15155.1.S1_at	27.6094	17.5648	17.9209
Mtr.15157.1.S1_x_at	5.73477	6.70875	6.40541
Mtr.15159.1.S1_at	8.42802	5.81666	8.39898
Mtr.1516.1.S1_at	22.3743	14.3012	15.5705
Mtr.15160.1.S1_at	13.5553	8.84997	9.37593
Mtr.15161.1.S1_at	6.92921	7.80241	8.40802
Mtr.15162.1.S1_at	8.37258	7.63354	7.40798
Mtr.15163.1.S1_at	5.60215	6.4712	6.33679
Mtr.15164.1.S1_at	9.79066	9.83386	10.3924
Mtr.15165.1.S1_at	7.46741	6.8122	9.33719
Mtr.15166.1.S1_at	8.10514	8.71184	8.00713
Mtr.15167.1.S1_at	10.2362	10.3482	10.2714
Mtr.15168.1.S1_at	11.3894	13.6096	10.2573
Mtr.1517.1.S1_at	11.0659	13.2933	15.2751
Mtr.15170.1.S1_at	5.93176	7.01047	5.65052
Mtr.15171.1.S1_at	7.33376	6.63478	7.14352
Mtr.15172.1.S1_at	42.0689	72.2667	88.1588
Mtr.15173.1.S1_at	10.9269	8.59551	8.04266
Mtr.15175.1.S1_at	9.61481	6.99811	9.93972
Mtr.15177.1.S1_at	6.16654	6.76659	6.04242
Mtr.15178.1.S1_x_at	8.11612	7.34432	9.49016
Mtr.15179.1.S1_at	10.5981	7.77845	9.37045
Mtr.1518.1.S1_at	13.2663	11.6395	10.6056
Mtr.15180.1.S1_at	1564.1	1941.82	1905.58
Mtr.15181.1.S1_at	7.47699	7.99755	7.2096
Mtr.15182.1.S1_at	12.519	8.06343	10.539
Mtr.15183.1.S1_x_at	5.29151	6.10184	5.42624
Mtr.15184.1.S1_s_at	10.8407	8.54936	7.42942
Mtr.15187.1.S1_x_at	5.68959	7.21417	6.61828
Mtr.15189.1.S1_at	11.7732	9.68983	8.85413
Mtr.1519.1.S1_at	9.50226	7.0613	11.3766
Mtr.15190.1.S1_at	9.30749	7.10985	8.30667
Mtr.15192.1.S1_at	9.04236	7.16169	9.47249
Mtr.15193.1.S1_at	10.5364	9.20611	9.15735
Mtr.15194.1.S1_at	7.48429	9.44074	8.9606
Mtr.15195.1.S1_at	27.5026	24.7841	22.9277
Mtr.15197.1.S1_at	12.0857	11.8756	11.2705
Mtr.15198.1.S1_at	7.93414	6.93362	7.06995
Mtr.15199.1.S1_at	18.8565	17.455	22.9205
Mtr.152.1.S1_at	22.3986	33.861	22.6194
Mtr.1520.1.S1_at	17.8971	18.7298	14.746
Mtr.15200.1.S1_at	9.21495	8.10244	8.04009
Mtr.15201.1.S1_at	17.2605	15.4177	15.7641
Mtr.15203.1.S1_at	9.82842	7.84565	8.85005
Mtr.15204.1.S1_at	9.11125	9.09381	10.658
Mtr.15205.1.S1_at	6.22336	6.19032	6.53467
Mtr.15206.1.S1_at	11.8807	9.67429	9.68435
Mtr.15207.1.S1_at	9.11729	9.20604	7.63261
Mtr.15208.1.S1_at	15.6683	11.7655	10.6376
Mtr.15209.1.S1_at	29.395	38.1112	20.5717
Mtr.1521.1.S1_at	10.6668	9.25357	10.2905
Mtr.15210.1.S1_at	10.8265	10.429	13.0414
Mtr.15211.1.S1_at	30.2104	20.1431	28.4351
Mtr.15212.1.S1_at	179.805	176.126	171.558
Mtr.15213.1.S1_at	483.541	485.19	492.336
Mtr.15214.1.S1_at	7.82382	5.79801	6.65764
Mtr.15214.1.S1_x_at	60.9939	40.4501	41.6386
Mtr.15215.1.S1_at	28.7542	75.0239	47.7747
Mtr.15216.1.S1_s_at	20.0734	15.6317	24.7351
Mtr.15217.1.S1_at	7.5438	6.58905	8.45586
Mtr.15218.1.S1_at	7.60953	7.93805	7.44
Mtr.15219.1.S1_at	6.84352	7.03426	7.53086
Mtr.1522.1.S1_at	18.8168	11.5522	12.6814
Mtr.15220.1.S1_at	256.577	311.762	268.383
Mtr.15221.1.S1_x_at	8.63017	6.77407	7.30249
Mtr.15222.1.S1_s_at	8.75325	6.31562	7.90427
Mtr.15222.1.S1_x_at	6.18962	6.25237	6.18375
Mtr.15223.1.S1_s_at	7.92143	9.93304	8.89198
Mtr.15223.1.S1_x_at	14.7111	12.2438	13.9907
Mtr.15224.1.S1_s_at	9.26224	7.9304	8.35417
Mtr.15225.1.S1_x_at	6.01878	6.70908	5.90388
Mtr.15226.1.S1_at	787.82	1098.81	1044.98
Mtr.15227.1.S1_at	6.57288	6.13145	6.74891
Mtr.15228.1.S1_at	1924.36	1307.79	1225.35
Mtr.15228.1.S1_s_at	3046.85	2337.22	1899.85
Mtr.1523.1.S1_at	156.509	108.939	109.708
Mtr.15230.1.S1_x_at	7.97988	6.30411	6.72185
Mtr.15231.1.S1_at	6.16845	5.91124	6.85329
Mtr.15231.1.S1_x_at	9.04343	8.27788	7.87512
Mtr.15232.1.S1_at	14.2673	11.9197	11.7391
Mtr.15233.1.S1_s_at	6.02486	5.69996	7.49456
Mtr.15234.1.S1_at	10.3925	10.2905	8.64513
Mtr.15235.1.S1_at	7.8923	7.24836	6.4461
Mtr.15236.1.S1_at	23.4153	19.2518	18.9363
Mtr.15237.1.S1_at	6.1624	6.79373	7.45767
Mtr.15238.1.S1_at	14.0728	17.9712	14.9434
Mtr.1524.1.S1_at	6.39914	7.51363	7.09266
Mtr.15240.1.S1_at	7.90035	7.51474	6.73126
Mtr.15241.1.S1_at	485.162	610.747	539.741
Mtr.15242.1.S1_at	7.3905	8.3327	6.55049
Mtr.15243.1.S1_s_at	6.80059	6.0013	8.05715
Mtr.15244.1.S1_at	2282.1	2812.1	2675.28
Mtr.15245.1.S1_at	5.96068	6.06228	6.0318
Mtr.15246.1.S1_at	7.59922	7.00521	6.72571
Mtr.15247.1.S1_at	6.56972	6.81211	6.18612
Mtr.15248.1.S1_at	7.08032	7.18881	7.5343
Mtr.15249.1.S1_at	11.1745	9.8892	9.81184
Mtr.1525.1.S1_x_at	7.45814	8.32144	7.21557
Mtr.15250.1.S1_at	586.748	604.191	633.592
Mtr.15251.1.S1_at	312.557	313.808	302.451
Mtr.15252.1.S1_at	18.2654	19.7361	32.1895
Mtr.15253.1.S1_at	8.80275	9.35646	10.2905
Mtr.15254.1.S1_at	6.82577	7.10399	5.75528
Mtr.15255.1.S1_s_at	1656.07	1363.28	1496.45
Mtr.15256.1.S1_at	208.593	211.852	185.466
Mtr.15257.1.S1_s_at	1231.1	1181.97	1141.35
Mtr.15258.1.S1_at	4670.16	4465.02	4475.78
Mtr.15259.1.S1_s_at	15.7968	10.3916	12.7543
Mtr.1526.1.S1_at	15.833	20.4741	18.0565
Mtr.1526.1.S1_a_at	35.8474	77.5294	48.7813
Mtr.15260.1.S1_at	320.082	303.149	334.82
Mtr.15261.1.S1_s_at	1607.66	1855.9	2103.55
Mtr.15262.1.S1_at	9.98527	8.50113	11.3574
Mtr.15263.1.S1_at	14.1585	14.3318	17.7048
Mtr.15264.1.S1_at	11.6272	10.5482	12.3779
Mtr.15267.1.S1_at	8.17675	7.03032	8.80866
Mtr.15268.1.S1_at	1616.28	1609.9	1569.54
Mtr.1527.1.S1_at	19.1898	26.8004	23.8833
Mtr.15270.1.S1_s_at	142.558	102.368	87.786
Mtr.15273.1.S1_at	434.387	411.822	447.942
Mtr.15274.1.S1_x_at	70.698	50.4754	56.1821
Mtr.15275.1.S1_at	333.724	344.615	418.675
Mtr.15276.1.S1_at	37.1824	25.4281	28.0725
Mtr.15277.1.S1_at	5.81809	5.65011	5.52383
Mtr.15278.1.S1_s_at	29.5242	18.2705	14.0047
Mtr.15279.1.S1_at	6.10392	6.32283	6.99951
Mtr.1528.1.S1_at	9.93276	15.7501	11.8208
Mtr.15280.1.S1_at	6.37264	5.56229	5.67279
Mtr.15281.1.S1_at	819.836	1141.4	1660.03
Mtr.15282.1.S1_at	6.64179	6.52941	5.69576
Mtr.15283.1.S1_s_at	7000.08	7911.94	7254.83
Mtr.15284.1.S1_at	181.826	203.616	185.046
Mtr.15285.1.S1_at	2515.45	2962	3437.92
Mtr.15286.1.S1_at	16.905	18.2468	15.0009
Mtr.15287.1.S1_at	25.1314	16.1161	19.0258
Mtr.15288.1.S1_at	7.79721	7.5866	5.77968
Mtr.15289.1.S1_at	1003.31	1130.69	1254.86
Mtr.1529.1.S1_at	103.032	87.8688	84.6494
Mtr.15291.1.S1_at	9.32968	8.4721	9.14772
Mtr.15292.1.S1_at	16.8281	10.299	13.0098
Mtr.15293.1.S1_at	279.136	300.558	296.157
Mtr.15294.1.S1_at	11.4627	8.32144	9.33716
Mtr.15295.1.S1_x_at	7.92989	7.22802	6.3766
Mtr.15297.1.S1_at	759.57	710.865	892.697
Mtr.15298.1.S1_s_at	458.649	569.366	576.237
Mtr.15299.1.S1_at	8.84569	9.92216	9.98598
Mtr.153.1.S1_at	8.61156	8.06267	9.3686
Mtr.1530.1.S1_at	17.7859	27.2455	23.454
Mtr.15300.1.S1_at	12.0783	22.1577	21.2687
Mtr.15301.1.S1_at	25.0666	22.876	24.8241
Mtr.15302.1.S1_at	15.1503	16.2417	14.4425
Mtr.15303.1.S1_at	11555.1	13510.1	13165.7
Mtr.15304.1.S1_s_at	142.516	149.978	151.281
Mtr.15305.1.S1_at	6.98923	6.1829	6.94098
Mtr.15306.1.S1_s_at	1658.25	1290.05	1109.97
Mtr.15307.1.S1_at	296.868	348.079	318.396
Mtr.15308.1.S1_s_at	114.73	47.4453	43.1402
Mtr.15309.1.S1_at	222.769	250.632	287.905
Mtr.1531.1.S1_at	5.69608	6.15316	6.5837
Mtr.15310.1.S1_at	52.1144	48.7581	49.9591
Mtr.15310.1.S1_s_at	200.17	146.044	156.301
Mtr.15311.1.S1_at	15.8921	18.5332	13.7585
Mtr.15312.1.S1_at	8.22812	9.86898	9.86898
Mtr.15313.1.S1_at	149.653	142.861	140.567
Mtr.15314.1.S1_at	54.0138	72.835	84.2544
Mtr.15315.1.S1_at	1685.8	1978.65	1943.7
Mtr.15316.1.S1_s_at	174.38	199.157	207.928
Mtr.15317.1.S1_s_at	215.158	280.803	299.756
Mtr.15318.1.S1_at	337.651	353.346	343.771
Mtr.15319.1.S1_at	14.5438	10.3848	13.6613
Mtr.1532.1.S1_at	58.1307	68.9797	90.9831
Mtr.15320.1.S1_at	16.8677	14.8695	11.6132
Mtr.15321.1.S1_at	181.393	326.088	353.71
Mtr.15322.1.S1_at	967.568	856.28	702.905
Mtr.15323.1.S1_at	23.4235	30.8699	43.5431
Mtr.15323.1.S1_s_at	4032.05	4826.38	5135.31
Mtr.15324.1.S1_at	32.491	20.8949	16.3692
Mtr.15326.1.S1_at	306.681	422.968	430.046
Mtr.15329.1.S1_at	21.5957	20.0977	17.9852
Mtr.15329.1.S1_s_at	9.11017	7.7313	8.79586
Mtr.1533.1.S1_at	82.6998	87.4032	102.846
Mtr.15330.1.S1_at	7.89908	7.03981	5.61094
Mtr.15331.1.S1_s_at	572.633	674.075	670.587
Mtr.15332.1.S1_at	65.9437	91.1425	123.999
Mtr.15335.1.S1_at	10.3387	8.32144	9.6597
Mtr.15338.1.S1_at	6.31422	6.1608	6.42686
Mtr.15339.1.S1_at	4.92522	5.57293	6.03013
Mtr.1534.1.S1_at	12.2198	10.737	19.4844
Mtr.15340.1.S1_at	4345.98	5164.36	5820.74
Mtr.15341.1.S1_at	32.0937	20.46	22.6098
Mtr.15342.1.S1_at	5.62095	6.47609	6.87323
Mtr.15344.1.S1_at	6.95471	10.3004	8.68397
Mtr.15345.1.S1_at	802.032	1180.85	1192.26
Mtr.15346.1.S1_at	53.2035	58.6972	58.9186
Mtr.15347.1.S1_at	163.422	131.827	117.945
Mtr.1535.1.S1_at	9.4228	17.1122	12.5589
Mtr.15350.1.S1_at	1337.3	1510.3	1782.61
Mtr.15351.1.S1_at	6.59547	6.76494	6.28772
Mtr.15351.1.S1_a_at	6.26752	7.54863	6.60852
Mtr.15352.1.S1_at	37.5153	23.9265	36.931
Mtr.15352.1.S1_x_at	46.8541	38.2766	32.5714
Mtr.15353.1.S1_at	7.61262	9.92147	6.46219
Mtr.15354.1.S1_at	8.77659	7.11714	7.00151
Mtr.15355.1.S1_at	31.7054	33.1305	29.9777
Mtr.15356.1.S1_at	21.9117	10.987	13.2943
Mtr.15357.1.S1_at	16.9717	18.007	18.3277
Mtr.15358.1.S1_at	10.2521	7.14052	6.47346
Mtr.15358.1.S1_s_at	7.57054	8.07697	10.7767
Mtr.15359.1.S1_at	9.10462	6.40043	5.82595
Mtr.1536.1.S1_at	184.791	113.011	94.2783
Mtr.1536.1.S1_s_at	335.574	370.511	383.144
Mtr.15360.1.S1_at	5.64782	5.75154	5.50138
Mtr.15361.1.S1_at	8.17223	7.85167	8.33424
Mtr.15362.1.S1_at	10.7815	11.4268	10.5328
Mtr.15363.1.S1_x_at	6.52153	5.33045	6.08507
Mtr.15364.1.S1_at	6.79524	7.5638	6.71642
Mtr.15366.1.S1_at	8.20763	6.61743	8.54721
Mtr.15367.1.S1_at	6.96599	6.63144	6.82127
Mtr.15368.1.S1_at	8.51174	6.38682	8.15383
Mtr.15369.1.S1_s_at	11.245	10.685	9.70712
Mtr.1537.1.S1_at	31.302	26.2471	16.6981
Mtr.15370.1.S1_at	43.5483	32.4516	29.677
Mtr.15371.1.S1_at	8.00838	7.08844	7.46078
Mtr.15372.1.S1_at	18.2214	15.1373	13.5594
Mtr.15373.1.S1_at	110.071	100.471	129.488
Mtr.15373.1.S1_s_at	361.182	426.711	542.246
Mtr.15374.1.S1_at	7.61878	7.48221	6.92409
Mtr.15376.1.S1_at	306.506	298.699	305.57
Mtr.15377.1.S1_s_at	9.10131	9.09311	8.25118
Mtr.15378.1.S1_at	10.1958	8.77897	8.74578
Mtr.15379.1.S1_at	2685.73	3139.67	3596.32
Mtr.1538.1.S1_at	25.4318	22.6736	18.4272
Mtr.15380.1.S1_at	13.9341	15.8239	14.0963
Mtr.15381.1.S1_at	7.16616	8.17512	8.67799
Mtr.15383.1.S1_at	11.7654	9.92859	7.87956
Mtr.15383.1.S1_x_at	10.7802	6.63314	8.01302
Mtr.15384.1.S1_at	30.399	24.9235	12.0937
Mtr.15385.1.S1_at	395.092	397.077	402.164
Mtr.15386.1.S1_at	492.121	598.371	608.024
Mtr.15387.1.S1_at	205.466	285.641	268.423
Mtr.15388.1.S1_x_at	6.53634	7.84321	7.04818
Mtr.15389.1.S1_at	7.99753	9.01176	11.6151
Mtr.1539.1.S1_at	8.63675	10.56	10.5772
Mtr.15390.1.S1_x_at	12.0155	9.3378	10.7291
Mtr.15392.1.S1_at	1612.5	1277.69	991.837
Mtr.15393.1.S1_x_at	18.3729	16.7153	17.2707
Mtr.15394.1.S1_s_at	248.059	296.497	297.183
Mtr.15395.1.S1_s_at	42.4673	97.4768	67.2212
Mtr.15396.1.S1_at	84.9832	141.386	106.424
Mtr.15397.1.S1_at	38.4555	49.7312	47.8501
Mtr.15398.1.S1_at	10.4808	9.67303	8.64383
Mtr.15399.1.S1_s_at	8.48937	9.96382	9.60314
Mtr.154.1.S1_at	18.1849	16.7417	16.864
Mtr.15400.1.S1_at	13.2654	14.21	11.5262
Mtr.15401.1.S1_at	7.87827	6.20719	6.36121
Mtr.15402.1.S1_at	8.43643	10.4359	10.7925
Mtr.15403.1.S1_at	22.3487	21.9162	26.0904
Mtr.15407.1.S1_s_at	12.5911	13.043	14.6294
Mtr.15408.1.S1_at	7.91521	8.11334	8.22308
Mtr.15409.1.S1_at	10.7304	20.2539	13.2427
Mtr.1541.1.S1_at	20.6196	29.4952	42.6515
Mtr.15410.1.S1_at	9.16824	7.7892	7.41446
Mtr.15411.1.S1_at	137.752	172.824	141.369
Mtr.15412.1.S1_at	29.8522	27.6401	25.0014
Mtr.15413.1.S1_at	725.72	833.773	783.594
Mtr.15414.1.S1_at	27.3265	36.7687	34.3851
Mtr.15415.1.S1_at	5227.65	6052.94	6202.62
Mtr.15416.1.S1_at	742.659	837.056	443.361
Mtr.15417.1.S1_at	32.736	34.5534	37.3624
Mtr.15418.1.S1_at	31.8974	60.9904	54.5445
Mtr.15419.1.S1_at	13.5553	13.1577	15.7299
Mtr.1542.1.S1_at	125.543	130.963	115.159
Mtr.15420.1.S1_at	122.108	163.348	146.304
Mtr.15421.1.S1_at	283.983	360.939	290.797
Mtr.15422.1.S1_at	313.906	287.616	345.347
Mtr.15423.1.S1_at	29.165	17.1569	15.962
Mtr.15424.1.S1_at	10.7483	6.39141	8.46187
Mtr.15425.1.S1_at	6.94568	7.5768	7.0459
Mtr.15426.1.S1_at	10.7251	11.0366	9.08008
Mtr.15428.1.S1_at	3025.42	3893.79	4323.72
Mtr.15429.1.S1_at	12.5422	9.09043	9.97362
Mtr.1543.1.S1_at	7.93751	11.8759	9.1907
Mtr.15430.1.S1_at	9.11374	9.37019	7.96444
Mtr.15431.1.S1_at	9.87547	6.5771	6.22475
Mtr.15432.1.S1_at	6.47633	6.96323	7.18307
Mtr.15434.1.S1_x_at	9.75151	9.37418	10.3598
Mtr.15435.1.S1_at	467.427	459.891	491.02
Mtr.15436.1.S1_at	3731.18	5516.52	5131.49
Mtr.15437.1.S1_at	1070.01	1357.63	1554.27
Mtr.15438.1.S1_at	7.87595	7.38864	10.4444
Mtr.15439.1.S1_at	79.9421	44.2521	58.8489
Mtr.1544.1.S1_at	310.465	362.38	363.026
Mtr.15440.1.S1_s_at	3361.62	3820.23	3716.23
Mtr.15441.1.S1_at	9.89357	9.63798	12.078
Mtr.15442.1.S1_at	172.9	297.948	222.485
Mtr.15443.1.S1_at	475.114	442.308	383.918
Mtr.15444.1.S1_at	10.6498	7.55395	7.40499
Mtr.15445.1.S1_at	17.6574	14.0105	15.4267
Mtr.15446.1.S1_at	21.4818	10.9141	15.3229
Mtr.15447.1.S1_at	14.0143	11.3532	14.8513
Mtr.15448.1.S1_at	4905.13	4523.23	5241.9
Mtr.15449.1.S1_at	8.84112	9.24752	11.5073
Mtr.1545.1.S1_at	31.4312	63.129	56.1507
Mtr.15450.1.S1_at	22.2546	46.6869	52.2346
Mtr.15451.1.S1_at	10.3798	7.96099	10.4176
Mtr.15452.1.S1_at	9.10468	6.52113	7.87384
Mtr.15453.1.S1_at	23.7295	15.2435	16.0342
Mtr.15454.1.S1_at	6.85598	7.80849	7.94767
Mtr.15455.1.S1_at	7.31807	8.05353	7.82167
Mtr.15456.1.S1_at	506.501	357.605	330.413
Mtr.15457.1.S1_at	708.054	627.048	722.195
Mtr.15458.1.S1_at	24.8265	19.2756	17.4892
Mtr.15459.1.S1_at	107.045	101.418	103.371
Mtr.1546.1.S1_at	9.74449	10.7115	9.36589
Mtr.15460.1.S1_at	48.3557	20.2055	35.2396
Mtr.15461.1.S1_at	68.6088	102.179	137.419
Mtr.15462.1.S1_at	199.784	244.787	224.666
Mtr.15463.1.S1_at	5.96739	5.93219	6.36147
Mtr.15465.1.S1_at	10.6786	9.18235	11.0448
Mtr.15466.1.S1_at	9.36274	7.60079	9.93008
Mtr.15468.1.S1_at	8.39964	10.2905	6.26514
Mtr.15469.1.S1_at	81.8862	95.5008	100.827
Mtr.1547.1.S1_at	333.857	230.895	187.96
Mtr.15470.1.S1_at	90.5267	81.8641	76.0548
Mtr.15470.1.S1_s_at	22.5587	29.4654	24.2266
Mtr.15471.1.S1_x_at	9.47894	13.5693	15.0117
Mtr.15473.1.S1_at	48.5376	36.7397	40.7733
Mtr.15473.1.S1_s_at	21.5932	24.1845	20.134
Mtr.15474.1.S1_at	12.7205	11.5927	11.3862
Mtr.15475.1.S1_at	10.4582	12.6009	12.2792
Mtr.15476.1.S1_at	8.94658	8.35905	11.0306
Mtr.15477.1.S1_at	9.70573	8.51092	7.64454
Mtr.15478.1.S1_s_at	149.643	195.39	305.734
Mtr.15479.1.S1_s_at	180.589	197.995	176.953
Mtr.15479.1.S1_x_at	104.606	104.391	116.613
Mtr.1548.1.S1_at	536.856	468.28	410.473
Mtr.15480.1.S1_at	65.5985	58.1115	71.0438
Mtr.15481.1.S1_at	8.81102	6.68085	7.68182
Mtr.15482.1.S1_at	174.595	215.542	199.872
Mtr.15483.1.S1_at	6.81642	6.69518	6.77974
Mtr.15484.1.S1_at	1421.91	1702.24	1887.56
Mtr.15486.1.S1_at	7321.51	7612.7	7883.91
Mtr.15487.1.S1_x_at	13.0091	14.3375	15.6315
Mtr.1549.1.S1_at	169.738	186.556	177.24
Mtr.15490.1.S1_at	105.392	99.3046	121.61
