Probeset	Nod_04dpi_1	Nod_04dpi_2	Nod_04dpi_3
Mtr.10035.1.S1_at	37.9435	42.9592	42.8607
Mtr.10036.1.S1_at	66.1437	51.0931	50.9298
Mtr.10037.1.S1_at	209.718	348.978	326.316
Mtr.10039.1.S1_at	37.0557	37.9639	32.7286
Mtr.1004.1.S1_at	6.35417	6.80433	6.66217
Mtr.10040.1.S1_at	13.0394	15.0531	12.5166
Mtr.10041.1.S1_at	515.777	497.202	496.08
Mtr.10042.1.S1_at	460.381	443.081	490.314
Mtr.10043.1.S1_at	64.3968	76.6841	109.222
Mtr.10044.1.S1_at	106.919	134.853	148.941
Mtr.10045.1.S1_at	734.226	740.845	609.323
Mtr.10046.1.S1_at	152.71	138.339	160.049
Mtr.10047.1.S1_at	18.9592	15.0052	17.4941
Mtr.10048.1.S1_at	117.64	128.929	122.66
Mtr.10049.1.S1_at	71.5091	57.8354	60.5298
Mtr.1005.1.S1_at	5.97824	6.26598	5.5022
Mtr.10050.1.S1_at	5.85611	6.19442	6.09885
Mtr.10051.1.S1_at	278.686	326.247	270.647
Mtr.10052.1.S1_at	10.0922	11.402	10.154
Mtr.10053.1.S1_at	20.1535	21.4111	12.0774
Mtr.10054.1.S1_at	153.707	129.855	135.396
Mtr.10055.1.S1_at	1219.46	1016.02	895.227
Mtr.10056.1.S1_at	6.00225	6.42704	5.31796
Mtr.10057.1.S1_at	20.8738	29.4522	27.1438
Mtr.10058.1.S1_at	20.2196	23.0429	25.5003
Mtr.10059.1.S1_at	624.272	686.09	667.666
Mtr.1006.1.S1_at	4.71725	5.36029	7.15486
Mtr.10061.1.S1_at	74.2882	63.7261	55.2035
Mtr.10062.1.S1_at	224.601	174.685	218.991
Mtr.10063.1.S1_at	9.4226	8.38141	7.29903
Mtr.10064.1.S1_at	26.8148	28.6951	36.3377
Mtr.10065.1.S1_at	63.3396	60.2529	66.0137
Mtr.10066.1.S1_at	231.159	207.653	240.725
Mtr.10067.1.S1_at	13.5164	12.1819	11.0594
Mtr.10067.1.S1_s_at	275.044	289.812	347.135
Mtr.10068.1.S1_at	184.104	174.859	181.895
Mtr.10069.1.S1_at	18.6307	17.0536	15.7559
Mtr.1007.1.S1_at	13.463	18.1223	17.1665
Mtr.10070.1.S1_at	192.548	158.276	156.101
Mtr.10071.1.S1_at	575.351	516.412	658.137
Mtr.10071.1.S1_s_at	227.092	275.572	329.989
Mtr.10072.1.S1_at	1056.12	943.427	843.252
Mtr.10073.1.S1_at	64.9815	37.8339	45.9641
Mtr.10074.1.S1_at	6.49306	6.27296	5.96206
Mtr.10076.1.S1_at	8.17212	8.11592	8.95564
Mtr.10077.1.S1_at	676.555	515.211	516.954
Mtr.10078.1.S1_at	7.48856	6.94135	7.62309
Mtr.10079.1.S1_at	1177.67	912.2	1269.96
Mtr.1008.1.S1_at	6.35984	6.80336	7.06483
Mtr.10080.1.S1_at	7.52072	7.23532	6.97805
Mtr.10081.1.S1_at	9.49213	9.99724	12.1426
Mtr.10081.1.S1_s_at	27.208	22.7357	27.2774
Mtr.10082.1.S1_at	45.3869	56.4904	52.1885
Mtr.10083.1.S1_at	12.4655	13.9421	15.8367
Mtr.10084.1.S1_at	32.0064	34.0977	39.9106
Mtr.10085.1.S1_at	925.325	1049	991.4
Mtr.10086.1.S1_at	182.512	190.539	171.874
Mtr.10086.1.S1_s_at	331.979	393.393	333.914
Mtr.10087.1.S1_at	9.58996	11.0631	10.8135
Mtr.10088.1.S1_at	577.794	590.866	558.532
Mtr.10089.1.S1_at	6.31535	6.28782	6.26677
Mtr.1009.1.S1_at	6.36315	6.20881	7.4227
Mtr.10090.1.S1_at	98.3719	128.438	150.187
Mtr.10091.1.S1_at	13.3371	18.722	21.8607
Mtr.10092.1.S1_at	638.254	742.964	817.399
Mtr.10093.1.S1_at	6.96618	6.91561	6.9692
Mtr.10093.1.S1_x_at	7.2777	7.17972	7.94697
Mtr.10094.1.S1_at	7.31547	10.085	7.92503
Mtr.10095.1.S1_at	5.42919	6.1786	6.01758
Mtr.10096.1.S1_at	6.21687	6.30216	6.79364
Mtr.10097.1.S1_at	50.4257	52.1042	34.5735
Mtr.10098.1.S1_at	9.30113	9.96499	8.88378
Mtr.10099.1.S1_s_at	56.8516	34.9494	40.3572
Mtr.101.1.S1_at	5.46643	5.62845	5.37682
Mtr.1010.1.S1_at	46.2008	58.8397	57.4863
Mtr.10100.1.S1_at	11.6597	12.1466	14.8159
Mtr.10101.1.S1_at	114.551	80.4134	77.2753
Mtr.10102.1.S1_at	623.154	609.015	588.515
Mtr.10103.1.S1_at	9.10804	7.89345	8.29659
Mtr.10104.1.S1_at	81.3548	105.814	65.1594
Mtr.10105.1.S1_at	8.82626	7.71061	8.37445
Mtr.10105.1.S1_s_at	201.123	165.188	135.201
Mtr.10106.1.S1_at	119.027	74.3782	100.884
Mtr.10107.1.S1_at	68.4384	52.2101	57.4422
Mtr.10107.1.S1_s_at	110.153	103.079	104.17
Mtr.10108.1.S1_at	7.08498	7.20806	9.1601
Mtr.10109.1.S1_s_at	70.5724	53.1575	60.1147
Mtr.1011.1.S1_at	16.4044	17.8796	15.2618
Mtr.10110.1.S1_at	1039.32	1061.94	1023.45
Mtr.10111.1.S1_at	24.1692	15.8322	15.615
Mtr.10112.1.S1_at	12.0275	13.5356	14.4441
Mtr.10113.1.S1_at	19.7349	16.5577	17.0211
Mtr.10114.1.S1_at	12.1326	11.7348	13.0034
Mtr.10115.1.S1_at	147.763	88.5268	95.741
Mtr.10116.1.S1_at	509.19	415.119	516.43
Mtr.10116.1.S1_s_at	140.099	122.511	143.331
Mtr.10117.1.S1_at	8.94893	11.9586	14.5822
Mtr.10118.1.S1_at	55.3967	37.3097	22.9259
Mtr.10119.1.S1_at	86.244	54.1725	70.8908
Mtr.1012.1.S1_at	9.55119	13.5876	10.5235
Mtr.10120.1.S1_at	425.526	447.534	445.975
Mtr.10121.1.S1_at	208.248	119.208	183.349
Mtr.10122.1.S1_at	7.15508	7.82486	6.45781
Mtr.10123.1.S1_at	205.996	211.69	208.978
Mtr.10124.1.S1_at	7.01625	7.56618	6.7042
Mtr.10125.1.S1_at	7.82678	7.86231	7.8532
Mtr.10126.1.S1_at	2523.79	2142.13	1751.19
Mtr.10127.1.S1_at	8.52854	10.2479	10.0489
Mtr.10127.1.S1_s_at	29.8168	37.5796	29.1674
Mtr.10128.1.S1_at	50.1696	53.8527	48.8201
Mtr.10129.1.S1_at	342.426	264.598	292.575
Mtr.1013.1.S1_at	7.81387	8.22119	9.12477
Mtr.10130.1.S1_at	233.37	224.224	226.257
Mtr.10131.1.S1_at	125.035	106.639	114.059
Mtr.10132.1.S1_at	165.26	158.818	114.469
Mtr.10133.1.S1_at	444.734	547.727	527.487
Mtr.10134.1.S1_at	23.6356	17.1968	16.9164
Mtr.10135.1.S1_at	27.4795	30.9827	24.1954
Mtr.10136.1.S1_at	70.334	79.2119	77.605
Mtr.10137.1.S1_at	223.545	159.647	152.932
Mtr.10138.1.S1_at	1153.93	1364.94	1444.64
Mtr.10139.1.S1_at	189.298	194.593	179.063
Mtr.1014.1.S1_at	158.128	146.226	164.586
Mtr.10140.1.S1_at	549.651	339.048	306.292
Mtr.10141.1.S1_at	16.9534	13.5721	14.1321
Mtr.10142.1.S1_at	117.685	87.3088	81.6729
Mtr.10143.1.S1_at	6.29025	6.62573	6.82096
Mtr.10144.1.S1_at	120.652	127.096	130.858
Mtr.10145.1.S1_at	75.0067	53.2639	49.5277
Mtr.10146.1.S1_at	8.75889	9.46388	8.42846
Mtr.10146.1.S1_s_at	7.68332	7.68605	9.47284
Mtr.10147.1.S1_at	10.2544	10.0346	11.5531
Mtr.10148.1.S1_at	21.9107	19.8031	20.1186
Mtr.10149.1.S1_at	8.49185	8.53179	7.15495
Mtr.1015.1.S1_at	38.9474	30.0871	24.6193
Mtr.10150.1.S1_at	9.71192	8.86204	8.25709
Mtr.10151.1.S1_s_at	199.42	147.62	123.351
Mtr.10152.1.S1_at	269.138	223.546	236.375
Mtr.10153.1.S1_at	19.5212	11.998	8.82401
Mtr.10153.1.S1_s_at	44.559	40.3554	26.9048
Mtr.10154.1.S1_at	9.49213	8.07194	9.62051
Mtr.10155.1.S1_at	234.681	188.201	185.1
Mtr.10156.1.S1_at	219.443	131.72	138.334
Mtr.10157.1.S1_at	294.628	280.969	248.003
Mtr.10158.1.S1_at	661.992	515.813	515.149
Mtr.10159.1.S1_at	200.541	221.062	216.674
Mtr.1016.1.S1_at	45.1183	52.9714	55.7015
Mtr.10160.1.S1_at	6.19277	6.05426	6.88916
Mtr.10160.1.S1_x_at	6.88497	6.24867	6.58238
Mtr.10161.1.S1_at	290.506	334.807	312.021
Mtr.10162.1.S1_at	410.658	260.242	279.892
Mtr.10163.1.S1_at	198.763	147.623	138.386
Mtr.10164.1.S1_at	73.2597	66.1528	64.7085
Mtr.10165.1.S1_at	771.621	672.898	990.972
Mtr.10166.1.S1_at	666.087	696.578	683.379
Mtr.10167.1.S1_at	84.9175	59.3522	76.1334
Mtr.10168.1.S1_at	147.726	114.862	109.684
Mtr.10169.1.S1_at	87.7648	70.8278	74.4975
Mtr.1017.1.S1_at	5.9653	6.59603	7.45299
Mtr.10170.1.S1_at	20.1607	15.842	25.3918
Mtr.10171.1.S1_at	139.372	114.694	105.677
Mtr.10172.1.S1_at	160.509	136.427	123.509
Mtr.10173.1.S1_at	418.07	232.395	253.128
Mtr.10174.1.S1_at	7.35726	6.55821	7.77859
Mtr.10175.1.S1_at	680.166	808.695	707.417
Mtr.10176.1.S1_at	268.008	265.552	305.201
Mtr.10177.1.S1_at	167.671	138.105	124.363
Mtr.10178.1.S1_at	474.153	554.816	478.48
Mtr.10179.1.S1_at	14.9646	16.5287	12.3212
Mtr.1018.1.S1_at	10.0418	12.3627	10.3558
Mtr.1018.1.S1_s_at	685.648	754.81	726.283
Mtr.10180.1.S1_at	31.4473	29.3001	39.1402
Mtr.10181.1.S1_at	200.968	192.474	199.742
Mtr.10182.1.S1_at	11.4108	12.4092	10.1487
Mtr.10183.1.S1_s_at	93.0518	88.3464	68.8767
Mtr.10184.1.S1_at	70.334	44.8647	49.4856
Mtr.10185.1.S1_at	71.6317	50.7289	51.9496
Mtr.10186.1.S1_at	11.9409	11.3468	12.898
Mtr.10187.1.S1_at	3305.91	3133.92	3118.09
Mtr.10188.1.S1_at	42.2673	21.1239	25.0024
Mtr.10188.1.S1_x_at	44.0077	25.7341	33.5693
Mtr.10189.1.S1_at	157.372	126.21	162.049
Mtr.1019.1.S1_at	5.88462	6.54097	7.23285
Mtr.10190.1.S1_at	25.5197	17.0429	18.7433
Mtr.10191.1.S1_at	31.1625	14.5453	17.7818
Mtr.10192.1.S1_at	18.6703	22.8106	26.1296
Mtr.10193.1.S1_at	324.047	346.446	281.903
Mtr.10194.1.S1_at	102.221	87.7689	108.101
Mtr.10195.1.S1_at	8.73407	8.68713	9.32981
Mtr.10196.1.S1_at	28.7083	32.69	30.5519
Mtr.10197.1.S1_at	178.986	166.73	149.821
Mtr.10198.1.S1_at	13.7159	11.4762	11.4372
Mtr.10199.1.S1_at	936.063	948.145	936.669
Mtr.10199.1.S1_s_at	737.54	727.045	728.365
Mtr.102.1.S1_x_at	28.3053	26.8195	21.8936
Mtr.1020.1.S1_at	63.8642	53.2418	53.9062
Mtr.10200.1.S1_at	355.639	449.792	415.04
Mtr.10201.1.S1_at	55.3954	54.0777	52.1236
Mtr.10202.1.S1_at	173.088	154.3	150.018
Mtr.10203.1.S1_at	528.921	654.259	629.574
Mtr.10203.1.S1_s_at	457.014	522.034	452.034
Mtr.10204.1.S1_at	254.049	284.58	273.413
Mtr.10205.1.S1_at	72.6172	60.6049	63.2565
Mtr.10206.1.S1_at	5.80061	6.07332	5.82749
Mtr.10207.1.S1_at	18.0444	13.618	21.482
Mtr.10208.1.S1_at	6.88873	6.74932	6.86342
Mtr.10209.1.S1_at	302.412	277.039	292.236
Mtr.1021.1.S1_at	11.4872	8.90012	9.87191
Mtr.10210.1.S1_at	6.07631	6.79444	8.16317
Mtr.10211.1.S1_at	737.07	917.399	1001.3
Mtr.10212.1.S1_at	998.767	1080.71	986.185
Mtr.10213.1.S1_at	441.77	384.561	335.417
Mtr.10214.1.S1_at	7.68053	6.74932	8.77654
Mtr.10215.1.S1_at	79.2061	64.6033	70.4142
Mtr.10216.1.S1_at	177.464	164.146	154.385
Mtr.10217.1.S1_at	9.64839	10.8496	9.62092
Mtr.10218.1.S1_at	232.269	209.821	225.872
Mtr.10219.1.S1_at	75.3767	78.8387	68.7009
Mtr.1022.1.S1_at	5.71619	7.39804	6.30113
Mtr.10220.1.S1_s_at	6.59652	7.27835	6.69298
Mtr.10221.1.S1_at	222.051	368.329	780.741
Mtr.10222.1.S1_at	146.35	125.461	118.981
Mtr.10223.1.S1_at	10.5863	9.96637	8.54782
Mtr.10224.1.S1_at	20.4043	13.7871	19.6484
Mtr.10225.1.S1_at	78.9264	46.2427	56.595
Mtr.10226.1.S1_at	386.961	386.493	357.74
Mtr.10227.1.S1_at	7.85354	8.82657	7.82228
Mtr.10228.1.S1_at	10.2506	9.90828	10.4971
Mtr.10229.1.S1_at	159.578	192.478	223.277
Mtr.1023.1.S1_at	7.33299	7.14901	7.99492
Mtr.10230.1.S1_at	85.2063	72.2858	77.332
Mtr.10231.1.S1_at	18.9756	26.9381	18.5013
Mtr.10232.1.S1_at	96.6258	66.1062	58.1546
Mtr.10233.1.S1_at	1096.1	1289.83	1214.03
Mtr.10234.1.S1_at	6.39384	6.47795	5.91994
Mtr.10234.1.S1_s_at	34.9824	25.8605	29.8352
Mtr.10235.1.S1_at	67.9271	19.017	35.0848
Mtr.10236.1.S1_at	21.2348	23.7991	21.2191
Mtr.10237.1.S1_at	25.1022	28.3543	23.4181
Mtr.10238.1.S1_at	127.922	117.557	119.222
Mtr.10239.1.S1_at	152.762	128.943	111.313
Mtr.10240.1.S1_at	464.194	470.561	505.769
Mtr.10241.1.S1_at	36.7603	17.4619	20.043
Mtr.10242.1.S1_at	257.93	247.02	276.75
Mtr.10243.1.S1_at	96.1706	92.2685	101.267
Mtr.10244.1.S1_at	60.7878	70.0078	67.3401
Mtr.10245.1.S1_at	310.342	318.223	271.498
Mtr.10246.1.S1_at	19.7573	23.0429	29.3603
Mtr.10247.1.S1_at	340.095	468.223	428.389
Mtr.10248.1.S1_at	586.277	565.51	602.179
Mtr.10249.1.S1_at	2332.47	2658.99	1507.78
Mtr.1025.1.S1_at	9.67405	8.32712	9.89702
Mtr.10250.1.S1_at	8.01715	8.55312	10.1462
Mtr.10251.1.S1_at	361.303	345.473	371.254
Mtr.10252.1.S1_at	13.0519	10.0767	10.6347
Mtr.10253.1.S1_at	324.664	209.044	282.294
Mtr.10254.1.S1_at	1044.53	1003.9	996.577
Mtr.10255.1.S1_at	490.285	447.128	458.879
Mtr.10256.1.S1_at	73.542	48.2238	53.9411
Mtr.10257.1.S1_at	22.454	17.3574	20.9359
Mtr.10258.1.S1_at	64.6728	63.3182	46.1738
Mtr.10259.1.S1_at	8.63421	8.80394	10.0628
Mtr.10261.1.S1_at	39.535	28.709	35.0013
Mtr.10262.1.S1_at	76.1562	50.908	56.1336
Mtr.10263.1.S1_at	1375.1	1256.89	1308.22
Mtr.10264.1.S1_at	16.7133	21.8043	28.3849
Mtr.10265.1.S1_at	157.505	161.422	157.209
Mtr.10265.1.S1_s_at	565.652	543.129	504.415
Mtr.10266.1.S1_at	87.4715	69.5921	66.6995
Mtr.10267.1.S1_at	547.68	569.583	558.673
Mtr.10267.1.S1_a_at	1650.21	1801.78	1591.04
Mtr.10268.1.S1_at	161.192	156.22	149.73
Mtr.10269.1.S1_at	142.469	108.41	127.823
Mtr.1027.1.S1_at	24.7539	27.086	26.5498
Mtr.10270.1.S1_at	464.328	381.887	346.32
Mtr.10271.1.S1_at	20.0173	16.526	15.3462
Mtr.10272.1.S1_at	386.483	203.31	293.337
Mtr.10273.1.S1_at	172.051	209.158	199.35
Mtr.10274.1.S1_at	132.744	155.404	173.457
Mtr.10275.1.S1_s_at	10.154	10.4385	12.9607
Mtr.10276.1.S1_at	70.4527	61.0959	63.1583
Mtr.10277.1.S1_at	107.545	100.381	108.999
Mtr.10278.1.S1_at	407.522	347.108	329.885
Mtr.10279.1.S1_at	6.70038	6.7738	8.53873
Mtr.10279.1.S1_s_at	256.832	226.906	218.819
Mtr.1028.1.S1_at	6.02831	6.90746	7.61108
Mtr.10280.1.S1_at	35.2094	26.4371	39.7054
Mtr.10282.1.S1_at	411.264	349.356	414.205
Mtr.10283.1.S1_at	373.148	354.126	388.13
Mtr.10284.1.S1_at	46.3194	46.242	47.9367
Mtr.10285.1.S1_at	13.2223	18.4194	28.1675
Mtr.10286.1.S1_at	125.221	108.431	129.714
Mtr.10287.1.S1_at	190.99	181.897	198.216
Mtr.10288.1.S1_at	11.5391	13.3542	9.97935
Mtr.10289.1.S1_at	90.998	64.1898	51.3182
Mtr.1029.1.S1_at	7.86056	7.09619	7.94579
Mtr.10290.1.S1_at	63.8688	45.2123	43.22
Mtr.10291.1.S1_at	916.347	1032.25	1106.16
Mtr.10292.1.S1_at	140.407	162.718	163.086
Mtr.10293.1.S1_at	19.0954	9.32875	14.2731
Mtr.10294.1.S1_at	382.799	357.099	373.552
Mtr.10295.1.S1_at	78.622	48.1629	57.1391
Mtr.10296.1.S1_at	264.03	241.039	233.855
Mtr.10297.1.S1_at	16062.5	16916.5	18172.7
Mtr.10298.1.S1_at	11.1034	12.5318	11.7574
Mtr.10299.1.S1_at	5311.32	5557.07	5413.28
Mtr.103.1.S1_at	8.27828	8.03477	7.75184
Mtr.10300.1.S1_at	5985.81	6476	6400.73
Mtr.10301.1.S1_s_at	56.8637	41.4642	60.7425
Mtr.10302.1.S1_x_at	62.7734	58.9521	52.6744
Mtr.10303.1.S1_at	4625.96	5568.17	4860.4
Mtr.10304.1.S1_at	5655.59	4763.78	5867.24
Mtr.10305.1.S1_at	5113.45	5729.54	5848.16
Mtr.10306.1.S1_at	7379.33	7247.77	7226.65
Mtr.10307.1.S1_at	968.346	692.486	750.95
Mtr.10308.1.S1_at	2816.03	3769.92	4252.23
Mtr.10309.1.S1_at	3198.39	4362.54	5303.36
Mtr.1031.1.S1_at	10.7774	10.4752	8.81023
Mtr.10310.1.S1_at	434.572	338.289	327.23
Mtr.10311.1.S1_at	27.2842	60.8879	77.2192
Mtr.10312.1.S1_at	182.497	244.736	246.958
Mtr.10313.1.S1_at	3077.6	3010.28	3084.56
Mtr.10314.1.S1_at	977.312	848.87	865.321
Mtr.10315.1.S1_at	1469.66	1220.11	1115.96
Mtr.10316.1.S1_at	6637.54	6291.03	6255.11
Mtr.10317.1.S1_at	731.039	825.467	1017
Mtr.10318.1.S1_at	3296.12	3426.04	3326.04
Mtr.10319.1.S1_at	232.704	244.276	445.124
Mtr.1032.1.S1_at	11.0117	10.6661	9.63352
Mtr.10320.1.S1_at	1485.83	1768.32	1856.69
Mtr.10321.1.S1_at	3717.5	3430.08	3884.18
Mtr.10322.1.S1_at	2125.76	2391.54	2521.44
Mtr.10323.1.S1_at	2435.42	2335.2	2373.91
Mtr.10324.1.S1_at	4112.59	3833.07	3733.47
Mtr.10325.1.S1_at	34.8968	31.326	29.6903
Mtr.10326.1.S1_at	3178.27	3664.06	3602.92
Mtr.10327.1.S1_at	354.343	392.039	337.877
Mtr.10329.1.S1_at	6.88873	5.62366	5.43743
Mtr.1033.1.S1_at	498.903	566.788	539.965
Mtr.1033.1.S1_s_at	370.528	424.12	459.962
Mtr.10330.1.S1_at	85.2948	63.0135	50.2836
Mtr.10330.1.S1_s_at	201	143.401	155.414
Mtr.10330.1.S1_x_at	168.719	115.835	115.137
Mtr.10331.1.S1_at	656.461	1333.18	716.749
Mtr.10332.1.S1_at	125.896	102.718	175.641
Mtr.10337.1.S1_at	706.009	804.317	955.034
Mtr.10338.1.S1_at	7.19855	8.67086	11.816
Mtr.10338.1.S1_s_at	3478.34	1207.93	2372.41
Mtr.10339.1.S1_at	102.643	98.4447	87.235
Mtr.1034.1.S1_at	1234.4	1255.75	1266.07
Mtr.10340.1.S1_at	1856.21	1901.65	1860.77
Mtr.10341.1.S1_at	421.61	445.56	439.65
Mtr.10342.1.S1_at	1363.27	1314.49	1490.19
Mtr.10343.1.S1_at	11.0263	13.3414	13.8161
Mtr.10344.1.S1_at	1795.55	2078.09	1874.04
Mtr.10345.1.S1_s_at	1147.49	1062.46	1061.67
Mtr.10346.1.S1_at	162.112	103.597	95.9507
Mtr.10347.1.S1_at	1794.16	1926.77	1990.59
Mtr.10348.1.S1_at	9.97122	15.7724	15.807
Mtr.10349.1.S1_at	245.148	145.521	199.852
Mtr.10349.1.S1_s_at	7354.52	3909.71	6073.52
Mtr.1035.1.S1_at	35.0776	30.8832	28.9951
Mtr.10350.1.S1_at	6.3875	7.67188	8.20746
Mtr.10351.1.S1_at	1529.23	1663.18	1829.15
Mtr.10352.1.S1_at	3564.94	3526.16	3250.45
Mtr.10353.1.S1_at	27.009	24.3653	24.6199
Mtr.10353.1.S1_s_at	111.53	70.1652	68.654
Mtr.10354.1.S1_at	8592.66	7583.08	8081.13
Mtr.10355.1.S1_at	2342.41	2252.4	2023.7
Mtr.10356.1.S1_at	4591.8	4577.95	5008.09
Mtr.10357.1.S1_at	11230.1	9568.4	9657.16
Mtr.10358.1.S1_at	213.293	211.527	209.629
Mtr.10359.1.S1_at	803.332	831.77	893.578
Mtr.1036.1.S1_at	6.31071	6.36861	6.20034
Mtr.10360.1.S1_s_at	924.448	1064.65	1163.53
Mtr.10361.1.S1_at	10028.2	10649.3	10620.3
Mtr.10362.1.S1_at	10137	9133.75	9223.83
Mtr.10363.1.S1_x_at	2280.02	2217.46	2016.57
Mtr.10364.1.S1_at	9.32426	9.94643	7.50909
Mtr.10365.1.S1_at	9.06805	8.21859	9.42092
Mtr.10365.1.S1_s_at	11414.2	12241.6	13077.2
Mtr.10366.1.S1_at	49.9767	53.5246	53.5932
Mtr.10367.1.S1_at	5723.5	5798.81	6821.43
Mtr.10368.1.S1_at	641.215	116.092	210.747
Mtr.10369.1.S1_at	38.9647	94.3545	53.7914
Mtr.1037.1.S1_at	18.9911	17.7009	16.2973
Mtr.10370.1.S1_at	6860.78	7450.9	7295.41
Mtr.10371.1.S1_at	10846.2	9898.45	9043.64
Mtr.10372.1.S1_at	5978.22	5760.88	6893.61
Mtr.10373.1.S1_at	210.865	200.662	645.159
Mtr.10375.1.S1_at	1818.72	1528.65	1745.09
Mtr.10376.1.S1_at	4465.42	3123.86	2723.27
Mtr.10377.1.S1_at	256.325	353.084	336.684
Mtr.10377.1.S1_s_at	216.732	243.645	245.737
Mtr.10378.1.S1_at	30.2523	41.7526	34.2411
Mtr.10379.1.S1_at	30.97	33.1639	49.3057
Mtr.1038.1.S1_at	131.416	118.937	125.366
Mtr.10380.1.S1_at	9.14599	11.2229	10.3698
Mtr.10382.1.S1_at	23.4605	23.1474	21.2347
Mtr.10383.1.S1_at	8.46035	8.10017	8.10874
Mtr.10384.1.S1_at	15.8114	18.4876	8.16381
Mtr.10385.1.S1_at	358.12	407.587	340.788
Mtr.10386.1.S1_at	1538.07	1348.2	1281.87
Mtr.10387.1.S1_at	6.41381	5.51795	6.11421
Mtr.10388.1.S1_at	239.317	421.794	370.921
Mtr.10389.1.S1_s_at	406.999	758.912	746.191
Mtr.1039.1.S1_at	75.4008	91.313	93.1641
Mtr.10390.1.S1_at	652.604	664.128	627.042
Mtr.10391.1.S1_at	1962.59	2588.14	3031.34
Mtr.10392.1.S1_at	15004	14905	13892.7
Mtr.10393.1.S1_at	4864.85	4758.96	4740.02
Mtr.10394.1.S1_at	512.294	520.879	341.154
Mtr.10395.1.S1_at	151.085	179.994	132.198
Mtr.10396.1.S1_at	1183.12	442.324	521.478
Mtr.10397.1.S1_at	1892.13	652.929	1283.32
Mtr.10398.1.S1_at	6357.01	8070.49	8209.68
Mtr.10399.1.S1_at	7328.44	6490.4	6868.59
Mtr.104.1.S1_at	8.22254	8.30511	8.54782
Mtr.1040.1.S1_at	360.381	456.857	398.438
Mtr.10400.1.S1_at	4103.22	4516.78	4494.97
Mtr.10402.1.S1_at	22.3946	27.317	29.6252
Mtr.10403.1.S1_at	16.6338	12.4024	17.3029
Mtr.10404.1.S1_at	708.972	423.515	436.63
Mtr.10405.1.S1_at	538.837	636.501	634.241
Mtr.10406.1.S1_at	12.5981	11.4989	11.9904
Mtr.10407.1.S1_at	340.831	280.101	250.4
Mtr.10407.1.S1_s_at	1308.82	1075.54	1156.43
Mtr.10408.1.S1_at	1685.46	1670.46	1662.81
Mtr.10409.1.S1_at	14967.6	14684.2	13841.5
Mtr.1041.1.S1_at	7.91415	8.21234	7.76456
Mtr.10410.1.S1_at	56.2048	79.2032	70.3373
Mtr.10410.1.S1_s_at	48.6311	32.1155	33.2179
Mtr.10411.1.S1_at	777.507	463.638	457.352
Mtr.10412.1.S1_at	17.2078	14.3166	17.9306
Mtr.10413.1.S1_at	12213.2	10342.8	10349.1
Mtr.10414.1.S1_at	1921.51	2016.64	2124.11
