Probeset	ART_00meristem_1	ART_00meristem_2	ART_00meristem_3
Mtr.42907.1.S1_at	298.899	366.084	410.554
Mtr.42908.1.S1_at	8739.81	8435.51	8016.88
Mtr.42909.1.S1_at	110.355	86.8644	82.9222
Mtr.4291.1.S1_at	56.1705	43.6646	38.24
Mtr.4291.1.S1_x_at	54.8653	48.8173	45.3102
Mtr.42910.1.S1_s_at	1230.64	1079.7	1137.58
Mtr.42911.1.S1_at	810.809	489.745	407.733
Mtr.42912.1.S1_at	350.26	295.549	245.119
Mtr.42913.1.S1_at	508.76	463.609	528.044
Mtr.42914.1.S1_at	5.97254	5.31325	5.94739
Mtr.42914.1.S1_x_at	7.45987	7.78916	7.34328
Mtr.42915.1.S1_at	1923.24	1702.88	1765.58
Mtr.42916.1.S1_at	7.10733	9.9821	7.93399
Mtr.42918.1.S1_at	37.8227	51.8794	74.7385
Mtr.42919.1.S1_at	1724.6	1607.51	1568.69
Mtr.4292.1.S1_at	157.797	150.668	135.458
Mtr.42920.1.S1_at	120.213	106.007	129.094
Mtr.42921.1.S1_at	305.781	300.723	261.617
Mtr.42923.1.S1_at	716.275	726.757	780.496
Mtr.42924.1.S1_at	8.69618	9.04402	7.47183
Mtr.42925.1.S1_s_at	6.44302	6.2447	9.39081
Mtr.42926.1.S1_s_at	10354.8	11623.9	13395.8
Mtr.42927.1.S1_at	187.721	195.515	167.602
Mtr.42928.1.S1_at	378.011	305.059	322.59
Mtr.42928.1.S1_s_at	404.758	383.271	418.126
Mtr.42929.1.S1_at	4205.71	4138.56	4015.45
Mtr.4293.1.S1_x_at	5.98193	5.63076	7.53216
Mtr.42930.1.S1_at	2620.53	2603.99	2521.7
Mtr.42931.1.S1_at	680.763	679.983	685.167
Mtr.42932.1.S1_at	45.1108	36.6956	44.3014
Mtr.42933.1.S1_s_at	77.1932	92.1573	67.0021
Mtr.42933.1.S1_x_at	7.69843	5.85533	8.08685
Mtr.42934.1.S1_at	3444.85	3034.48	3273.97
Mtr.42935.1.S1_at	968.234	974.004	1138.28
Mtr.42936.1.S1_at	821.157	1217.15	1247.8
Mtr.42937.1.S1_s_at	51.6048	14.9016	22.0422
Mtr.42938.1.S1_x_at	944.251	1101.98	1156.55
Mtr.42939.1.S1_at	4558.19	5317.21	5321.72
Mtr.42940.1.S1_at	921.528	1023.46	1072.59
Mtr.42941.1.S1_at	18.0347	17.8282	22.7236
Mtr.42942.1.S1_at	376.368	523.148	447.873
Mtr.42943.1.S1_at	39.5352	55.869	33.8735
Mtr.42944.1.S1_a_at	354.962	413.584	324.961
Mtr.42944.1.S1_x_at	142.901	156.303	126.422
Mtr.42945.1.S1_x_at	7.06962	11.5073	9.43769
Mtr.42946.1.S1_at	29.4594	32.8529	32.781
Mtr.42947.1.S1_x_at	1169.96	1300.19	1235.12
Mtr.42948.1.S1_at	10.9097	8.81681	10.6866
Mtr.4295.1.S1_at	72.8557	67.1561	54.2011
Mtr.42950.1.S1_at	4417.53	4272.63	4142.02
Mtr.42951.1.S1_at	601.756	593.725	574.065
Mtr.42952.1.S1_at	252.405	252.16	204.879
Mtr.42953.1.S1_at	5832.41	6246.46	5663.98
Mtr.42953.1.S1_x_at	5403.89	5556.37	5177.68
Mtr.42954.1.S1_at	49.4212	46.0475	51.617
Mtr.42954.1.S1_s_at	179.704	153.134	190.949
Mtr.42955.1.S1_at	59.4205	52.1811	54.3583
Mtr.42956.1.S1_at	12.8839	11.557	13.4945
Mtr.42957.1.S1_at	6672.87	6418.27	6454.84
Mtr.42958.1.S1_at	101.975	94.0839	109.058
Mtr.42959.1.S1_at	8.42584	7.26176	10.8694
Mtr.4296.1.S1_at	157.274	161.624	143.959
Mtr.42960.1.S1_at	9.00085	9.78871	7.99495
Mtr.42961.1.S1_at	6.47655	6.63956	6.47366
Mtr.42962.1.S1_at	6.19631	5.90264	7.3397
Mtr.42963.1.S1_at	49.5899	62.0894	53.5077
Mtr.42964.1.S1_at	8.87148	6.83621	9.36209
Mtr.42965.1.S1_at	1816.9	1713.42	1246.29
Mtr.42966.1.S1_at	1893.31	3211.31	3807.76
Mtr.42967.1.S1_at	3829.89	4770.77	6069.84
Mtr.42968.1.S1_at	8662.26	8486.17	9494.88
Mtr.42969.1.S1_at	12.1674	13.1228	15.3864
Mtr.4297.1.S1_at	33.5906	33.8829	27.3424
Mtr.4297.1.S1_s_at	62.7738	53.8755	32.202
Mtr.42970.1.S1_at	572.849	574.342	621.834
Mtr.42971.1.S1_at	1993.87	1782.8	1635.59
Mtr.42972.1.S1_at	4939.26	4914.64	6100.66
Mtr.42973.1.S1_at	7.14213	7.26825	6.47578
Mtr.42974.1.S1_at	1795.55	1755.06	1921.88
Mtr.42974.1.S1_s_at	3137.12	3366.63	3438.59
Mtr.42975.1.S1_at	48.0467	37.9481	48.9285
Mtr.42977.1.S1_at	87.326	92.5402	96.9578
Mtr.42977.1.S1_x_at	71.131	71.1669	92.8792
Mtr.42978.1.S1_at	12.4789	13.58	15.1034
Mtr.42979.1.S1_at	218.2	251.155	305.675
Mtr.4298.1.S1_at	82.2507	119.252	71.6249
Mtr.42981.1.S1_s_at	13.4181	17.3284	21.0951
Mtr.42982.1.S1_at	7.90887	8.28961	6.95904
Mtr.42982.1.S1_s_at	7.51297	9.69656	11.0296
Mtr.42983.1.S1_at	2041.71	1663.4	1719.75
Mtr.42984.1.S1_at	9718.12	10099.3	12410.7
Mtr.42985.1.S1_at	2059.04	3659.85	4683.49
Mtr.42986.1.S1_s_at	2846.98	2679.19	3211.95
Mtr.42988.1.S1_s_at	1808.5	2027.49	2028.65
Mtr.42989.1.S1_at	7455.27	8673.24	8804.68
Mtr.4299.1.S1_at	5.81028	6.35914	6.23321
Mtr.4299.1.S1_s_at	48.9768	53.3954	51.5663
Mtr.42990.1.S1_at	9912	9812.79	9863.66
Mtr.42991.1.S1_at	8395.48	7898.52	6984.35
Mtr.42992.1.S1_at	5910.03	5886.74	5458.66
Mtr.42993.1.S1_at	2399.99	2428.98	2468.37
Mtr.42994.1.S1_at	668.827	580.604	726.647
Mtr.42995.1.S1_at	10590.8	10261.7	8863.72
Mtr.42997.1.S1_at	1105.71	1103.11	1065.57
Mtr.42998.1.S1_at	7399.7	6518.26	6701.4
Mtr.42999.1.S1_at	529.963	550.457	622.35
Mtr.430.1.S1_at	9.36661	7.89206	9.58705
Mtr.4300.1.S1_at	8.4925	7.23256	8.12258
Mtr.4300.1.S1_s_at	8.65259	14.6404	10.8138
Mtr.43000.1.S1_at	652.675	603.94	573.599
Mtr.43001.1.S1_at	59.2489	68.0393	74.9943
Mtr.43001.1.S1_s_at	176.28	194.633	202.088
Mtr.43002.1.S1_at	8092.17	7902.57	7803.96
Mtr.43003.1.S1_at	3747.3	3496.36	3176.06
Mtr.43004.1.S1_at	5587.68	5659.46	5340.22
Mtr.43005.1.S1_at	6918.84	10289.4	10892.1
Mtr.43006.1.S1_at	11730.5	11275.3	10186
Mtr.43007.1.S1_at	1389.76	1313.26	1278.76
Mtr.43008.1.S1_at	1010.74	634.544	773.57
Mtr.43009.1.S1_at	943.508	1510.94	1927.09
Mtr.43009.1.S1_s_at	4406.91	7453.47	8620.24
Mtr.4301.1.S1_at	12.2048	10.231	11.0296
Mtr.43010.1.S1_at	4605.18	4538.4	4333.18
Mtr.43011.1.S1_at	7748.31	7447.98	7482.17
Mtr.43013.1.S1_s_at	1857.43	1994.66	2170
Mtr.43014.1.S1_at	12.6586	12.4547	11.2475
Mtr.43015.1.S1_at	6683.61	6303.21	6307.49
Mtr.43016.1.S1_at	229.59	243.476	264.134
Mtr.43017.1.S1_at	7.83441	10.283	8.19298
Mtr.43017.1.S1_s_at	13.1784	12.5146	9.24263
Mtr.43018.1.S1_at	10678.4	9484.05	9930.82
Mtr.43019.1.S1_at	15416.7	14267.8	13291
Mtr.4302.1.S1_at	8.15736	10.0917	12.1875
Mtr.4302.1.S1_x_at	35.547	40.6239	49.8869
Mtr.43020.1.S1_at	6898.94	7475.99	6884.33
Mtr.43021.1.S1_at	10.6922	13.589	10.6494
Mtr.43022.1.S1_at	4160.58	4495.48	4667.7
Mtr.43023.1.S1_at	237.098	272.574	222.355
Mtr.43024.1.S1_at	95.6002	89.9458	97.9484
Mtr.43024.1.S1_s_at	2366.21	2514.29	2599.92
Mtr.43025.1.S1_at	2809.07	2713.12	2705.35
Mtr.43026.1.S1_at	3769.83	3684.19	4308.83
Mtr.43027.1.S1_at	3582.18	3364.51	4297.7
Mtr.43028.1.S1_at	98.0322	118.216	104.873
Mtr.43028.1.S1_s_at	1870.7	1698.15	2235.4
Mtr.43029.1.S1_at	1367.98	1611.98	1739.71
Mtr.43030.1.S1_at	34.6133	32.1001	26.9165
Mtr.43031.1.S1_at	54.0917	31.9089	48.415
Mtr.43032.1.S1_at	2737.5	3048.6	2903.49
Mtr.43033.1.S1_at	567.07	729.552	869.496
Mtr.43034.1.S1_at	14.7747	11.5787	20.0809
Mtr.43036.1.S1_at	4030.39	3604.23	3560.13
Mtr.43037.1.S1_at	137.238	152.805	138.135
Mtr.43038.1.S1_s_at	592.409	614.232	658.974
Mtr.43039.1.S1_at	2985.81	3795.43	3362.51
Mtr.4304.1.S1_s_at	7.88749	8.89242	8.33901
Mtr.43040.1.S1_at	2612.35	2569.77	2519.95
Mtr.43041.1.S1_at	1648.56	1624.4	1576.95
Mtr.43042.1.S1_at	424.178	413.584	395.77
Mtr.43043.1.S1_at	9.74091	16.1766	8.37722
Mtr.43044.1.S1_at	7.84882	11.4726	7.83174
Mtr.43045.1.S1_at	21.2546	33.3173	41.9143
Mtr.43046.1.S1_at	77.1932	168.866	267.221
Mtr.43047.1.S1_at	28.184	27.4566	26.092
Mtr.43048.1.S1_at	788.076	949.675	1545.24
Mtr.43049.1.S1_s_at	1797.39	1660.02	1759.9
Mtr.4305.1.S1_at	7.56379	9.40933	12.7021
Mtr.43050.1.S1_at	6237.08	6268.87	6206.49
Mtr.43051.1.S1_at	309.374	332.125	337.042
Mtr.43052.1.S1_s_at	896.07	721.481	696.921
Mtr.43053.1.S1_at	1800.34	1362.47	1408.07
Mtr.43054.1.S1_at	13007.3	11700.3	12057.2
Mtr.43055.1.S1_s_at	98.3707	113.625	136.527
Mtr.43056.1.S1_at	8805.51	8553.16	7790.68
Mtr.43057.1.S1_at	1539.51	1678.27	1759.54
Mtr.43058.1.S1_at	2975.83	2325.67	2537.03
Mtr.43059.1.S1_at	2719.45	2885	2766.72
Mtr.4306.1.S1_at	8.54098	9.94207	9.20927
Mtr.4306.1.S1_s_at	251.446	190.119	120.21
Mtr.43060.1.S1_at	319.29	310.985	359.755
Mtr.43061.1.S1_s_at	30.5613	25.2983	35.39
Mtr.43062.1.S1_at	13.4791	9.05354	12.2311
Mtr.43063.1.S1_at	10134.4	9616.01	10487.5
Mtr.43064.1.S1_at	629.304	647.911	566.39
Mtr.43065.1.S1_at	639.062	652.19	622.796
Mtr.43066.1.S1_s_at	530.349	568.965	525.958
Mtr.43066.1.S1_x_at	137.697	119.667	133.573
Mtr.43067.1.S1_at	11.4095	12.8821	9.44137
Mtr.43069.1.S1_at	20.6451	18.9118	15.9718
Mtr.4307.1.S1_at	8.30578	8.95414	11.8995
Mtr.43070.1.S1_at	493.428	533.929	489.396
Mtr.43071.1.S1_at	7.87242	10.1649	9.28893
Mtr.43072.1.S1_at	3907.65	4391.91	5051.26
Mtr.43073.1.S1_s_at	8830.75	8071.23	9664.24
Mtr.43074.1.S1_at	2724.79	3014.42	3324.45
Mtr.43075.1.S1_at	13.2454	16.6657	16.0059
Mtr.43077.1.S1_at	1701.45	1759.57	1901.96
Mtr.43078.1.S1_at	2737.29	2561.31	2347.81
Mtr.43078.1.S1_s_at	2462.88	2349.88	2105.94
Mtr.43079.1.S1_at	4776.75	4316.61	4946.34
Mtr.4308.1.S1_at	4.96313	4.7412	6.46176
Mtr.43080.1.S1_at	9258.78	9484.68	8408.58
Mtr.43081.1.S1_at	16.8916	13.2891	12.7159
Mtr.43082.1.S1_at	9861.13	9611.53	9967.47
Mtr.43083.1.S1_s_at	178.044	113.398	65.982
Mtr.43084.1.S1_at	1533.64	1304.51	1745.21
Mtr.43085.1.S1_at	7302.28	6862.81	6678.59
Mtr.43086.1.S1_at	5926.2	5929.53	5155.01
Mtr.43087.1.S1_at	2554.91	2616.75	2388.48
Mtr.43088.1.S1_at	2297.94	2321.47	2047.95
Mtr.43089.1.S1_at	15.1901	31.5858	38.3725
Mtr.4309.1.S1_at	58.5458	51.7708	63.6305
Mtr.43090.1.S1_at	319.073	428.732	420.304
Mtr.43091.1.S1_s_at	14.7852	14.9707	14.0695
Mtr.43092.1.S1_at	11254.9	10521.1	9958.1
Mtr.43093.1.S1_at	1088.09	1019.42	956.93
Mtr.43094.1.S1_at	229.489	260.573	312
Mtr.43096.1.S1_at	3740.97	4039.59	3809.3
Mtr.43097.1.S1_at	5422.49	4679.64	6254.84
Mtr.43098.1.S1_at	1372.64	2325.58	2141.24
Mtr.43099.1.S1_at	8051.56	7945.01	8265.91
Mtr.431.1.S1_at	24.7403	22.6686	31.5542
Mtr.431.1.S1_s_at	55.3148	51.5766	66.4852
Mtr.4310.1.S1_at	6.35567	8.88454	6.95227
Mtr.43100.1.S1_at	120.825	122.419	139.828
Mtr.43101.1.S1_at	5047.77	5284.18	5057.67
Mtr.43102.1.S1_at	8551.87	7936.67	7571.64
Mtr.43103.1.S1_s_at	306.474	80.4339	155.984
Mtr.43104.1.S1_at	1667.68	1630.46	2152.56
Mtr.43105.1.S1_at	3273.33	3439.27	3505.72
Mtr.43106.1.S1_at	45.6911	32.7824	45.3349
Mtr.43107.1.S1_at	3310.67	3839.09	3998.3
Mtr.43108.1.S1_at	4536.18	4236.16	4350.86
Mtr.43109.1.S1_at	3045.38	2950.45	2845.16
Mtr.4311.1.S1_at	20.3944	32.9072	15.6333
Mtr.43110.1.S1_s_at	400.912	266.835	253.88
Mtr.43111.1.S1_at	84.1795	55.7736	73.897
Mtr.43112.1.S1_at	538.152	508.218	601.65
Mtr.43113.1.S1_at	73.6595	38.8775	61.2902
Mtr.43114.1.S1_at	861.455	666.669	680.793
Mtr.43115.1.S1_at	863.192	945.657	1006.98
Mtr.43116.1.S1_at	1664.53	1585.82	1563.82
Mtr.43117.1.S1_at	2150.59	1733.14	1922.48
Mtr.43118.1.S1_at	8.89239	7.17761	8.10629
Mtr.43118.1.S1_s_at	220.269	143.501	169.628
Mtr.43119.1.S1_at	2528.1	2920.79	2971.93
Mtr.4312.1.S1_at	7.18448	6.59474	9.19608
Mtr.43120.1.S1_at	913.566	1259.05	1353.79
Mtr.43121.1.S1_at	4747.47	4576.56	4972.31
Mtr.43122.1.S1_s_at	469.488	494.351	618.173
Mtr.43123.1.S1_at	1189.01	1329.09	1377.98
Mtr.43124.1.S1_at	7903.67	8000.78	8885.69
Mtr.43125.1.S1_at	3260.49	2984.09	2774.39
Mtr.43126.1.S1_at	2042.86	2277.85	2590.3
Mtr.43127.1.S1_at	471.24	595.421	712.902
Mtr.43128.1.S1_at	1515.5	1487.32	1348.67
Mtr.43129.1.S1_at	2866.17	2725.89	2627.81
Mtr.4313.1.S1_x_at	7.07893	6.28745	6.6445
Mtr.43130.1.S1_at	15.091	17.8271	14.363
Mtr.43130.1.S1_s_at	1030.58	1065.32	839.765
Mtr.43131.1.S1_at	654.677	621.582	604.065
Mtr.43132.1.S1_at	1606	2113.79	2203.91
Mtr.43133.1.S1_at	5704.48	5609.37	5687.7
Mtr.43134.1.S1_at	3188.19	4325.02	3753.21
Mtr.43135.1.S1_at	2538.65	2448.42	2458.69
Mtr.43136.1.S1_at	471.767	459.126	406.959
Mtr.43137.1.S1_at	3615.02	4210.22	4258.9
Mtr.43138.1.S1_at	105.281	121.728	154.572
Mtr.43139.1.S1_at	360.007	346.919	336.497
Mtr.4314.1.S1_at	17.2049	15.1148	14.5312
Mtr.43140.1.S1_at	2525.18	3038.56	3018.61
Mtr.43141.1.S1_at	68.4849	142.642	144.639
Mtr.43142.1.S1_at	576.813	515.772	534.85
Mtr.43143.1.S1_at	416.809	415.293	375.776
Mtr.43144.1.S1_at	2123.78	2029.19	1571.28
Mtr.43145.1.S1_at	1889.36	1769.94	1815.68
Mtr.43146.1.S1_at	3065.14	3239.68	5441.27
Mtr.43147.1.S1_at	767.406	771.405	780.824
Mtr.43148.1.S1_at	73.8514	171.222	188.183
Mtr.43149.1.S1_at	4740.99	5507.86	6424.4
Mtr.4315.1.S1_at	15.6173	13.9052	11.6281
Mtr.43150.1.S1_at	18.2251	32.2553	27.238
Mtr.43151.1.S1_at	191.845	289.518	305.246
Mtr.43152.1.S1_s_at	1002.52	1016.32	1120.69
Mtr.43153.1.S1_at	3376.61	3321.84	3473.75
Mtr.43154.1.S1_at	5188.76	4951.8	4602.74
Mtr.43155.1.S1_at	3242.82	3229.47	3315.84
Mtr.43156.1.S1_at	7544.49	7222.38	6964.25
Mtr.43157.1.S1_at	187.053	134.69	203.799
Mtr.43158.1.S1_s_at	68.3132	57.3442	68.8861
Mtr.43159.1.S1_at	3012.9	3433.32	3638.45
Mtr.43161.1.S1_at	8.52939	7.65736	6.33588
Mtr.43162.1.S1_at	6480.5	6115.84	6286.82
Mtr.43163.1.S1_at	6271.7	6269.74	6230.99
Mtr.43164.1.S1_at	3628.33	3583.74	3655.46
Mtr.43165.1.S1_at	16.4142	8.27234	15.0444
Mtr.43166.1.S1_at	13.521	12.3655	11.9564
Mtr.43167.1.S1_at	8418.27	8396.99	7930.19
Mtr.43168.1.S1_at	4066.16	3817.06	3863.35
Mtr.43169.1.S1_at	2779.43	2950.09	2955.01
Mtr.4317.1.S1_at	9.5655	8.55018	9.00506
Mtr.43170.1.S1_at	29.7054	45.6264	56.4429
Mtr.43170.1.S1_s_at	1708.81	2140.35	3379.93
Mtr.43171.1.S1_at	410.858	292.92	294.122
Mtr.43172.1.S1_at	1940.58	1612.86	1347.31
Mtr.43173.1.S1_s_at	925.974	799.513	673.393
Mtr.43174.1.S1_at	53.5727	40.0252	39.7315
Mtr.43175.1.S1_s_at	1560.23	1803.17	2102.51
Mtr.43176.1.S1_at	29.3556	15.0072	28.5894
Mtr.43176.1.S1_s_at	249.491	263.752	254.919
Mtr.43177.1.S1_at	10.8575	10.1458	11.9481
Mtr.43178.1.S1_at	165.855	180.131	159.972
Mtr.43179.1.S1_at	2359.87	2496.8	2539.57
Mtr.4318.1.S1_at	7.35594	5.71395	7.0475
Mtr.4318.1.S1_s_at	298.122	278.366	207.012
Mtr.43180.1.S1_at	1394.34	1558.77	1638.93
Mtr.43181.1.S1_at	856.526	800.695	974.473
Mtr.43182.1.S1_at	1252.63	1300.61	1412.46
Mtr.43183.1.S1_at	3206.86	3513.63	3663.51
Mtr.43184.1.S1_at	7241.27	8914.69	10175.6
Mtr.43185.1.S1_at	887.5	1229.72	1401.73
Mtr.43186.1.S1_at	1025.74	1085.26	979.077
Mtr.43187.1.S1_at	10.8903	9.47105	8.77307
Mtr.43187.1.S1_s_at	111.292	93.6808	80.8113
Mtr.43188.1.S1_at	47.4654	43.8673	41.4556
Mtr.43189.1.S1_at	654.593	673.708	372.986
Mtr.4319.1.S1_at	15.7327	15.6764	17.6849
Mtr.43190.1.S1_at	588.589	534.673	548.771
Mtr.43191.1.S1_at	6056.43	5039.95	5951.8
Mtr.43192.1.S1_at	2770.94	2688.99	2989.25
Mtr.43193.1.S1_at	8431.74	8501.89	10149.8
Mtr.43194.1.S1_s_at	409.884	425.916	474.283
Mtr.43195.1.S1_at	517.703	2363.66	1921.94
Mtr.43196.1.S1_at	2683.34	3737.6	4495.78
Mtr.43197.1.S1_at	37.055	19.9177	25.4318
Mtr.43198.1.S1_at	1366.35	1458.04	1342.29
Mtr.43199.1.S1_at	4394.68	4827.52	4931.18
Mtr.432.1.S1_s_at	665.087	759.169	725.13
Mtr.4320.1.S1_at	402.679	397.945	392.199
Mtr.43200.1.S1_at	3105.37	3530.67	3304.29
Mtr.43201.1.S1_s_at	40.5316	41.7688	31.7704
Mtr.43202.1.S1_at	1150.37	1586.34	1522.32
Mtr.43203.1.S1_at	649.299	379.366	391.599
Mtr.43204.1.S1_at	960.39	944.186	1319.34
Mtr.43205.1.S1_at	727.429	577.618	708.586
Mtr.43206.1.S1_at	1026.05	1240.06	1289.4
Mtr.43207.1.S1_at	10.9451	16.3211	12.8567
Mtr.43208.1.S1_at	844.065	767.322	682.619
Mtr.43209.1.S1_at	318.413	407.424	485.686
Mtr.4321.1.S1_at	210.121	215.892	123.882
Mtr.43210.1.S1_at	950.377	899.698	955.099
Mtr.43211.1.S1_at	2183.6	2255.08	2170.05
Mtr.43212.1.S1_at	2834.73	2663.28	2409.76
Mtr.43213.1.S1_at	8622.88	9435.3	9899.43
Mtr.43214.1.S1_at	1686.06	1916.89	2067.38
Mtr.43215.1.S1_at	845.859	826.863	780.123
Mtr.43216.1.S1_at	9.96531	8.29129	6.76154
Mtr.43217.1.S1_at	105.411	41.7486	42.1999
Mtr.43218.1.S1_at	6780.02	6363.36	5717.13
Mtr.43219.1.S1_at	1876.01	1809.09	1898.33
Mtr.4322.1.S1_at	7.06622	7.24095	8.11216
Mtr.43220.1.S1_at	866.885	670.463	650.467
Mtr.43221.1.S1_at	2305.85	1960.14	1872.29
Mtr.43222.1.S1_at	6012.66	5443.35	5109.23
Mtr.43223.1.S1_at	1914.07	1111.58	1311.76
Mtr.43224.1.S1_at	1273.58	1380.37	1347.09
Mtr.43225.1.S1_s_at	650.68	545.532	602.474
Mtr.43226.1.S1_at	7326.34	6485.43	6559.07
Mtr.43227.1.S1_at	2022.59	1864.5	2121.45
Mtr.43228.1.S1_at	313.058	310.105	291.654
Mtr.43229.1.S1_at	2700.47	1766.51	1582.41
Mtr.4323.1.S1_at	7.91944	9.19568	7.82966
Mtr.43230.1.S1_at	1373.27	1531.04	1988.79
Mtr.43231.1.S1_s_at	709.685	846.124	1041.85
Mtr.43232.1.S1_at	1658.87	1548.01	1684.53
Mtr.43232.1.S1_s_at	2786.4	2451.93	2662.84
Mtr.43233.1.S1_at	468.617	517.695	561.541
Mtr.43234.1.S1_at	4619.31	4681.42	4264.6
Mtr.43235.1.S1_at	3300.05	3408.65	3923.79
Mtr.43236.1.S1_at	1915.6	2063.05	2346.12
Mtr.43237.1.S1_at	2630.87	2714.26	2965.42
Mtr.43239.1.S1_at	2435.66	2289.23	2092.83
Mtr.4324.1.S1_at	10.2195	7.1505	6.75799
Mtr.43240.1.S1_at	3000.53	3255.57	3460.64
Mtr.43241.1.S1_at	987.179	435.446	422.188
Mtr.43242.1.S1_at	1064.82	983.905	1057.29
Mtr.43243.1.S1_at	747.724	805.585	770.711
Mtr.43244.1.S1_at	7.35535	6.77423	6.92838
Mtr.43244.1.S1_s_at	10.6922	8.60197	8.95366
Mtr.43245.1.S1_at	2027.73	2262.84	2535.86
Mtr.43246.1.S1_s_at	121.259	114.344	121.749
Mtr.43247.1.S1_s_at	268.652	262.441	256.228
Mtr.43248.1.S1_at	163.372	147.148	146.098
Mtr.43249.1.S1_at	5324.1	5361.07	5197.96
Mtr.4325.1.S1_at	114.001	103.297	100.71
Mtr.4325.1.S1_s_at	2294.76	2063.13	1931.64
Mtr.43250.1.S1_at	1148.59	1849.86	1915.2
Mtr.43251.1.S1_at	2810.4	3166.17	3198.1
Mtr.43252.1.S1_at	97.2358	53.2171	45.8632
Mtr.43252.1.S1_s_at	72.3644	36.4963	39.2562
Mtr.43253.1.S1_at	702.282	745.667	767.716
Mtr.43254.1.S1_at	71.4276	86.0032	95.7751
Mtr.43255.1.S1_at	971.728	972.389	944.247
Mtr.43256.1.S1_at	857.136	1087.9	1206.94
Mtr.43257.1.S1_at	375.874	531.458	692.11
Mtr.43258.1.S1_s_at	128.669	171.765	249.569
Mtr.43259.1.S1_at	916.614	823.649	889.137
Mtr.4326.1.S1_at	5.77298	6.03739	6.24356
Mtr.43260.1.S1_s_at	154.671	62.2679	105.462
Mtr.43261.1.S1_at	2145.92	1881.62	1725.42
Mtr.43262.1.S1_at	16.8064	16.8127	20.3308
Mtr.43263.1.S1_at	1815.05	2038.65	2139.87
Mtr.43264.1.S1_at	265.842	303.22	312.973
Mtr.43265.1.S1_at	680.611	769.401	932.072
Mtr.43266.1.S1_at	1959.38	1222.12	1314.88
Mtr.43267.1.S1_at	673.636	608.049	578.18
Mtr.43268.1.S1_at	8856.08	8469.85	9083.48
Mtr.43269.1.S1_at	645.556	613.758	609.132
Mtr.4327.1.S1_s_at	13.8321	10.741	10.2363
Mtr.43270.1.S1_at	1245.59	1491.56	1464.18
Mtr.43271.1.S1_at	98.8805	134.577	109.843
Mtr.43272.1.S1_at	2718.19	2697.37	2850.72
Mtr.43273.1.S1_at	2562.87	2261.83	2165.56
Mtr.43274.1.S1_at	656.795	635.357	617.211
Mtr.43275.1.S1_at	655.751	462.206	522.651
Mtr.43276.1.S1_at	658.815	723.201	812.495
Mtr.43277.1.S1_at	1512.93	1135.69	1179.85
Mtr.43278.1.S1_at	362.555	539.387	650.168
Mtr.43279.1.S1_at	4185.82	4636.24	5713.47
Mtr.4328.1.S1_at	33.9339	28.5671	35.3668
Mtr.43280.1.S1_at	215.966	213.491	203.291
Mtr.43280.1.S1_x_at	188.765	159.739	175.336
Mtr.43281.1.S1_at	1090.64	1297.16	1309.19
Mtr.43282.1.S1_at	1184.6	2138.35	1921.12
Mtr.43283.1.S1_at	1313.52	1371.37	1298.35
Mtr.43284.1.S1_at	462.525	639.171	495.596
Mtr.43285.1.S1_at	348.268	363.655	436.169
Mtr.43286.1.S1_at	1909.17	1912.26	1923.52
Mtr.43287.1.S1_at	768.223	698.123	705.093
Mtr.43288.1.S1_at	193.476	228.402	244.153
Mtr.43289.1.S1_at	2498.89	2742.39	2739.91
Mtr.4329.1.S1_at	779.255	652.236	625.88
Mtr.43290.1.S1_at	4648.3	5146.78	4370.03
Mtr.43291.1.S1_at	791.399	846.082	929.764
Mtr.43292.1.S1_at	303.458	330.335	344.948
Mtr.43293.1.S1_at	4285.75	4760.38	4797.31
Mtr.43294.1.S1_at	11053.4	9658	8916.57
Mtr.43295.1.S1_at	9.76515	10.9325	6.94646
Mtr.43296.1.S1_at	48.4237	75.7373	69.6589
Mtr.43297.1.S1_at	1071.02	1199.12	1214.24
Mtr.43298.1.S1_at	177.293	210.717	199.733
Mtr.43299.1.S1_at	3060.11	3105.64	2941.3
Mtr.433.1.S1_at	225.948	261.15	304.186
Mtr.4330.1.S1_at	10.493	13.1231	14.3392
Mtr.43300.1.S1_at	1455.05	1444.45	1248.87
Mtr.43301.1.S1_at	1554.93	1726.02	1688.59
Mtr.43302.1.S1_at	1006.52	1137.67	1162.06
Mtr.43303.1.S1_at	13.4181	16.0808	9.84342
Mtr.43304.1.S1_at	9562.06	8628.05	8118.82
Mtr.43305.1.S1_at	2329.22	2354.99	2513.79
Mtr.43306.1.S1_at	2532.08	2460.26	2335.16
Mtr.43307.1.S1_at	3243.02	3329.51	3336.59
Mtr.43308.1.S1_at	2242.69	2140.82	1961.39
Mtr.43309.1.S1_at	1079.95	1259.09	1343.39
Mtr.4331.1.S1_at	28.1391	24.8774	24.3749
Mtr.43310.1.S1_at	247.777	242.193	244.295
Mtr.43311.1.S1_at	10.3682	10.1947	11.1176
Mtr.43312.1.S1_at	32.1001	37.0967	42.548
Mtr.43313.1.S1_at	1050.62	811.231	651.436
Mtr.43314.1.S1_at	305.847	302.361	297.763
Mtr.43315.1.S1_at	519.239	530.499	588.914
Mtr.43316.1.S1_at	1118.95	1195.72	1157.13
Mtr.43317.1.S1_s_at	19.9765	33.5084	23.7634
Mtr.43318.1.S1_at	21.3339	7.17868	8.67262
Mtr.43319.1.S1_at	784.323	857.609	1073.62
