Probeset	ART_00meristem_1	ART_00meristem_2	ART_00meristem_3
Mtr.14266.1.S1_at	8.53155	7.9003	9.80104
Mtr.14267.1.S1_at	6.95889	7.84917	6.41286
Mtr.14268.1.S1_at	39.7424	33.373	31.0811
Mtr.14269.1.S1_at	76.2989	59.3788	89.859
Mtr.1427.1.S1_at	12.4979	9.9845	10.608
Mtr.14270.1.S1_s_at	6.1372	6.38345	9.36976
Mtr.14271.1.S1_at	2935.85	1746.23	1759.79
Mtr.14272.1.S1_at	208.891	173.866	196.035
Mtr.14273.1.S1_at	16.5678	17.9442	19.0244
Mtr.14274.1.S1_at	56.5813	66.1893	54.8926
Mtr.14274.1.S1_s_at	458.252	457.056	437.615
Mtr.14275.1.S1_at	46.6405	26.0688	23.0521
Mtr.14277.1.S1_s_at	12.8726	9.79022	10.066
Mtr.14278.1.S1_at	41.1685	28.446	27.1076
Mtr.14279.1.S1_s_at	10.143	6.73256	7.59601
Mtr.1428.1.S1_at	38.6649	31.938	35.8269
Mtr.14280.1.S1_at	35.1367	33.0988	34.231
Mtr.14281.1.S1_at	3078.92	2017.76	2035.37
Mtr.14282.1.S1_at	8.11309	7.30949	10.1243
Mtr.14283.1.S1_at	4036.7	3672.26	4936.28
Mtr.14285.1.S1_at	8.30578	6.84318	6.9523
Mtr.14286.1.S1_s_at	975.45	960.262	975.86
Mtr.14287.1.S1_at	10.1449	6.78023	7.8068
Mtr.14288.1.S1_at	9.70592	9.61723	10.6984
Mtr.14289.1.S1_at	7.03393	6.33128	7.33491
Mtr.1429.1.S1_s_at	161.996	150.862	131.522
Mtr.1429.1.S1_x_at	7.30993	7.0566	9.13825
Mtr.14290.1.S1_at	20.9904	22.6856	22.7023
Mtr.14291.1.S1_at	8.30662	7.53308	7.00959
Mtr.14291.1.S1_x_at	6.7656	8.02814	6.05385
Mtr.14293.1.S1_at	11.9165	8.74376	8.86952
Mtr.14295.1.S1_at	8.30578	6.5056	8.42593
Mtr.14295.1.S1_x_at	10.2997	9.00565	8.83109
Mtr.14296.1.S1_at	40.0945	30.5651	44.9806
Mtr.14297.1.S1_at	55.693	56.9901	37.2372
Mtr.14298.1.S1_s_at	7.58472	8.31697	7.69963
Mtr.143.1.S1_at	48.8235	55.6735	53.7666
Mtr.1430.1.S1_at	669.896	698.364	785.835
Mtr.14300.1.S1_at	10.1377	8.4166	10.7022
Mtr.14301.1.S1_at	267.738	282.313	260.77
Mtr.14301.1.S1_s_at	541.166	506.255	474.057
Mtr.14302.1.S1_at	76.3907	80.2927	74.0446
Mtr.14303.1.S1_at	156.243	170.628	173.016
Mtr.14305.1.S1_s_at	6.55737	7.61195	5.95645
Mtr.14306.1.S1_at	7.57824	8.39739	9.68816
Mtr.14309.1.S1_at	10.8105	11.5235	10.2586
Mtr.1431.1.S1_at	151.713	156.931	208.959
Mtr.14310.1.S1_at	6.31508	7.98381	6.36287
Mtr.14311.1.S1_at	8.4666	16.0794	9.59032
Mtr.14312.1.S1_at	45.0519	53.5689	49.3286
Mtr.14313.1.S1_at	31.1061	39.1702	49.6342
Mtr.14314.1.S1_at	11.6331	15.1755	22.356
Mtr.14315.1.S1_at	29.357	33.9872	24.593
Mtr.14316.1.S1_at	82.3952	82.6129	92.2954
Mtr.14317.1.S1_at	685.599	725.038	699.15
Mtr.14318.1.S1_at	9.359	9.02707	9.75442
Mtr.14319.1.S1_at	152.288	160.94	133.144
Mtr.1432.1.S1_at	360.602	377.983	392.458
Mtr.14320.1.S1_s_at	6.81688	12.1524	9.51302
Mtr.14321.1.S1_at	878.946	831.619	791.94
Mtr.14322.1.S1_at	1618.2	1748.87	1707.84
Mtr.14323.1.S1_at	63.3631	55.982	55.7346
Mtr.14324.1.S1_at	7.59588	7.28697	7.64841
Mtr.14325.1.S1_at	68.455	102.018	67.0073
Mtr.14326.1.S1_s_at	412.144	364.472	333.846
Mtr.14327.1.S1_at	592.497	663.388	725.412
Mtr.14328.1.S1_at	17.2015	15.1839	17.7896
Mtr.14329.1.S1_at	8.2076	10.5443	9.89593
Mtr.14330.1.S1_s_at	11.5807	11.4997	12.2642
Mtr.14331.1.S1_at	6.77931	6.99133	7.2116
Mtr.14333.1.S1_at	1114.09	1140.82	1229.79
Mtr.14334.1.S1_at	103.841	114.277	115.866
Mtr.14335.1.S1_s_at	144.78	170.941	163.506
Mtr.14336.1.S1_at	283.664	282.639	240.516
Mtr.14337.1.S1_at	11.1912	12.6211	9.58008
Mtr.14338.1.S1_at	9.65243	10.9588	12.0546
Mtr.14339.1.S1_at	7.49628	8.28863	8.57845
Mtr.1434.1.S1_at	730.054	714.161	810.077
Mtr.14340.1.S1_at	6.46083	6.36585	7.07357
Mtr.14341.1.S1_at	116.279	136.846	134.646
Mtr.14344.1.S1_at	8.90687	7.59932	7.20757
Mtr.14345.1.S1_at	81.6727	83.4308	91.1281
Mtr.14347.1.S1_at	461.739	403.657	413.059
Mtr.14348.1.S1_at	1722.41	1623.11	1528.23
Mtr.14349.1.S1_s_at	194.475	167.343	174.911
Mtr.1435.1.S1_at	123.904	135.618	127.033
Mtr.14351.1.S1_at	7.57329	6.71649	9.01003
Mtr.14352.1.S1_at	10.9587	13.9052	17.7825
Mtr.14353.1.S1_at	12.6236	11.2581	12.242
Mtr.14354.1.S1_at	363.716	329.135	362.991
Mtr.14355.1.S1_at	7.18832	5.99625	7.0298
Mtr.14356.1.S1_at	71.6768	69.6323	76.0912
Mtr.14357.1.S1_x_at	12.3376	14.0673	16.6201
Mtr.14358.1.S1_at	10.1377	11.5234	8.47889
Mtr.14359.1.S1_s_at	15.9957	22.3846	18.5768
Mtr.1436.1.S1_at	6.66258	6.54978	6.59139
Mtr.14362.1.S1_at	14.4657	13.9052	16.5308
Mtr.14362.1.S1_a_at	5.83927	7.27525	5.4317
Mtr.14363.1.S1_at	10.042	12.3735	9.47734
Mtr.14364.1.S1_at	11.3777	13.9052	14.8466
Mtr.14365.1.S1_at	8.63393	7.65558	8.91319
Mtr.14366.1.S1_at	9.55291	10.3049	8.55404
Mtr.14367.1.S1_at	8.71652	7.45685	10.4897
Mtr.14368.1.S1_at	13.8672	12.8456	10.6847
Mtr.14369.1.S1_at	9.52607	7.65618	8.46984
Mtr.1437.1.S1_at	2145.15	1268.79	1440.58
Mtr.14370.1.S1_at	39.4359	20.9469	22.7821
Mtr.14371.1.S1_at	6.65302	7.97285	6.87871
Mtr.14372.1.S1_s_at	385.227	458.651	465.784
Mtr.14374.1.S1_at	14.4595	11.9694	16.8391
Mtr.14375.1.S1_at	8.7259	8.10869	10.8412
Mtr.14376.1.S1_at	11.0204	9.97498	6.30785
Mtr.14377.1.S1_at	7.90485	7.29751	7.51277
Mtr.14378.1.S1_at	9.99855	8.4796	10.4589
Mtr.14379.1.S1_at	8.46653	9.41367	7.92736
Mtr.1438.1.S1_at	1133.3	1242.51	1258.48
Mtr.14380.1.S1_at	29.1763	40.9696	33.684
Mtr.14381.1.S1_at	9752.87	9553.51	8468.32
Mtr.14382.1.S1_at	13.4526	14.3604	13.303
Mtr.14383.1.S1_at	6.17976	5.25226	7.45844
Mtr.14384.1.S1_s_at	8.08482	8.27611	6.72116
Mtr.14385.1.S1_at	7.04515	7.72525	6.83346
Mtr.14386.1.S1_at	8.16038	9.30106	9.59625
Mtr.14389.1.S1_at	5.82628	5.68811	7.01284
Mtr.1439.1.S1_at	20.9449	18.7363	21.7747
Mtr.14391.1.S1_at	11.4465	8.32106	7.92736
Mtr.14392.1.S1_at	51.9018	35.9918	60.2813
Mtr.14393.1.S1_at	9.35894	7.0133	10.1392
Mtr.14394.1.S1_at	6.64687	6.05128	6.77598
Mtr.14395.1.S1_x_at	7.24918	6.05484	5.71049
Mtr.14396.1.S1_at	9.86607	8.65224	8.80174
Mtr.14397.1.S1_s_at	14.2767	16.4027	12.4721
Mtr.14399.1.S1_at	1534.92	1398.33	1432.88
Mtr.144.1.S1_at	7.57086	7.41776	5.80761
Mtr.1440.1.S1_at	8.93912	8.3096	6.72116
Mtr.14400.1.S1_at	9.65496	9.63353	10.1039
Mtr.14401.1.S1_s_at	1282.51	1286.25	1229.7
Mtr.14403.1.S1_at	5.9707	6.99879	7.99689
Mtr.14404.1.S1_at	6.76961	6.2355	8.22401
Mtr.14405.1.S1_s_at	504.697	475.609	469.3
Mtr.14407.1.S1_s_at	146.89	149.536	124.904
Mtr.14410.1.S1_at	6.16112	6.78023	7.67482
Mtr.14411.1.S1_x_at	8.30578	7.59626	10.1932
Mtr.14412.1.S1_at	20.9125	19.0172	23.1302
Mtr.14413.1.S1_at	65.0612	57.7964	38.6173
Mtr.14414.1.S1_x_at	8.43875	6.83672	6.66121
Mtr.14415.1.S1_x_at	6.25572	6.00569	6.42745
Mtr.14416.1.S1_at	11.5249	9.27184	7.54017
Mtr.14417.1.S1_at	15.6796	14.815	10.3013
Mtr.14417.1.S1_x_at	10.3063	11.958	8.28772
Mtr.14418.1.S1_x_at	7.50977	7.37174	6.44184
Mtr.14419.1.S1_at	7.29935	9.52512	6.52815
Mtr.14419.1.S1_s_at	409.773	332.808	394.611
Mtr.1442.1.S1_at	52.8366	50.0487	47.3311
Mtr.14420.1.S1_at	10.0987	8.02549	9.30103
Mtr.14421.1.S1_at	18.9906	42.7769	44.8232
Mtr.14421.1.S1_s_at	13.3883	15.2294	13.0664
Mtr.14422.1.S1_at	271.33	286.304	244.677
Mtr.14424.1.S1_at	6.22651	8.69255	6.98001
Mtr.14426.1.S1_at	7.70334	9.48308	6.23321
Mtr.14427.1.S1_at	13.2026	11.4726	9.98841
Mtr.14428.1.S1_at	56.2079	110.353	75.7378
Mtr.14428.1.S1_x_at	60.2914	111.635	78.8372
Mtr.1443.1.S1_at	47.8353	31.728	36.7575
Mtr.14430.1.S1_at	364.354	373.709	415.634
Mtr.14432.1.S1_at	7.7765	9.32966	9.99512
Mtr.14434.1.S1_at	74.0898	70.4041	83.5275
Mtr.14435.1.S1_at	15.0816	13.1407	13.3829
Mtr.14436.1.S1_at	103.385	108.356	102.68
Mtr.14437.1.S1_at	6.29043	7.76928	6.25383
Mtr.14437.1.S1_x_at	7.1926	6.80751	6.82368
Mtr.14439.1.S1_at	275.039	321.04	305.323
Mtr.1444.1.S1_at	194.933	193.964	201.852
Mtr.14440.1.S1_at	504.783	456.289	355.406
Mtr.14441.1.S1_at	7.56415	5.212	5.62899
Mtr.14442.1.S1_at	192.047	206.108	227.811
Mtr.14443.1.S1_at	5.61744	6.5621	6.78211
Mtr.14444.1.S1_at	11.9351	13.907	16.6738
Mtr.14445.1.S1_at	72.0988	58.9244	35.7886
Mtr.14446.1.S1_at	137.362	136.665	111.68
Mtr.14447.1.S1_at	10.3838	9.59372	10.1393
Mtr.14448.1.S1_at	7.57086	7.98686	7.12554
Mtr.14449.1.S1_at	8.20755	6.72316	7.58508
Mtr.1445.1.S1_at	6.42438	6.72001	6.65981
Mtr.14451.1.S1_at	99.532	108.091	111.104
Mtr.14451.1.S1_s_at	248.973	240.218	247.695
Mtr.14452.1.S1_at	12.3068	6.8953	10.1138
Mtr.14453.1.S1_at	45.8948	51.1136	42.7597
Mtr.14456.1.S1_at	199.509	212.75	205.176
Mtr.14457.1.S1_at	9.43563	8.4802	7.16872
Mtr.14458.1.S1_at	733.044	749.248	622.257
Mtr.14459.1.S1_at	55.5174	20.5889	22.868
Mtr.1446.1.S1_at	5.91843	6.92518	5.83335
Mtr.14460.1.S1_at	155.504	140.431	133.667
Mtr.14461.1.S1_at	7.87363	6.7886	8.17336
Mtr.14463.1.S1_s_at	188.683	217.765	218.869
Mtr.14465.1.S1_at	6.24033	9.2243	8.47091
Mtr.14466.1.S1_at	24.4571	28.3551	19.7996
Mtr.14467.1.S1_s_at	6.85861	6.2355	6.58855
Mtr.14468.1.S1_s_at	6.35683	7.8214	5.74687
Mtr.14469.1.S1_at	53.5327	37.9481	34.6721
Mtr.1447.1.S1_at	6.05333	7.41776	5.60157
Mtr.14470.1.S1_at	10.2794	11.9954	16.9373
Mtr.14471.1.S1_at	7.48018	7.10607	7.96062
Mtr.14472.1.S1_s_at	281.595	270.086	313.939
Mtr.14473.1.S1_at	95.2656	81.8643	73.7174
Mtr.14474.1.S1_at	24.7607	25.8265	20.5311
Mtr.14475.1.S1_at	700.06	909.433	1034.55
Mtr.14476.1.S1_at	6.96944	7.96037	9.18
Mtr.14477.1.S1_at	7.10688	5.97693	7.57679
Mtr.14478.1.S1_at	9.71143	8.11938	6.54957
Mtr.14479.1.S1_at	7.24164	9.74816	6.98027
Mtr.1448.1.S1_at	7.43846	9.70558	8.16599
Mtr.14480.1.S1_at	102.236	103.979	123.444
Mtr.14481.1.S1_at	6.64041	7.38974	6.7181
Mtr.14483.1.S1_at	7.40321	6.19572	6.13147
Mtr.14484.1.S1_at	9.78484	8.16681	13.0017
Mtr.14486.1.S1_at	7.45111	6.7304	8.51245
Mtr.14488.1.S1_at	7.00296	6.36588	6.00914
Mtr.14489.1.S1_at	15.9211	11.1356	11.7204
Mtr.1449.1.S1_at	7.933	8.25616	7.55607
Mtr.14490.1.S1_at	10.7563	9.23317	8.97377
Mtr.14491.1.S1_x_at	6.5774	5.86016	7.49891
Mtr.14492.1.S1_at	7.92139	6.80383	6.89184
Mtr.14493.1.S1_x_at	76.4638	79.829	66.8066
Mtr.14494.1.S1_at	3073.66	3167.75	3359.09
Mtr.14495.1.S1_at	6.89404	11.7852	9.89583
Mtr.14496.1.S1_at	6.73027	7.29436	5.45093
Mtr.14497.1.S1_s_at	8.64573	7.0102	10.0267
Mtr.14499.1.S1_at	51.166	32.8864	57.8021
Mtr.145.1.S1_at	7.99481	9.07093	9.67048
Mtr.1450.1.S1_at	33.1997	44.8165	56.4433
Mtr.14501.1.S1_at	7.01975	8.16681	8.25125
Mtr.14503.1.S1_at	13.2826	11.1847	13.2096
Mtr.14505.1.S1_x_at	9.05919	7.31084	8.17098
Mtr.14506.1.S1_at	191.715	239.332	245.818
Mtr.14507.1.S1_at	8.60091	5.60056	8.42214
Mtr.14508.1.S1_at	11.5422	9.92008	8.75195
Mtr.14509.1.S1_at	7.08902	7.41776	7.86355
Mtr.1451.1.S1_at	6.5814	6.04065	7.15593
Mtr.14510.1.S1_at	12.6068	12.2021	14.2872
Mtr.14511.1.S1_at	9.41738	9.53107	11.7302
Mtr.14512.1.S1_x_at	9.1465	6.78023	5.13076
Mtr.14514.1.S1_at	12.7768	9.13406	8.16812
Mtr.14515.1.S1_x_at	10.9404	7.41776	8.05969
Mtr.14516.1.S1_at	8.61989	6.2355	8.72426
Mtr.14517.1.S1_at	5058.85	4689.06	4181.44
Mtr.14518.1.S1_at	1992.04	1836.76	1674.16
Mtr.14519.1.S1_at	71.4916	69.3291	65.5407
Mtr.14519.1.S1_a_at	191.889	187.721	163.536
Mtr.1452.1.S1_at	156.16	151.567	167.39
Mtr.14521.1.S1_at	9.45212	11.8435	13.3619
Mtr.14523.1.S1_at	152.362	170.161	152.335
Mtr.14524.1.S1_at	73.2952	99.5326	82.607
Mtr.14525.1.S1_at	253.646	257.012	231.526
Mtr.14526.1.S1_at	128.457	120.778	125.163
Mtr.14527.1.S1_at	9.81016	9.22422	10.7559
Mtr.14528.1.S1_at	136.486	153.497	130.584
Mtr.14529.1.S1_at	7.50522	6.35898	6.34653
Mtr.1453.1.S1_at	25.1241	37.1142	26.3557
Mtr.14530.1.S1_at	5.97226	7.35206	7.0028
Mtr.14531.1.S1_at	7.09493	6.78023	7.26561
Mtr.14532.1.S1_at	9.62092	9.25361	10.2969
Mtr.14533.1.S1_at	23.1974	21.9079	20.1537
Mtr.14536.1.S1_s_at	6.35533	7.51909	6.45887
Mtr.14537.1.S1_at	255.662	266.161	243.232
Mtr.14538.1.S1_at	397.778	383.491	389.68
Mtr.14539.1.S1_s_at	6.73884	7.35964	6.91562
Mtr.1454.1.S1_at	5.93442	5.61687	6.94622
Mtr.14541.1.S1_at	198.892	203.769	235.781
Mtr.14542.1.S1_at	7.57086	6.88386	6.80981
Mtr.14544.1.S1_s_at	8.87345	10.1355	15.1206
Mtr.14545.1.S1_at	1023.05	1232.72	1218.33
Mtr.14546.1.S1_at	145.22	161.048	152.126
Mtr.14547.1.S1_at	58.5846	69.7858	71.032
Mtr.14547.1.S1_s_at	72.5952	104.65	123.156
Mtr.14548.1.S1_at	18.3027	10.9127	12.2761
Mtr.14549.1.S1_at	9.69619	8.1337	8.32348
Mtr.1455.1.S1_at	32.1716	28.5353	30.1273
Mtr.14550.1.S1_at	6.16112	7.62713	8.62323
Mtr.14550.1.S1_s_at	8.85645	9.02151	11.5047
Mtr.14552.1.S1_s_at	6.1986	5.77146	6.18477
Mtr.14553.1.S1_at	8.29797	9.60349	8.37635
Mtr.14553.1.S1_x_at	9.15372	9.18524	9.51302
Mtr.14554.1.S1_at	9.55386	8.02294	8.23538
Mtr.14555.1.S1_at	10.688	15.6292	10.813
Mtr.14556.1.S1_at	7.21577	5.1853	6.23321
Mtr.14558.1.S1_at	11.8463	8.04301	9.98841
Mtr.14559.1.S1_at	7.45126	7.41776	7.70528
Mtr.1456.1.S1_at	138.225	124.196	139.81
Mtr.14560.1.S1_at	533.689	555.953	585.852
Mtr.14561.1.S1_at	25.1941	24.4465	33.3246
Mtr.14562.1.S1_at	22.8755	22.7485	22.6417
Mtr.14563.1.S1_at	9.24473	10.4179	10.0372
Mtr.14564.1.S1_at	9.89777	7.70728	7.59932
Mtr.14564.1.S1_s_at	7.18187	8.28567	9.0608
Mtr.14565.1.S1_x_at	7.94438	10.0911	8.70415
Mtr.14566.1.S1_at	214.946	280.275	249.846
Mtr.14567.1.S1_at	6.48291	7.25215	6.43682
Mtr.14567.1.S1_s_at	16.0183	20.4864	20.8561
Mtr.14568.1.S1_s_at	6.89031	10.5751	8.73833
Mtr.14569.1.S1_at	6.34727	6.75369	6.71832
Mtr.1457.1.S1_at	63.7358	63.1074	51.1385
Mtr.14570.1.S1_at	12.3704	7.54389	8.94581
Mtr.14572.1.S1_at	9.08599	8.91383	9.26911
Mtr.14573.1.S1_at	5852.55	6234.82	6238.92
Mtr.14573.1.S1_x_at	6312.21	6325.74	6089.83
Mtr.14574.1.S1_at	455.179	477.043	446.412
Mtr.14575.1.S1_at	10.1328	8.48222	14.9742
Mtr.14576.1.S1_at	9.02587	8.75901	10.3044
Mtr.14577.1.S1_at	9.00171	9.88793	9.95887
Mtr.14578.1.S1_at	69.4301	84.3767	57.5932
Mtr.14579.1.S1_at	125.82	89.4669	106.638
Mtr.14579.1.S1_x_at	136.038	120.826	116.172
Mtr.1458.1.S1_at	7.73376	5.88679	6.58677
Mtr.14580.1.S1_at	122.238	106.994	120.878
Mtr.14581.1.S1_at	9.31484	9.29956	10.4897
Mtr.14582.1.S1_at	108.435	105.404	111.746
Mtr.14583.1.S1_at	12.3977	7.04514	11.0262
Mtr.14584.1.S1_at	631.927	630.994	621.895
Mtr.14585.1.S1_at	247.125	247.745	228.698
Mtr.14586.1.S1_s_at	27.5987	31.4538	30.7868
Mtr.14587.1.S1_at	8.89794	8.1244	10.3205
Mtr.14587.1.S1_x_at	10.2897	7.86624	6.65799
Mtr.14588.1.S1_s_at	120.737	130.805	112.901
Mtr.1459.1.S1_at	6.65439	6.71097	6.47024
Mtr.14590.1.S1_x_at	8.55731	7.5157	7.58532
Mtr.14591.1.S1_at	9.31411	11.4726	6.10977
Mtr.14592.1.S1_at	77.6154	79.1451	103.29
Mtr.14593.1.S1_at	166.876	89.5723	85.0416
Mtr.14598.1.S1_at	43.2905	52.0813	42.764
Mtr.14599.1.S1_at	1157.48	1407.45	1337.61
Mtr.14599.1.S1_x_at	1010.81	1176.67	1149.3
Mtr.146.1.S1_at	8.05466	7.43853	7.36108
Mtr.1460.1.S1_at	8.80536	9.94032	13.901
Mtr.14600.1.S1_at	27.8773	40.975	23.5343
Mtr.14601.1.S1_s_at	50.9169	58.943	36.8057
Mtr.14608.1.S1_at	10.2016	10.9907	8.93797
Mtr.14609.1.S1_at	18.9596	41.8307	18.7951
Mtr.1461.1.S1_at	6.29927	7.58737	8.01781
Mtr.14611.1.S1_at	9.29078	7.67981	9.10755
Mtr.14612.1.S1_at	7.24918	8.6692	8.26374
Mtr.14613.1.S1_at	111.612	161.641	174.636
Mtr.14617.1.S1_at	92.8556	111.905	98.4762
Mtr.14618.1.S1_s_at	259.48	272.948	257.201
Mtr.1462.1.S1_at	9.69933	8.21603	8.15949
Mtr.14624.1.S1_at	149.015	172.781	149.051
Mtr.14625.1.S1_at	3493.3	4056.91	3488.03
Mtr.14626.1.S1_at	9.99542	10.0222	12.2554
Mtr.14627.1.S1_at	456.316	434.755	430.349
Mtr.14628.1.S1_at	259.837	267.029	303.462
Mtr.1463.1.S1_at	6.72159	7.13061	6.95761
Mtr.14630.1.S1_at	13.6531	15.8102	16.9115
Mtr.14634.1.S1_at	24.4433	16.4059	13.2328
Mtr.14635.1.S1_at	102.96	122.381	53.0158
Mtr.14636.1.S1_s_at	420.841	490.511	437.594
Mtr.14637.1.S1_at	5.44592	8.32843	8.5196
Mtr.14638.1.S1_s_at	14.3182	25.7207	16.7797
Mtr.14639.1.S1_x_at	535.85	652.202	449.773
Mtr.1464.1.S1_at	7.43178	5.55563	7.73099
Mtr.14640.1.S1_at	19.208	15.2719	24.1703
Mtr.14640.1.S1_s_at	9.0675	11.6185	8.28772
Mtr.14643.1.S1_at	7.40286	8.19432	8.99752
Mtr.14644.1.S1_s_at	8.48672	11.8926	7.30041
Mtr.14645.1.S1_at	6.42525	6.629	8.23224
Mtr.14645.1.S1_s_at	10.0723	11.9705	9.09295
Mtr.14646.1.S1_at	6.83412	7.41776	6.83621
Mtr.14647.1.S1_s_at	29.2658	33.4448	31.0965
Mtr.1465.1.S1_at	8.26472	8.24339	5.66439
Mtr.14650.1.S1_at	25.6142	20.5889	24.2661
Mtr.14651.1.S1_at	13978	13362.4	12602.5
Mtr.14652.1.S1_at	602.429	540.815	470.982
Mtr.14653.1.S1_at	7.14653	6.64779	6.42325
Mtr.14653.1.S1_s_at	2001.65	2078.41	2493.2
Mtr.14655.1.S1_at	10.3028	12.902	8.42275
Mtr.14656.1.S1_at	11.5668	7.8075	9.82273
Mtr.14658.1.S1_at	12.1405	10.6232	12.202
Mtr.1466.1.S1_at	10.3976	7.27555	7.56422
Mtr.14660.1.S1_at	24.9365	22.5089	21.4416
Mtr.14661.1.S1_at	3916.68	3620.94	3107.04
Mtr.14662.1.S1_x_at	41.964	27.5089	31.198
Mtr.14663.1.S1_at	1430.5	1364.34	1353.56
Mtr.14664.1.S1_at	29.9556	31.538	23.0604
Mtr.14667.1.S1_at	111.499	240.81	262.461
Mtr.14668.1.S1_at	39.1291	53.2882	59.8959
Mtr.14669.1.S1_at	409.531	427.969	368.037
Mtr.1467.1.S1_at	8.13814	7.39391	6.44658
Mtr.14670.1.S1_at	11.0798	9.12778	7.59601
Mtr.14671.1.S1_at	6.22109	5.59919	6.7968
Mtr.14672.1.S1_at	10.302	9.24362	11.0296
Mtr.14673.1.S1_at	21.1309	20.1322	20.7972
Mtr.14674.1.S1_at	6.14941	5.94244	6.72116
Mtr.14675.1.S1_s_at	5.08556	5.29923	4.84206
Mtr.14676.1.S1_at	13.7253	10.4485	9.66822
Mtr.14677.1.S1_at	6.35927	6.64317	5.73558
Mtr.14678.1.S1_at	16.1423	10.6855	13.9549
Mtr.14679.1.S1_at	23.6342	25.5898	21.9769
Mtr.14679.1.S1_x_at	47.1189	53.566	42.5644
Mtr.1468.1.S1_at	110.83	102.153	110.983
Mtr.14680.1.S1_at	7.10736	6.59134	6.68083
Mtr.14681.1.S1_at	3202.74	3211.7	2931.09
Mtr.14682.1.S1_at	9.5903	6.7343	7.37137
Mtr.14683.1.S1_at	381.588	388.87	385.334
Mtr.14684.1.S1_at	9.27217	9.65755	10.7597
Mtr.14685.1.S1_at	9.0295	6.263	7.74635
Mtr.14686.1.S1_at	1432.28	1252.89	1549.82
Mtr.14687.1.S1_at	11.6519	11.2715	12.3717
Mtr.14688.1.S1_at	7.08654	8.74911	6.89221
Mtr.1469.1.S1_at	8.39882	6.64035	6.57967
Mtr.14692.1.S1_at	1004.71	988.231	819.06
Mtr.14693.1.S1_at	8.05284	7.57895	7.76995
Mtr.14693.1.S1_x_at	8.13952	7.94674	6.38432
Mtr.14694.1.S1_at	26.2229	26.9254	32.9617
Mtr.14695.1.S1_at	5.94427	5.42463	6.07297
Mtr.14695.1.S1_x_at	7.2316	6.12121	6.15971
Mtr.14696.1.S1_at	14.7029	16.6095	12.8461
Mtr.14696.1.S1_s_at	915.169	1040.15	976.534
Mtr.14697.1.S1_at	804.841	915.964	886.38
Mtr.14698.1.S1_at	429.562	402.354	326.653
Mtr.14699.1.S1_at	10.5657	13.9052	15.1073
Mtr.147.1.S1_at	14.1528	11.5054	11.6497
Mtr.14700.1.S1_s_at	147.766	151.762	163.697
Mtr.14701.1.S1_at	17.5249	27.5089	31.5339
Mtr.14702.1.S1_at	9.54231	6.57237	8.21437
Mtr.14703.1.S1_at	7.79818	8.76772	11.3415
Mtr.14704.1.S1_at	130.664	262.036	226.913
Mtr.14705.1.S1_x_at	6.25697	7.42583	5.14303
Mtr.14706.1.S1_at	34.7018	34.8951	31.479
Mtr.14707.1.S1_at	13.4181	13.3767	10.8889
Mtr.14708.1.S1_at	371.627	391.31	396.525
Mtr.14709.1.S1_at	66.7948	57.5435	53.1965
Mtr.1471.1.S1_at	7.50198	9.76059	11.906
Mtr.14710.1.S1_at	42.6739	54.4396	40.183
Mtr.14711.1.S1_at	44.9	59.8582	39.1097
Mtr.14714.1.S1_at	12.9921	14.8823	13.0045
Mtr.14715.1.S1_at	8.7947	8.03669	10.1012
Mtr.14716.1.S1_at	9.6937	7.0422	8.22547
Mtr.14717.1.S1_at	5.93442	7.02056	6.47024
Mtr.14718.1.S1_at	10.4924	13.8754	16.8075
Mtr.14719.1.S1_at	8.30578	6.49886	6.82245
Mtr.1472.1.S1_at	6.00975	6.61388	5.14859
Mtr.14720.1.S1_at	42.0129	51.3078	36.7266
Mtr.14721.1.S1_at	445.763	459.39	552.629
Mtr.14722.1.S1_at	97.3278	105.912	104.27
Mtr.14723.1.S1_at	143.661	126.475	117.819
Mtr.14724.1.S1_at	688.622	635.975	626.047
Mtr.14725.1.S1_at	11.9639	6.78023	9.79346
Mtr.14727.1.S1_at	8.07242	9.05656	7.24743
Mtr.14728.1.S1_x_at	6.9906	7.25973	8.14468
Mtr.14729.1.S1_at	580.832	600.382	682.745
Mtr.1473.1.S1_at	8.79436	8.60197	7.62147
Mtr.14730.1.S1_at	8.28655	11.1341	9.55809
Mtr.14732.1.S1_at	281.329	321.876	337.369
Mtr.14733.1.S1_at	7.24918	6.59397	6.00914
Mtr.14734.1.S1_at	9.98509	8.66978	7.15843
Mtr.14735.1.S1_at	16.9772	18.8811	14.0911
Mtr.14736.1.S1_at	6.66258	8.13516	7.22026
Mtr.14736.1.S1_s_at	14.6802	16.965	22.3169
Mtr.14737.1.S1_at	41.9594	45.0223	57.7833
Mtr.14739.1.S1_s_at	7.85197	9.29709	8.58759
Mtr.1474.1.S1_at	353.516	308.549	404.631
Mtr.14741.1.S1_at	10.7246	8.92908	11.2008
Mtr.14742.1.S1_at	12.5107	10.1649	11.5366
Mtr.14743.1.S1_at	336.892	320.624	348.866
Mtr.14744.1.S1_at	8.29077	7.52229	6.99541
Mtr.14745.1.S1_at	18.132	22.508	22.9501
Mtr.14746.1.S1_at	12.0213	13.6212	12.919
Mtr.14747.1.S1_at	8.5948	6.57169	6.18465
Mtr.14748.1.S1_at	14.5508	15.2637	14.3771
Mtr.14749.1.S1_at	21.3339	23.2731	19.4339
Mtr.14750.1.S1_at	11.7713	11.6354	14.3392
