Probeset	Nod_03dpi_1	Nod_03dpi_2	Nod_03dpi_3
Mtr.10086.1.S1_at	138.736	155.46	125.097
Mtr.10086.1.S1_s_at	290.058	294.345	264.725
Mtr.10087.1.S1_at	9.09058	10.1356	9.52414
Mtr.10088.1.S1_at	375.897	393.414	344.915
Mtr.10089.1.S1_at	6.08356	5.93219	7.02028
Mtr.1009.1.S1_at	6.51569	5.60389	7.75851
Mtr.10090.1.S1_at	57.8203	59.8472	52.3089
Mtr.10091.1.S1_at	18.9503	16.1283	18.9111
Mtr.10092.1.S1_at	684.656	588.961	652.181
Mtr.10093.1.S1_at	8.13191	8.32331	8.81467
Mtr.10093.1.S1_x_at	8.26392	8.18716	7.99218
Mtr.10094.1.S1_at	9.49081	9.76623	9.60641
Mtr.10095.1.S1_at	5.76517	7.2817	5.63649
Mtr.10096.1.S1_at	7.4471	7.66428	7.76278
Mtr.10097.1.S1_at	49.1923	50.4676	29.1087
Mtr.10098.1.S1_at	6.57956	6.83884	6.67588
Mtr.10099.1.S1_s_at	58.6041	56.0595	59.6905
Mtr.101.1.S1_at	5.35308	5.83347	6.30779
Mtr.1010.1.S1_at	42.3684	43.3375	49.303
Mtr.10100.1.S1_at	14.3471	10.0211	14.1092
Mtr.10101.1.S1_at	70.2512	76.6713	89.1529
Mtr.10102.1.S1_at	514.063	522.689	507.303
Mtr.10103.1.S1_at	6.83322	8.85	8.08442
Mtr.10104.1.S1_at	82.7843	92.047	93.3584
Mtr.10105.1.S1_at	11.4818	8.76695	11.4743
Mtr.10105.1.S1_s_at	268.379	208.744	267.397
Mtr.10106.1.S1_at	65.2195	76.853	35.1186
Mtr.10107.1.S1_at	137.619	138.292	133.238
Mtr.10107.1.S1_s_at	183.73	186.456	183.975
Mtr.10108.1.S1_at	8.49984	7.6219	7.6807
Mtr.10109.1.S1_s_at	76.6128	65.2878	70.0008
Mtr.1011.1.S1_at	15.883	14.4663	13.3886
Mtr.10110.1.S1_at	995.852	967.878	924.481
Mtr.10111.1.S1_at	14.9644	14.3954	14.2391
Mtr.10112.1.S1_at	13.2726	13.7678	14.3246
Mtr.10113.1.S1_at	11.31	13.6332	13.4714
Mtr.10114.1.S1_at	16.6083	19.0191	15.8256
Mtr.10115.1.S1_at	107.856	101.951	110.171
Mtr.10116.1.S1_at	429.649	450.372	486.736
Mtr.10116.1.S1_s_at	143.507	143.615	141.454
Mtr.10117.1.S1_at	10.7802	9.13806	13.8619
Mtr.10118.1.S1_at	48.7208	59.992	54.751
Mtr.10119.1.S1_at	84.4088	78.9011	89.2017
Mtr.1012.1.S1_at	9.4607	8.9131	10.9296
Mtr.10120.1.S1_at	314.886	291.135	279.374
Mtr.10121.1.S1_at	283.583	463.819	464.416
Mtr.10122.1.S1_at	6.86291	8.07566	7.59855
Mtr.10123.1.S1_at	165.81	146.797	124.48
Mtr.10124.1.S1_at	7.88764	7.54727	8.6661
Mtr.10125.1.S1_at	9.65923	9.12805	8.00056
Mtr.10126.1.S1_at	15.965	12.1485	13.8099
Mtr.10127.1.S1_at	12.4176	16.7418	15.37
Mtr.10127.1.S1_s_at	46.0159	38.4075	50.9198
Mtr.10128.1.S1_at	40.5084	42.8206	51.0339
Mtr.10129.1.S1_at	317.8	381.374	291.567
Mtr.1013.1.S1_at	8.93193	6.88388	7.50444
Mtr.10130.1.S1_at	193.513	170.052	208.846
Mtr.10131.1.S1_at	74.3114	79.7621	74.9709
Mtr.10132.1.S1_at	177.612	181.454	164.133
Mtr.10133.1.S1_at	455.939	440.982	441.673
Mtr.10134.1.S1_at	16.2751	19.83	20.7148
Mtr.10135.1.S1_at	36.1709	45.8054	49.3798
Mtr.10136.1.S1_at	269.987	201.327	222.226
Mtr.10137.1.S1_at	150.312	158.359	151.189
Mtr.10138.1.S1_at	198.473	214.356	187.788
Mtr.10139.1.S1_at	181.989	203.764	193.821
Mtr.1014.1.S1_at	91.1463	94.0297	86.8144
Mtr.10140.1.S1_at	19.8558	20.0051	24.139
Mtr.10141.1.S1_at	17.9325	15.0455	13.4925
Mtr.10142.1.S1_at	98.1389	108.287	99.4417
Mtr.10143.1.S1_at	6.46439	7.17674	7.49211
Mtr.10144.1.S1_at	190.496	228.146	228.272
Mtr.10145.1.S1_at	42.6527	39.0864	52.7864
Mtr.10146.1.S1_at	9.20555	8.66168	7.64252
Mtr.10146.1.S1_s_at	9.22737	9.6284	11.9662
Mtr.10147.1.S1_at	14.0486	11.3202	13.1837
Mtr.10148.1.S1_at	383.186	442.821	433.446
Mtr.10149.1.S1_at	8.49984	7.33452	7.31697
Mtr.1015.1.S1_at	28.8536	38.253	32.7229
Mtr.10150.1.S1_at	9.86533	8.79677	9.86112
Mtr.10151.1.S1_s_at	71.6804	66.6916	70.4989
Mtr.10152.1.S1_at	259.643	249.345	228.01
Mtr.10153.1.S1_at	15.8486	14.1313	14.8424
Mtr.10153.1.S1_s_at	34.5765	46.5769	41.7389
Mtr.10154.1.S1_at	11.0807	7.97995	8.27925
Mtr.10155.1.S1_at	143.137	131.545	129.369
Mtr.10156.1.S1_at	84.1897	72.3522	76.4087
Mtr.10157.1.S1_at	322.05	298.632	339.146
Mtr.10158.1.S1_at	430.489	468.464	429.15
Mtr.10159.1.S1_at	36.6308	33.3928	46.7669
Mtr.1016.1.S1_at	75.637	69.2519	60.328
Mtr.10160.1.S1_at	7.57501	6.85211	6.96618
Mtr.10160.1.S1_x_at	7.52625	8.936	10.3655
Mtr.10161.1.S1_at	186.598	160.087	183.981
Mtr.10162.1.S1_at	281.449	315.471	325.91
Mtr.10163.1.S1_at	134.709	142.921	152.234
Mtr.10164.1.S1_at	162.706	152.451	133.4
Mtr.10165.1.S1_at	1224.84	854.148	1071.8
Mtr.10166.1.S1_at	876.769	779.204	770.361
Mtr.10167.1.S1_at	74.8257	73.8942	93.9988
Mtr.10168.1.S1_at	86.2863	99.5495	58.3098
Mtr.10169.1.S1_at	101.137	90.305	86.4566
Mtr.1017.1.S1_at	6.53791	7.05399	6.82255
Mtr.10170.1.S1_at	23.5075	25.4778	20.4144
Mtr.10171.1.S1_at	60.3274	49.7109	63.9997
Mtr.10172.1.S1_at	108.538	96.295	100.523
Mtr.10173.1.S1_at	275.048	378.711	396.198
Mtr.10174.1.S1_at	7.98372	7.93015	8.46682
Mtr.10175.1.S1_at	1021.79	1191.92	927.02
Mtr.10176.1.S1_at	166.127	212.403	166.389
Mtr.10177.1.S1_at	394.427	371.991	384.74
Mtr.10178.1.S1_at	878.335	860.136	902.1
Mtr.10179.1.S1_at	13.5295	14.0995	15.7692
Mtr.1018.1.S1_at	10.0325	11.2288	12.0936
Mtr.1018.1.S1_s_at	931.195	768.058	891.055
Mtr.10180.1.S1_at	23.6386	24.5752	27.3332
Mtr.10181.1.S1_at	80.0717	78.5908	83.1445
Mtr.10182.1.S1_at	18.8411	15.2841	16.1787
Mtr.10183.1.S1_s_at	140.777	143.992	146.352
Mtr.10184.1.S1_at	89.9619	72.5804	73.4247
Mtr.10185.1.S1_at	330.938	367.003	472.408
Mtr.10186.1.S1_at	14.6723	18.9909	10.2889
Mtr.10187.1.S1_at	665.109	622.997	498.319
Mtr.10188.1.S1_at	74.2735	101.909	92.8987
Mtr.10188.1.S1_x_at	91.8618	115.628	90.8083
Mtr.10189.1.S1_at	261.45	247.487	261.952
Mtr.1019.1.S1_at	6.60944	6.69999	7.80594
Mtr.10190.1.S1_at	36.8284	42.1761	33.8659
Mtr.10191.1.S1_at	19.596	27.1732	27.0318
Mtr.10192.1.S1_at	41.2951	48.8201	44.2105
Mtr.10193.1.S1_at	197.309	245.922	206.663
Mtr.10194.1.S1_at	111.813	106.61	97.0101
Mtr.10195.1.S1_at	6.91829	8.03691	8.0619
Mtr.10196.1.S1_at	42.1925	49.3001	49.5197
Mtr.10197.1.S1_at	167.459	174.149	181.865
Mtr.10198.1.S1_at	11.3381	10.8212	13.4837
Mtr.10199.1.S1_at	530.521	729.987	625.938
Mtr.10199.1.S1_s_at	502.453	619.246	552.218
Mtr.102.1.S1_x_at	29.2795	35.7409	32.0446
Mtr.1020.1.S1_at	59.9478	62.1927	58.0367
Mtr.10200.1.S1_at	572.733	622.77	632.601
Mtr.10201.1.S1_at	53.577	56.2319	57.2281
Mtr.10202.1.S1_at	65.1746	58.7996	73.4695
Mtr.10203.1.S1_at	492.982	468.612	468.415
Mtr.10203.1.S1_s_at	315.915	284.699	299.171
Mtr.10204.1.S1_at	238.564	250.869	281.274
Mtr.10205.1.S1_at	72.5988	73.5811	64.073
Mtr.10206.1.S1_at	6.1937	6.21963	6.40866
Mtr.10207.1.S1_at	38.6102	30.2458	32.7512
Mtr.10208.1.S1_at	6.85815	6.82543	6.98133
Mtr.10209.1.S1_at	318.544	317.859	328.53
Mtr.1021.1.S1_at	13.0313	11.2536	15.5802
Mtr.10210.1.S1_at	8.14635	7.90456	8.0136
Mtr.10211.1.S1_at	902.607	737.456	820.992
Mtr.10212.1.S1_at	824.101	872.672	781.772
Mtr.10213.1.S1_at	185.669	195.597	177.374
Mtr.10214.1.S1_at	8.38652	7.42669	6.70432
Mtr.10215.1.S1_at	183.508	200.409	204.625
Mtr.10216.1.S1_at	148.436	153.598	146.718
Mtr.10217.1.S1_at	10.2119	12.4403	12.0674
Mtr.10218.1.S1_at	277.736	419.446	348.475
Mtr.10219.1.S1_at	109.146	90.5793	96.5286
Mtr.1022.1.S1_at	6.76561	6.02406	6.04476
Mtr.10220.1.S1_s_at	6.21244	14.2559	10.8088
Mtr.10221.1.S1_at	1499.83	1072.77	1094.82
Mtr.10222.1.S1_at	70.731	102.806	82.0078
Mtr.10223.1.S1_at	9.16881	8.09717	6.89045
Mtr.10224.1.S1_at	33.4326	58.827	55.6359
Mtr.10225.1.S1_at	37.807	36.9163	33.5406
Mtr.10226.1.S1_at	266.494	250.519	231.304
Mtr.10227.1.S1_at	6.32852	6.87532	6.17422
Mtr.10228.1.S1_at	9.10161	8.77209	7.92967
Mtr.10229.1.S1_at	107.299	119.316	120.252
Mtr.1023.1.S1_at	8.68618	6.71252	9.09438
Mtr.10230.1.S1_at	125.07	131.207	109.233
Mtr.10231.1.S1_at	12.2671	21.7893	17.6259
Mtr.10232.1.S1_at	21.0179	22.6731	22.6131
Mtr.10233.1.S1_at	961.957	1009.38	936.236
Mtr.10234.1.S1_at	7.12537	7.70942	7.22727
Mtr.10234.1.S1_s_at	47.0325	51.4419	43.1361
Mtr.10235.1.S1_at	79.4882	100.61	100.247
Mtr.10236.1.S1_at	36.6297	37.8767	35.9511
Mtr.10237.1.S1_at	33.5666	30.3702	28.439
Mtr.10238.1.S1_at	148.129	132.522	128.832
Mtr.10239.1.S1_at	151.51	141.323	140.185
Mtr.10240.1.S1_at	390.59	430.593	408.521
Mtr.10241.1.S1_at	8.23778	7.85051	7.58772
Mtr.10242.1.S1_at	183.264	181.058	195.893
Mtr.10243.1.S1_at	75.8477	72.7979	78.3708
Mtr.10244.1.S1_at	97.9346	82.8351	98.8185
Mtr.10245.1.S1_at	247.369	257.259	246.17
Mtr.10246.1.S1_at	15.8632	13.1237	16.9636
Mtr.10247.1.S1_at	489.254	459.625	440.701
Mtr.10248.1.S1_at	1514.92	1738.59	1453.35
Mtr.10249.1.S1_at	10.8836	10.4254	7.94777
Mtr.1025.1.S1_at	13.5686	11.7656	9.32032
Mtr.10250.1.S1_at	9.26198	8.44798	7.80512
Mtr.10251.1.S1_at	395.315	419.786	389.913
Mtr.10252.1.S1_at	18.0036	24.0999	17.9999
Mtr.10253.1.S1_at	423.6	671.806	602.932
Mtr.10254.1.S1_at	344.574	320.147	297.319
Mtr.10255.1.S1_at	881.838	947.767	919.596
Mtr.10256.1.S1_at	73.4495	85.3588	70.1872
Mtr.10257.1.S1_at	59.2561	69.6241	68.4632
Mtr.10258.1.S1_at	64.6309	57.8519	64.1313
Mtr.10259.1.S1_at	11.572	12.1936	9.68188
Mtr.10261.1.S1_at	28.6371	25.9001	26.3079
Mtr.10262.1.S1_at	82.2523	95.0694	79.4213
Mtr.10263.1.S1_at	1570.18	1621.19	1573.61
Mtr.10264.1.S1_at	38.5238	30.2458	31.7984
Mtr.10265.1.S1_at	136.707	118.101	146.828
Mtr.10265.1.S1_s_at	408.667	398.961	458.249
Mtr.10266.1.S1_at	165.172	179.483	155.831
Mtr.10267.1.S1_at	528.517	539.027	501.114
Mtr.10267.1.S1_a_at	1655.38	1621.08	1651.14
Mtr.10268.1.S1_at	268.873	251.438	263.532
Mtr.10269.1.S1_at	52.266	53.2938	55.1829
Mtr.1027.1.S1_at	44.9469	48.4084	44.6412
Mtr.10270.1.S1_at	334.742	332.817	274.775
Mtr.10271.1.S1_at	23.1477	21.6277	23.4855
Mtr.10272.1.S1_at	1029.26	1214.72	1136.51
Mtr.10273.1.S1_at	147.943	123.661	145.27
Mtr.10274.1.S1_at	110.417	85.98	126.749
Mtr.10275.1.S1_s_at	9.99099	10.3187	9.34401
Mtr.10276.1.S1_at	79.7051	76.2596	97.8389
Mtr.10277.1.S1_at	322.888	270.891	288.541
Mtr.10278.1.S1_at	172.442	161.231	147.19
Mtr.10279.1.S1_at	5.99335	5.92051	7.02592
Mtr.10279.1.S1_s_at	91.3653	108.627	106.381
Mtr.1028.1.S1_at	6.86291	6.92482	7.37127
Mtr.10280.1.S1_at	30.404	31.9388	29.3691
Mtr.10282.1.S1_at	304.077	297.534	307.007
Mtr.10283.1.S1_at	447.709	349.304	525.032
Mtr.10284.1.S1_at	52.9604	53.0755	59.9359
Mtr.10285.1.S1_at	22.0473	25.2861	33.5721
Mtr.10286.1.S1_at	193.105	156.325	199.088
Mtr.10287.1.S1_at	230.731	230.183	227.392
Mtr.10288.1.S1_at	14.1474	16.4373	15.2455
Mtr.10289.1.S1_at	13.7624	11.0766	11.5326
Mtr.1029.1.S1_at	8.69527	9.00055	8.46682
Mtr.10290.1.S1_at	49.0707	55.1489	42.0373
Mtr.10291.1.S1_at	1139.13	947.908	1100.29
Mtr.10292.1.S1_at	161.814	141.668	154.843
Mtr.10293.1.S1_at	10.2237	11.5305	8.94845
Mtr.10294.1.S1_at	360.992	344.808	314.968
Mtr.10295.1.S1_at	113.794	109.851	139.497
Mtr.10296.1.S1_at	198.896	204.113	222.35
Mtr.10297.1.S1_at	16823.6	17444.4	16820.6
Mtr.10298.1.S1_at	13.6194	12.3598	12.5796
Mtr.10299.1.S1_at	5435.76	5397	5667.98
Mtr.103.1.S1_at	8.05565	8.35587	7.15608
Mtr.10300.1.S1_at	6535.89	6571.99	6308.3
Mtr.10301.1.S1_s_at	58.862	50.6069	58.335
Mtr.10302.1.S1_x_at	42.2236	65.0906	50.07
Mtr.10303.1.S1_at	4953.28	4679.98	4909.3
Mtr.10304.1.S1_at	3281.1	3246.14	2935.15
Mtr.10305.1.S1_at	5612.73	5724.78	5789.05
Mtr.10306.1.S1_at	4778.87	4853.84	4585.25
Mtr.10307.1.S1_at	872.243	1033.13	1030.63
Mtr.10308.1.S1_at	4770.29	4458.4	5055.57
Mtr.10309.1.S1_at	4525.84	3793.05	4392.44
Mtr.1031.1.S1_at	14.1975	10.6026	12.6792
Mtr.10310.1.S1_at	196.381	194.727	188.946
Mtr.10311.1.S1_at	367.703	317.04	880.038
Mtr.10312.1.S1_at	723.373	739.587	954.305
Mtr.10313.1.S1_at	3356.21	2968.93	3128.53
Mtr.10314.1.S1_at	675.966	790.977	622.947
Mtr.10315.1.S1_at	1116.93	1226.38	1018.52
Mtr.10316.1.S1_at	4787.46	4745.9	4306.58
Mtr.10317.1.S1_at	1317.26	1100.81	1794.26
Mtr.10318.1.S1_at	3660.74	3469.21	3760.52
Mtr.10319.1.S1_at	563.4	339.001	1027.65
Mtr.1032.1.S1_at	9.94652	9.11078	7.95005
Mtr.10320.1.S1_at	1128.28	995.016	1115.89
Mtr.10321.1.S1_at	5159.41	5418.79	5338.15
Mtr.10322.1.S1_at	2313.19	2073.6	1999.57
Mtr.10323.1.S1_at	2274.69	2602.8	2598.64
Mtr.10324.1.S1_at	3498.06	3657.04	3461.23
Mtr.10325.1.S1_at	40.0523	32.6143	67.1527
Mtr.10326.1.S1_at	3743.73	3435.67	3623.08
Mtr.10327.1.S1_at	1117.87	1167.65	1184.74
Mtr.10329.1.S1_at	7.5987	7.386	7.98249
Mtr.1033.1.S1_at	685.179	575.377	629.071
Mtr.1033.1.S1_s_at	582.255	442.439	494.367
Mtr.10330.1.S1_at	66.235	72.1203	60.7583
Mtr.10330.1.S1_s_at	130.395	144.518	136.617
Mtr.10330.1.S1_x_at	118.528	137.783	113.082
Mtr.10331.1.S1_at	1542.72	1576.19	1704.72
Mtr.10332.1.S1_at	99.9263	175.157	201.716
Mtr.10337.1.S1_at	863.86	783.372	784.714
Mtr.10338.1.S1_at	10.6216	11.5742	7.36877
Mtr.10338.1.S1_s_at	2750	4547.8	3851.24
Mtr.10339.1.S1_at	67.1343	75.3011	66.4881
Mtr.1034.1.S1_at	1123.84	1196.68	1099.01
Mtr.10340.1.S1_at	1597.87	1708.33	1647.69
Mtr.10341.1.S1_at	434.497	452.173	431.745
Mtr.10342.1.S1_at	2035.93	1740.14	1524.16
Mtr.10343.1.S1_at	11.8517	12.8253	10.1832
Mtr.10344.1.S1_at	1414.64	1425.5	1336.1
Mtr.10345.1.S1_s_at	1156.14	1067.51	1041.55
Mtr.10346.1.S1_at	39.2075	45.4808	28.5952
Mtr.10347.1.S1_at	2577.89	2391.4	2638.13
Mtr.10348.1.S1_at	15.0731	19.83	21.9371
Mtr.10349.1.S1_at	284.025	375.16	348.491
Mtr.10349.1.S1_s_at	6832.76	9287.67	8420.79
Mtr.1035.1.S1_at	18.0704	18.5841	17.974
Mtr.10350.1.S1_at	7.93308	8.91696	15.6015
Mtr.10351.1.S1_at	1507.45	1538.36	1438.77
Mtr.10352.1.S1_at	2976.77	3145.54	2847.17
Mtr.10353.1.S1_at	8.88357	8.62795	6.96179
Mtr.10353.1.S1_s_at	25.5578	36.3574	23.0038
Mtr.10354.1.S1_at	7011.24	7492.34	6034.73
Mtr.10355.1.S1_at	1373.19	1488.95	1293.38
Mtr.10356.1.S1_at	4530.8	4130.58	4440.03
Mtr.10357.1.S1_at	10845.6	9769.09	9928.14
Mtr.10358.1.S1_at	307.414	300.775	306.082
Mtr.10359.1.S1_at	1135.93	1056.04	1010.93
Mtr.1036.1.S1_at	6.66448	6.11607	6.99567
Mtr.10360.1.S1_s_at	1894.07	1755.89	1983.39
Mtr.10361.1.S1_at	13809.3	13895.7	14192.8
Mtr.10362.1.S1_at	9814.49	10236.4	9683.22
Mtr.10363.1.S1_x_at	2481.32	3003.88	2777.31
Mtr.10364.1.S1_at	10.1537	10.4762	12.6888
Mtr.10365.1.S1_at	9.45769	10.6056	12.8539
Mtr.10365.1.S1_s_at	15649.7	16969.1	16780.2
Mtr.10366.1.S1_at	85.2939	96.4576	88.7034
Mtr.10367.1.S1_at	6361.07	6403.05	6179.5
Mtr.10368.1.S1_at	204.523	401.442	314.136
Mtr.10369.1.S1_at	27.4003	42.9145	51.7957
Mtr.1037.1.S1_at	15.0692	13.9896	14.4398
Mtr.10370.1.S1_at	9037.74	8889.59	9285.47
Mtr.10371.1.S1_at	9353.79	9590.62	9150.89
Mtr.10372.1.S1_at	5394.71	4716.26	5827.93
Mtr.10373.1.S1_at	2969.79	2442.7	3694.57
Mtr.10375.1.S1_at	1688.52	1347.5	1800.55
Mtr.10376.1.S1_at	1455.92	2010.44	1643.44
Mtr.10377.1.S1_at	157.395	135.573	133.116
Mtr.10377.1.S1_s_at	113.094	98.659	106.962
Mtr.10378.1.S1_at	23.3924	23.3751	24.4431
Mtr.10379.1.S1_at	35.7455	33.6418	34.5353
Mtr.1038.1.S1_at	154.965	168.036	146.531
Mtr.10380.1.S1_at	8.36302	7.06825	9.18258
Mtr.10382.1.S1_at	15.7172	16.6419	13.862
Mtr.10383.1.S1_at	8.41934	7.62473	9.4424
Mtr.10384.1.S1_at	6.06611	6.34133	6.91335
Mtr.10385.1.S1_at	16.6428	13.7678	11.2013
Mtr.10386.1.S1_at	57.1153	49.9148	40.0276
Mtr.10387.1.S1_at	5.93566	5.58307	5.49823
Mtr.10388.1.S1_at	323.813	304.635	281.428
Mtr.10389.1.S1_s_at	518.48	522.554	475.067
Mtr.1039.1.S1_at	87.0445	80.2783	87.8924
Mtr.10390.1.S1_at	494.571	514.211	471.069
Mtr.10391.1.S1_at	3595.02	3224.26	4006.22
Mtr.10392.1.S1_at	22808.7	24487.7	22962
Mtr.10393.1.S1_at	6932.83	7969.11	7535.68
Mtr.10394.1.S1_at	1562.41	1393.82	1296.55
Mtr.10395.1.S1_at	319.088	248.873	275.41
Mtr.10396.1.S1_at	1951	2961.8	2755.87
Mtr.10397.1.S1_at	1748.16	3049.34	2070.28
Mtr.10398.1.S1_at	6812.78	6311.19	6947.19
Mtr.10399.1.S1_at	7526.06	7256.45	7094.87
Mtr.104.1.S1_at	8.145	5.63054	6.58234
Mtr.1040.1.S1_at	127.811	138.629	124.812
Mtr.10400.1.S1_at	4305.47	4305.07	4508.89
Mtr.10402.1.S1_at	33.7516	31.0931	44.841
Mtr.10403.1.S1_at	37.1202	30.4901	46.573
Mtr.10404.1.S1_at	831.6	933.504	962.386
Mtr.10405.1.S1_at	333.567	312.348	297.139
Mtr.10406.1.S1_at	10.0083	9.30464	10.3038
Mtr.10407.1.S1_at	463.534	539.138	514.495
Mtr.10407.1.S1_s_at	1706.27	1793.38	1871.09
Mtr.10408.1.S1_at	1865.95	2109.17	2165.38
Mtr.10409.1.S1_at	11580.8	11414.2	11136.7
Mtr.1041.1.S1_at	7.89729	8.54036	7.85711
Mtr.10410.1.S1_at	84.8955	97.7047	89.6555
Mtr.10410.1.S1_s_at	72.8003	83.138	67.9196
Mtr.10411.1.S1_at	1507.17	1788.95	1809.91
Mtr.10412.1.S1_at	38.103	32.7952	37.2912
Mtr.10413.1.S1_at	4019.59	3919.41	3709.03
