Probeset	ART_03dpi_control_1	ART_03dpi_control_2	ART_03dpi_control_3
Mtr.38630.1.S1_at	1138.31	1275.99	1147.97
Mtr.38631.1.S1_at	595.43	538.922	762.422
Mtr.38632.1.S1_at	6.01827	5.65927	5.74683
Mtr.38633.1.S1_at	212.008	187.477	205.637
Mtr.38634.1.S1_at	147.905	141.179	100.954
Mtr.38635.1.S1_at	3946.35	3560.14	3950.43
Mtr.38636.1.S1_s_at	48.3806	50.9311	47.8329
Mtr.38637.1.S1_at	10.7663	8.00456	7.67787
Mtr.38638.1.S1_at	707.666	754.711	643.303
Mtr.38639.1.S1_at	1792.79	1882.82	1846.67
Mtr.3864.1.S1_at	96.6643	100.196	106.757
Mtr.38640.1.S1_at	757.086	739.499	694.252
Mtr.38641.1.S1_at	238.944	225.151	238.416
Mtr.38642.1.S1_at	569.434	534.1	553.714
Mtr.38643.1.S1_s_at	9.49978	13.5646	12.6852
Mtr.38644.1.S1_at	87.4409	68.3756	85.0952
Mtr.38645.1.S1_at	102.349	104.724	106.007
Mtr.38646.1.S1_at	7.15134	8.30667	9.24469
Mtr.38647.1.S1_at	27.7036	42.1773	36.186
Mtr.38648.1.S1_at	510.328	481.099	490.825
Mtr.38649.1.S1_at	287.407	271.497	280.298
Mtr.3865.1.S1_at	21.2217	21.892	23.5069
Mtr.38650.1.S1_at	8.97833	9.10418	11.6179
Mtr.38651.1.S1_at	15.4505	16.6016	20.1524
Mtr.38652.1.S1_at	909.474	847.93	850.365
Mtr.38653.1.S1_at	869.466	820.759	862.744
Mtr.38654.1.S1_at	13.4494	14.8925	14.1669
Mtr.38655.1.S1_at	398.249	407.163	373.036
Mtr.38656.1.S1_at	13.4494	14.0478	10.1494
Mtr.38657.1.S1_at	8.34987	5.85744	6.46285
Mtr.38658.1.S1_at	13.3882	12.1855	11.3235
Mtr.38659.1.S1_at	8.43795	14.0607	10.9427
Mtr.3866.1.S1_at	9.8715	9.76812	8.01619
Mtr.38660.1.S1_at	48.8505	49.9812	73.3086
Mtr.38661.1.S1_at	92.8231	79.7457	88.8091
Mtr.38662.1.S1_at	677.202	630.151	629.88
Mtr.38663.1.S1_at	493.133	445.585	461.102
Mtr.38664.1.S1_at	34.074	45.7915	48.4026
Mtr.38665.1.S1_at	279.401	250.257	269.611
Mtr.38666.1.S1_at	2081.73	2039.64	2084.04
Mtr.38667.1.S1_at	275.459	215.98	213.203
Mtr.38668.1.S1_at	11.6497	10.6976	9.75331
Mtr.38669.1.S1_at	392.809	353.127	343.834
Mtr.3867.1.S1_at	7.32734	12.9788	10.1474
Mtr.38670.1.S1_at	435.249	427.468	408.841
Mtr.38671.1.S1_at	349.699	350.639	367.674
Mtr.38672.1.S1_at	7.62905	6.84951	7.59138
Mtr.38673.1.S1_at	1018.45	1043.16	964.791
Mtr.38674.1.S1_at	875.443	888.895	936.617
Mtr.38675.1.S1_at	8.97162	14.3432	12.393
Mtr.38675.1.S1_s_at	1069.57	1003.4	1061.44
Mtr.38676.1.S1_at	34.4308	20.7344	32.3232
Mtr.38677.1.S1_at	46.2155	53.0954	59.0702
Mtr.38678.1.S1_at	77.8038	80.6099	78.7856
Mtr.38679.1.S1_at	877.911	881.521	873.159
Mtr.3868.1.S1_at	67.304	45.5427	57.0383
Mtr.38680.1.S1_at	411.744	446.721	403.214
Mtr.38681.1.S1_at	16.2449	22.1932	16.0779
Mtr.38681.1.S1_s_at	155.734	145.223	139.717
Mtr.38682.1.S1_at	6.41738	6.74935	6.42984
Mtr.38682.1.S1_s_at	137.862	120.231	124.288
Mtr.38683.1.S1_at	305.545	254.832	254.931
Mtr.38684.1.S1_at	384.967	356.97	314.598
Mtr.38685.1.S1_at	1075.14	1113.82	1069.83
Mtr.38686.1.S1_at	1300.5	1271.94	1331.11
Mtr.38687.1.S1_at	888.128	896.481	1014.99
Mtr.38688.1.S1_at	227.566	199.933	222.778
Mtr.38689.1.S1_s_at	38.5288	40.5964	38.1749
Mtr.3869.1.S1_at	658.314	773.817	757.294
Mtr.38690.1.S1_at	1493.97	1370.77	1376.31
Mtr.38691.1.S1_s_at	17.1705	18.7027	17.6202
Mtr.38693.1.S1_at	95.4824	93.1651	84.1642
Mtr.38694.1.S1_at	107.619	86.6471	96.4739
Mtr.38695.1.S1_at	728.832	757.202	664.868
Mtr.38696.1.S1_s_at	149.62	107.92	106.883
Mtr.38697.1.S1_at	1391.35	1412.2	1307.09
Mtr.38698.1.S1_at	557.674	517.547	491.841
Mtr.38699.1.S1_at	173.595	175.66	210.867
Mtr.387.1.S1_s_at	36.6429	48.711	32.0175
Mtr.38700.1.S1_at	60.1203	41.7096	48.1141
Mtr.38701.1.S1_at	11.002	10.4258	9.90145
Mtr.38702.1.S1_at	606.495	580.018	537.467
Mtr.38703.1.S1_at	267.928	242.407	244.107
Mtr.38704.1.S1_at	298.429	336.515	262.644
Mtr.38705.1.S1_at	59.0525	72.6219	53.1561
Mtr.38706.1.S1_at	45.0406	50.2838	32.7433
Mtr.38707.1.S1_at	225.132	230.089	216.184
Mtr.38708.1.S1_at	48.1558	42.2507	32.7995
Mtr.38709.1.S1_at	98.5444	110.988	96.5811
Mtr.3871.1.S1_at	34.3847	39.9621	42.2856
Mtr.38710.1.S1_at	740.349	807.856	743.664
Mtr.38711.1.S1_at	61.4898	77.9988	80.0755
Mtr.38712.1.S1_at	21.0542	19.3844	18.2179
Mtr.38713.1.S1_at	1303.11	1306.73	1177.72
Mtr.38714.1.S1_at	785.832	809.391	703.179
Mtr.38715.1.S1_at	54.5179	53.9739	53.0996
Mtr.38716.1.S1_at	152.663	181.02	162.807
Mtr.38717.1.S1_at	50.8907	53.9159	64.9651
Mtr.38718.1.S1_s_at	145.204	136.534	155.788
Mtr.38719.1.S1_at	734.309	724.901	663.904
Mtr.3872.1.S1_at	191.979	192.028	157.707
Mtr.38720.1.S1_at	1652.52	1575.85	1472.54
Mtr.38721.1.S1_at	347.956	303.351	293.956
Mtr.38722.1.S1_at	10.4715	9.59835	10.8673
Mtr.38723.1.S1_at	589.058	541.92	496.549
Mtr.38724.1.S1_at	13.7144	19.8777	16.0134
Mtr.38725.1.S1_s_at	164.726	153.407	156.281
Mtr.38726.1.S1_at	511.3	583.763	466.05
Mtr.38727.1.S1_at	3029.84	2998.37	3019.56
Mtr.38728.1.S1_at	1244.83	1246.98	1172.68
Mtr.38729.1.S1_at	6.13193	5.68018	5.70159
Mtr.3873.1.S1_at	7.02232	6.46632	7.74928
Mtr.38731.1.S1_at	154.334	148.596	145.44
Mtr.38732.1.S1_at	131.248	165.682	185.257
Mtr.38733.1.S1_at	1810.81	1734.13	1856.98
Mtr.38734.1.S1_at	90.5053	99.7515	94.85
Mtr.38735.1.S1_at	1682.53	1851.77	1465.64
Mtr.38735.1.S1_s_at	1666.21	1700.01	1438.36
Mtr.38736.1.S1_at	912.462	934.544	877.269
Mtr.38737.1.S1_at	87.5772	78.1762	76.4457
Mtr.38738.1.S1_at	396.808	388.185	366.282
Mtr.38739.1.S1_at	131.956	146.911	124.397
Mtr.3874.1.S1_at	4876.47	4724.99	5121.92
Mtr.38740.1.S1_at	687.975	713.838	727.9
Mtr.38741.1.S1_at	410.223	399.579	347.146
Mtr.38742.1.S1_at	438.341	471.458	437.528
Mtr.38743.1.S1_at	98.5767	81.1554	80.9023
Mtr.38743.1.S1_s_at	49.0495	37.0395	40.419
Mtr.38744.1.S1_at	12.096	15.3857	12.5441
Mtr.38745.1.S1_at	194.887	189.618	176.627
Mtr.38746.1.S1_at	511.108	441.808	478.054
Mtr.38747.1.S1_s_at	58.335	57.913	52.8663
Mtr.38748.1.S1_at	400.131	522.496	591.159
Mtr.38749.1.S1_at	107.608	106.207	110.063
Mtr.3875.1.S1_at	229.649	216.266	240.661
Mtr.38750.1.S1_at	667.532	678.406	583.242
Mtr.38751.1.S1_at	139.52	133.666	102.532
Mtr.38752.1.S1_at	70.0911	78.0064	95.349
Mtr.38753.1.S1_at	14.0811	12.3081	12.358
Mtr.38754.1.S1_at	231.376	215.657	185.1
Mtr.38755.1.S1_at	56.1791	55.8169	55.1798
Mtr.38756.1.S1_at	19.1224	18.2804	23.733
Mtr.38757.1.S1_at	37.9045	22.0928	29.837
Mtr.38758.1.S1_at	698.366	854.072	768.813
Mtr.38759.1.S1_at	734.153	710.432	673.161
Mtr.3876.1.S1_at	9.37514	9.84682	11.3203
Mtr.38760.1.S1_at	22.8227	27.8303	41.9796
Mtr.38761.1.S1_s_at	195.077	180.494	176.142
Mtr.38762.1.S1_at	145.243	153.703	163.483
Mtr.38763.1.S1_at	57.4587	117.126	111.336
Mtr.38764.1.S1_at	37.2957	20.347	52.4183
Mtr.38765.1.S1_at	2285.65	2255.33	2277.31
Mtr.38766.1.S1_at	8.56211	10.2314	10.9397
Mtr.38767.1.S1_at	25.5515	31.1457	29.6757
Mtr.38768.1.S1_at	2112.2	2394.16	2421.64
Mtr.38769.1.S1_at	12.7574	9.82677	9.27968
Mtr.3877.1.S1_at	15.2962	19.4552	15.1866
Mtr.38770.1.S1_at	8.52395	8.30978	10.6654
Mtr.38771.1.S1_at	28.8149	35.5324	31.7438
Mtr.38772.1.S1_at	15.7651	18.7895	19.232
Mtr.38773.1.S1_at	52.1783	41.2879	43.3401
Mtr.38774.1.S1_at	83.4678	69.3196	61.4467
Mtr.38775.1.S1_at	165.333	153.015	171.747
Mtr.38776.1.S1_at	265.54	213.484	294.434
Mtr.38777.1.S1_at	2202.06	2310.43	2234.47
Mtr.38778.1.S1_at	749.01	804.239	760.964
Mtr.38779.1.S1_at	82.3778	84.6949	92.3508
Mtr.3878.1.S1_at	9.51282	8.16267	8.92006
Mtr.38780.1.S1_at	28.6634	28.6003	24.8357
Mtr.38781.1.S1_at	322.241	295.919	305.755
Mtr.38782.1.S1_s_at	16.7077	16.8051	18.5257
Mtr.38783.1.S1_at	36.0373	39.0662	49.9661
Mtr.38784.1.S1_at	54.6144	65.9401	55.1126
Mtr.38785.1.S1_at	794.486	764.289	756.664
Mtr.38786.1.S1_at	72.639	77.3598	68.9841
Mtr.38787.1.S1_at	2454.33	2437.65	2489.09
Mtr.38788.1.S1_at	578.099	617.26	606.415
Mtr.38789.1.S1_at	10.4108	11.9966	11.7675
Mtr.3879.1.S1_at	10.4725	9.34795	7.88971
Mtr.38790.1.S1_at	258.336	258.902	252.798
Mtr.38791.1.S1_at	8.87001	7.77342	8.89224
Mtr.38792.1.S1_at	725.832	826.56	963.308
Mtr.38792.1.S1_s_at	644.157	739.43	892.801
Mtr.38793.1.S1_at	423.934	424.282	418.148
Mtr.38794.1.S1_at	25.2171	24.7599	32.5446
Mtr.38795.1.S1_at	396.099	472.019	378.31
Mtr.38796.1.S1_at	6.75341	6.24544	6.63618
Mtr.38797.1.S1_at	309.315	284.725	299.093
Mtr.38798.1.S1_at	26.5368	21.7219	22.7937
Mtr.38799.1.S1_at	26.1802	30.0047	45.1737
Mtr.38799.1.S1_s_at	21.3419	27.9028	29.2139
Mtr.388.1.S1_at	94.5087	77.6961	78.7461
Mtr.3880.1.S1_at	9.38559	11.1433	9.81102
Mtr.38800.1.S1_at	335.358	265.191	308.65
Mtr.38801.1.S1_at	1856.71	1759.36	1769.83
Mtr.38802.1.S1_at	1231.12	1253.22	1212.06
Mtr.38803.1.S1_at	582.478	583.018	548.595
Mtr.38804.1.S1_at	66.7987	57.0399	49.7577
Mtr.38805.1.S1_at	206.723	177.508	245.336
Mtr.38806.1.S1_at	68.036	90.5032	80.6264
Mtr.38807.1.S1_at	28.8042	35.3499	28.461
Mtr.38807.1.S1_s_at	84.9825	69.6512	64.0323
Mtr.38808.1.S1_at	9.53415	7.61139	11.7035
Mtr.38809.1.S1_at	105.841	90.5368	90.2714
Mtr.3881.1.S1_at	9.66786	8.21394	7.51278
Mtr.38810.1.S1_at	1073.33	988.772	821.416
Mtr.38811.1.S1_s_at	351.266	382.211	354.042
Mtr.38812.1.S1_at	1266.39	1320.74	1278.63
Mtr.38813.1.S1_at	1276.89	1334.93	1287.42
Mtr.38814.1.S1_at	8.31923	6.77924	6.8711
Mtr.38815.1.S1_at	626.616	574.719	644.978
Mtr.38816.1.S1_at	959.681	902.61	946.851
Mtr.38817.1.S1_at	89.5285	83.215	69.5104
Mtr.38818.1.S1_at	1048.7	1083.25	1000.21
Mtr.38819.1.S1_s_at	301.137	314	300.624
Mtr.3882.1.S1_at	192.99	124.279	193.707
Mtr.38820.1.S1_at	248.455	235.731	188.342
Mtr.38821.1.S1_at	20.9978	19.1325	17.101
Mtr.38822.1.S1_at	1054.76	849.654	1116.8
Mtr.38823.1.S1_at	6.52482	7.68516	5.79401
Mtr.38824.1.S1_at	664.035	698.985	734.087
Mtr.38825.1.S1_at	983.033	956.733	887.444
Mtr.38826.1.S1_at	7.20871	7.33617	7.24985
Mtr.38827.1.S1_at	1180.16	1140.55	1075.76
Mtr.38828.1.S1_at	7.5494	7.72939	7.69632
Mtr.38829.1.S1_s_at	471.355	506.645	461.545
Mtr.3883.1.S1_at	313.153	250.303	279.686
Mtr.38830.1.S1_at	19.1995	15.2404	13.3066
Mtr.38831.1.S1_at	104.675	110.474	104.749
Mtr.38832.1.S1_at	730.322	744.644	702.054
Mtr.38833.1.S1_at	143.972	149.867	147.182
Mtr.38834.1.S1_at	749.219	732.539	749.564
Mtr.38835.1.S1_at	283.319	272.544	245.742
Mtr.38836.1.S1_at	299.042	738.446	1351.71
Mtr.38837.1.S1_at	43.1552	40.9756	55.9582
Mtr.38837.1.S1_s_at	242.054	241.313	314.51
Mtr.38838.1.S1_at	35.0105	35.3657	42.3608
Mtr.38839.1.S1_at	19.0479	16.6647	13.6479
Mtr.38839.1.S1_s_at	60.9946	61.8119	51.7064
Mtr.3884.1.S1_at	162.695	160.063	149.092
Mtr.38840.1.S1_at	214.348	235.046	234.826
Mtr.38841.1.S1_at	22.4519	29.1928	21.4127
Mtr.38842.1.S1_at	96.6389	87.3627	86.6158
Mtr.38843.1.S1_s_at	543.162	608.189	510.433
Mtr.38844.1.S1_at	259.648	272.974	278.619
Mtr.38845.1.S1_at	91.1606	80.6389	98.52
Mtr.38846.1.S1_at	449.874	470.817	399.489
Mtr.38847.1.S1_at	279.505	259.616	296.408
Mtr.38848.1.S1_at	338.137	344.875	351.384
Mtr.38849.1.S1_at	2164.16	2010.76	2085.78
Mtr.3885.1.S1_at	8.92107	6.0179	8.11223
Mtr.38850.1.S1_at	14.4266	13.9567	13.6281
Mtr.38851.1.S1_at	1027.2	926.074	967.522
Mtr.38852.1.S1_at	130.313	106.433	131.641
Mtr.38853.1.S1_at	65.4494	60.7907	73.6602
Mtr.38854.1.S1_at	205.849	174.508	204.194
Mtr.38855.1.S1_at	184.139	218.996	209.22
Mtr.38856.1.S1_at	359.146	358.655	342.209
Mtr.38856.1.S1_s_at	306.224	311.351	289.055
Mtr.38857.1.S1_at	78.9961	96.0601	83.0611
Mtr.38858.1.S1_at	7.54519	7.09847	6.46458
Mtr.38859.1.S1_at	1423.74	1457.03	1402.38
Mtr.3886.1.S1_at	1376.68	1365.68	1386.32
Mtr.38860.1.S1_at	9.61952	7.58856	11.9851
Mtr.38861.1.S1_at	1328.25	1309.54	1189.64
Mtr.38862.1.S1_at	158.552	146.3	130.674
Mtr.38863.1.S1_at	670.853	674.624	705.39
Mtr.38864.1.S1_at	264.833	279.747	262.876
Mtr.38865.1.S1_at	359.884	364.393	367.088
Mtr.38866.1.S1_at	92.4183	88.9764	79.6418
Mtr.38867.1.S1_at	11.207	10.6612	11.2956
Mtr.38868.1.S1_at	287.471	260.697	242.553
Mtr.38869.1.S1_at	139.602	147.497	182.894
Mtr.3887.1.S1_at	82.2477	145.384	145.945
Mtr.38870.1.S1_at	342.249	293.89	263.84
Mtr.38870.1.S1_x_at	377.529	367.322	311.401
Mtr.38871.1.S1_at	12.8059	13.4159	11.1039
Mtr.38872.1.S1_at	14.3756	17.9574	11.1869
Mtr.38873.1.S1_at	42.5168	24.0143	30.1515
Mtr.38874.1.S1_at	694.859	665.843	665.739
Mtr.38875.1.S1_at	759.211	819.426	912.277
Mtr.38876.1.S1_at	9.04297	5.77386	6.41654
Mtr.38877.1.S1_at	46.9576	36.9419	32.7433
Mtr.38878.1.S1_at	39.0836	54.9682	33.8714
Mtr.38879.1.S1_at	10.1202	7.28145	6.52247
Mtr.3888.1.S1_at	11.3453	11.9018	9.86015
Mtr.38880.1.S1_at	3833.75	3710.47	3661.2
Mtr.38881.1.S1_at	77.279	114.57	113.234
Mtr.38882.1.S1_at	19.9412	18.9308	15.6747
Mtr.38882.1.S1_s_at	28.7255	34.1494	24.7133
Mtr.38883.1.S1_at	230.734	226.842	234.885
Mtr.38884.1.S1_at	156.896	139.592	149.694
Mtr.38885.1.S1_at	9.98848	6.87249	6.83611
Mtr.38886.1.S1_at	1870.94	1936.77	1857.5
Mtr.38887.1.S1_at	900.234	927.99	913.25
Mtr.38888.1.S1_at	519.842	521.972	560.138
Mtr.38889.1.S1_at	76.5064	59.3241	70.3727
Mtr.3889.1.S1_at	351.366	377.033	476.51
Mtr.38890.1.S1_at	46.7332	40.5492	27.917
Mtr.38891.1.S1_at	1071.62	1023.27	1055.45
Mtr.38892.1.S1_at	2063.63	1923.96	1973.61
Mtr.38893.1.S1_at	7.83965	8.35137	10.129
Mtr.38894.1.S1_s_at	87.746	78.6734	62.7723
Mtr.38895.1.S1_at	493.71	485.795	559.696
Mtr.38896.1.S1_at	376.191	359.338	335.102
Mtr.38897.1.S1_at	939.242	1051.44	1158.38
Mtr.38898.1.S1_at	7.99909	7.52257	7.14134
Mtr.38899.1.S1_at	841.244	832.64	853.142
Mtr.389.1.S1_s_at	10.3265	12.9528	11.5365
Mtr.3890.1.S1_at	23.0494	25.652	32.0866
Mtr.38900.1.S1_at	624.371	595.12	585.122
Mtr.38901.1.S1_at	408.991	425.626	404.809
Mtr.38902.1.S1_s_at	308.859	298.062	289.765
Mtr.38903.1.S1_at	523.756	522.755	322.03
Mtr.38904.1.S1_at	643.563	770.85	702.84
Mtr.38905.1.S1_at	2084.87	2083.7	2001.93
Mtr.38906.1.S1_at	4425.67	4358.81	4122.96
Mtr.38907.1.S1_at	1114.59	1216.33	1152.56
Mtr.38908.1.S1_at	649.518	658.925	618.224
Mtr.38909.1.S1_at	769.094	707.253	702.126
Mtr.3891.1.S1_at	10.3575	12.1944	12.4872
Mtr.38910.1.S1_at	437.569	352.01	423.951
Mtr.38911.1.S1_at	292.359	258.933	278.48
Mtr.38912.1.S1_s_at	19.2702	25.6129	16.6854
Mtr.38913.1.S1_at	216.38	226.13	214.723
Mtr.38914.1.S1_at	349.539	383.966	392.942
Mtr.38915.1.S1_at	108.186	103.176	116.638
Mtr.38916.1.S1_at	810.764	867.768	798.656
Mtr.38917.1.S1_at	1177.84	1311.57	1280.3
Mtr.38918.1.S1_at	34.6704	33.1054	34.9547
Mtr.38919.1.S1_at	22.3323	34.1983	26.5285
Mtr.3892.1.S1_at	10.2197	14.0607	10.4099
Mtr.38920.1.S1_s_at	12.518	11.151	12.2647
Mtr.38921.1.S1_at	24.7067	25.495	34.1932
Mtr.38921.1.S1_s_at	71.14	69.09	83.0915
Mtr.38922.1.S1_at	11.3426	13.0713	13.4652
Mtr.38923.1.S1_at	219.929	241.339	179.202
Mtr.38924.1.S1_at	663.68	603.303	742.84
Mtr.38925.1.S1_s_at	78.757	63.5386	59.475
Mtr.38926.1.S1_at	36.8215	40.6401	33.8198
Mtr.38927.1.S1_at	26.0451	19.6251	20.7566
Mtr.38928.1.S1_at	109.082	106.633	109.144
Mtr.38929.1.S1_at	620.919	566.205	543.335
Mtr.3893.1.S1_at	7.18019	8.86077	7.10314
Mtr.38930.1.S1_at	60.094	76.3081	61.4745
Mtr.38931.1.S1_at	58.1234	61.5636	58.5534
Mtr.38932.1.S1_at	36.9431	30.9446	34.7696
Mtr.38933.1.S1_at	78.6642	69.1248	65.204
Mtr.38934.1.S1_at	369.245	364.081	358.825
Mtr.38935.1.S1_at	447.192	433.084	401.578
Mtr.38936.1.S1_at	2007.56	2015.01	2006.29
Mtr.38937.1.S1_at	333.403	323.658	306.636
Mtr.38938.1.S1_at	3236.58	3533.2	3068.05
Mtr.38939.1.S1_at	15.6603	15.8916	17.2247
Mtr.3894.1.S1_at	15.8148	15.563	16.2373
Mtr.38940.1.S1_at	2466.71	2310.91	2210.07
Mtr.38941.1.S1_s_at	883.222	811.182	864.641
Mtr.38943.1.S1_at	9.72871	9.34094	9.26739
Mtr.38943.1.S1_s_at	38.267	45.7556	51.1565
Mtr.38944.1.S1_at	33.7678	44.1883	31.5975
Mtr.38945.1.S1_at	257.41	240.905	203.931
Mtr.38946.1.S1_at	13.2615	11.6682	19.7771
Mtr.38947.1.S1_s_at	79.1072	66.4961	58.7626
Mtr.38948.1.S1_at	33.3287	65.9569	33.5051
Mtr.38949.1.S1_at	244.232	214.198	173.971
Mtr.38949.1.S1_x_at	646.568	784.157	491.69
Mtr.3895.1.S1_at	9.95677	7.63949	8.36156
Mtr.38950.1.S1_at	11.0324	11.8576	11.194
Mtr.38952.1.S1_at	544.341	505.868	476.112
Mtr.38953.1.S1_at	157.976	130.663	151.118
Mtr.38954.1.S1_at	3006.53	2859.69	3283.17
Mtr.38955.1.S1_at	7.341	8.38693	6.41352
Mtr.38955.1.S1_s_at	10.8489	8.41127	9.05039
Mtr.38956.1.S1_at	42.7416	37.948	39.5719
Mtr.38957.1.S1_at	685.954	819.832	779.671
Mtr.38958.1.S1_at	328.279	333.989	330.365
Mtr.38959.1.S1_at	21.4933	20.1465	16.5647
Mtr.38959.1.S1_s_at	386.265	464.427	408.388
Mtr.3896.1.S1_x_at	7.66124	6.67482	6.18396
Mtr.38960.1.S1_at	27.2996	26.6112	27.8333
Mtr.38961.1.S1_at	423.713	438.252	428.315
Mtr.38962.1.S1_at	64.879	66.981	61.1569
Mtr.38963.1.S1_at	61.5632	56.7703	52.0979
Mtr.38964.1.S1_at	43.3586	48.2496	35.3273
Mtr.38965.1.S1_at	958.334	940.4	939.698
Mtr.38966.1.S1_at	18.7835	19.5776	19.2719
Mtr.38967.1.S1_at	6.06697	6.25086	7.37694
Mtr.38968.1.S1_at	10.8999	10.2037	9.6999
Mtr.38969.1.S1_at	676.848	626.262	675.911
Mtr.3897.1.S1_at	9.86882	7.62014	7.75655
Mtr.38970.1.S1_at	709.843	775.715	811.655
Mtr.38971.1.S1_at	756.919	786.058	726.425
Mtr.38972.1.S1_at	335.874	444.118	352.709
Mtr.38973.1.S1_at	241.912	262.189	225.555
Mtr.38974.1.S1_at	17.8123	18.9477	17.465
Mtr.38975.1.S1_at	110.821	108.436	162.472
Mtr.38976.1.S1_at	95.1379	88.4146	103.079
Mtr.38977.1.S1_at	22.7138	24.4698	24.6574
Mtr.38978.1.S1_at	7.56648	8.09597	7.32781
Mtr.38978.1.S1_s_at	9.96273	7.88262	9.90596
Mtr.38979.1.S1_at	375.265	334.727	338.595
Mtr.3898.1.S1_at	10.5022	9.27282	9.68906
Mtr.38980.1.S1_at	131.35	101.362	134.376
Mtr.38981.1.S1_at	61.7884	46.4574	40.2308
Mtr.38982.1.S1_at	128.573	102.366	117.335
Mtr.38983.1.S1_at	37.3903	33.1871	41.1117
Mtr.38984.1.S1_at	20.4506	12.6205	18.0765
Mtr.38985.1.S1_at	1204.94	1249.19	1244.92
Mtr.38986.1.S1_at	24.0465	26.5011	11.8465
Mtr.38987.1.S1_at	373.366	363.905	413.29
Mtr.38988.1.S1_at	281.841	237.967	264.639
Mtr.38989.1.S1_at	313.125	312.15	290.547
Mtr.3899.1.S1_at	8.28729	10.1109	9.93335
Mtr.38990.1.S1_at	436.171	418.186	391.313
Mtr.38991.1.S1_at	9.23216	9.6925	8.60698
Mtr.38992.1.S1_at	38.3759	31.6227	37.0059
Mtr.38993.1.S1_at	200.529	177.596	193.042
Mtr.38994.1.S1_at	265.167	271.653	301.315
Mtr.38995.1.S1_at	7.71032	6.69159	6.58892
Mtr.38996.1.S1_at	1156.65	1046.92	1023.1
Mtr.38997.1.S1_at	20.9236	16.1378	16.8343
Mtr.38999.1.S1_at	154.781	135.135	125.368
Mtr.39.1.S1_at	6.42569	7.23028	6.36617
Mtr.3900.1.S1_at	165.297	162.662	165.679
Mtr.39000.1.S1_s_at	27.0155	34.2331	36.4947
Mtr.39001.1.S1_at	20.3436	19.8056	20.2073
Mtr.39002.1.S1_at	320.539	353.389	287.045
Mtr.39003.1.S1_at	46.4674	46.263	33.656
Mtr.39004.1.S1_at	22.911	22.5905	24.5204
Mtr.39005.1.S1_at	124.914	93.0237	171.3
Mtr.39006.1.S1_at	141.91	118.132	116.054
Mtr.39007.1.S1_at	521.021	499.413	498.822
Mtr.39008.1.S1_at	7.39972	8.16825	7.60464
Mtr.39008.1.S1_s_at	7.09138	9.21071	8.05799
Mtr.39009.1.S1_at	429.639	407.067	418.814
Mtr.3901.1.S1_at	6.44265	6.5559	6.74424
Mtr.39010.1.S1_at	59.2495	47.0468	56.4321
Mtr.39011.1.S1_at	260.043	364.829	476.816
Mtr.39012.1.S1_at	8.57225	8.61547	6.33312
Mtr.39013.1.S1_at	309.033	331.56	314.873
Mtr.39014.1.S1_at	620.679	657.026	581.552
Mtr.39015.1.S1_at	33.7592	34.3136	39.4132
Mtr.39016.1.S1_at	1280.52	1214.95	1198.79
Mtr.39017.1.S1_at	12.7539	7.72458	10.7763
Mtr.39018.1.S1_at	966.976	904.027	956.35
Mtr.39019.1.S1_s_at	11.4292	13.7523	14.5087
Mtr.3902.1.S1_at	6.68315	6.53905	6.65425
Mtr.39020.1.S1_at	10.7002	11.5875	10.2513
Mtr.39021.1.S1_at	65.9417	45.638	71.5672
Mtr.39022.1.S1_at	15.6981	20.1665	26.489
Mtr.39023.1.S1_at	49.6612	44.2678	38.3043
Mtr.39025.1.S1_at	406.521	456.725	436.5
Mtr.39026.1.S1_at	53.6526	49.8174	58.6526
Mtr.39027.1.S1_at	9.46601	12.9136	13.6959
Mtr.39027.1.S1_s_at	203.465	192.769	252.34
Mtr.39028.1.S1_at	1094.6	1136.04	971.582
Mtr.39029.1.S1_at	47.9531	63.5328	49.4756
Mtr.3903.1.S1_at	8.17329	8.5737	9.13403
Mtr.39030.1.S1_at	268.606	259.768	252.694
Mtr.39031.1.S1_at	685.225	660.375	618.609
Mtr.39032.1.S1_at	380.667	335.457	328.246
Mtr.39033.1.S1_at	12.3881	12.53	9.8598
Mtr.39034.1.S1_at	295.758	243.316	236.241
Mtr.39035.1.S1_at	19.0633	16.3932	11.3998
Mtr.39036.1.S1_at	680.48	796.956	555.939
Mtr.39037.1.S1_at	6.04936	5.26248	5.83274
Mtr.39038.1.S1_at	758.311	725.905	720.567
Mtr.39039.1.S1_at	1597.74	1515.38	1555.36
Mtr.3904.1.S1_at	6.41674	9.03201	6.79819
Mtr.39040.1.S1_at	124.008	108	102.167
Mtr.39040.1.S1_s_at	115.545	113.167	120.487
Mtr.39041.1.S1_at	117.481	126.168	110.122
Mtr.39042.1.S1_at	9.19474	8.50972	9.07745
Mtr.39043.1.S1_at	19.5512	22.8177	12.6978
Mtr.39044.1.S1_at	108.59	72.5365	66.091
Mtr.39045.1.S1_at	204.809	208.29	161.916
Mtr.39046.1.S1_at	901.786	964.33	866.884
Mtr.39047.1.S1_at	543.48	478.873	518.683
Mtr.39048.1.S1_at	39.9408	39.6711	37.8377
Mtr.39049.1.S1_at	622.175	609.928	583.589
Mtr.3905.1.S1_at	8.71797	7.41363	6.85273
Mtr.39050.1.S1_at	12.1229	9.6925	12.2968
Mtr.39051.1.S1_at	136.625	140.857	135.361
Mtr.39052.1.S1_at	8.24205	9.28349	7.72823
Mtr.39053.1.S1_at	490.681	473.84	473.439
