Probeset	ART_03dpi_control_1	ART_03dpi_control_2	ART_03dpi_control_3
Mtr.12781.1.S1_at	721.458	698.721	663.166
Mtr.12782.1.S1_at	922.778	948.189	918.674
Mtr.12783.1.S1_at	9.2275	11.5283	11.421
Mtr.12784.1.S1_at	1249.91	1326.72	1310.93
Mtr.12785.1.S1_at	494.099	559.36	550.809
Mtr.12786.1.S1_at	546.893	495.837	571.452
Mtr.12787.1.S1_at	361.939	335.348	344.695
Mtr.12788.1.S1_at	288.788	319.496	296.922
Mtr.12788.1.S1_s_at	302.219	289.916	292.657
Mtr.12789.1.S1_at	1202.72	1242.52	1289.32
Mtr.1279.1.S1_at	12.6405	12.3363	11.865
Mtr.12790.1.S1_at	562.273	608.894	554.214
Mtr.12791.1.S1_at	1088.97	1023.03	1137.79
Mtr.12792.1.S1_at	6499.84	6355.06	6978.67
Mtr.12793.1.S1_at	714.548	728.107	673.205
Mtr.12794.1.S1_at	1182.92	1276.34	1213.67
Mtr.12795.1.S1_at	1031.05	1065.45	1078.67
Mtr.12796.1.S1_at	19.5154	20.5593	31.399
Mtr.12797.1.S1_at	11.444	10.4916	14.2549
Mtr.12798.1.S1_at	11.1635	9.04023	8.39694
Mtr.12799.1.S1_at	19.1893	34.5975	37.3925
Mtr.128.1.S1_at	7.88628	7.2613	7.41228
Mtr.12800.1.S1_at	211.794	188.222	293.442
Mtr.12801.1.S1_s_at	10.3523	7.7034	10.6614
Mtr.12802.1.S1_at	44.2168	23.6164	25.6565
Mtr.12803.1.S1_at	599.498	537.458	590.17
Mtr.12804.1.S1_at	208.708	221.595	186.205
Mtr.12804.1.S1_s_at	246.458	258.88	247.697
Mtr.12805.1.S1_at	17.3704	24.7568	26.6055
Mtr.12806.1.S1_at	352.957	350.124	360.379
Mtr.12807.1.S1_at	1106.2	1205.18	1121.16
Mtr.12808.1.S1_at	174.251	182.468	144.823
Mtr.12809.1.S1_at	89.1314	100.924	100.643
Mtr.1281.1.S1_at	294.551	296.815	309.229
Mtr.12810.1.S1_at	620.408	627.893	601.972
Mtr.12811.1.S1_at	2342.94	2490.58	2406.57
Mtr.12812.1.S1_at	896.28	856.523	877.27
Mtr.12813.1.S1_at	37.2152	43.767	43.5124
Mtr.12814.1.S1_at	105.63	108.678	93.4457
Mtr.12815.1.S1_at	102.785	110.899	121.96
Mtr.12816.1.S1_at	641.039	825.055	712.352
Mtr.12817.1.S1_at	266.807	249.91	261.231
Mtr.12818.1.S1_at	1028.48	1035.25	989.852
Mtr.12819.1.S1_at	1685.3	1691.11	1609.26
Mtr.1282.1.S1_at	7.98844	8.28116	7.11388
Mtr.12820.1.S1_at	414.709	416.161	362.777
Mtr.12821.1.S1_at	25.2294	25.6303	19.7947
Mtr.12821.1.S1_s_at	27.5605	20.8259	21.4357
Mtr.12822.1.S1_at	2437.58	2832.23	2983.86
Mtr.12823.1.S1_at	738.721	697.564	754.202
Mtr.12824.1.S1_at	9.86882	11.0273	11.5565
Mtr.12825.1.S1_at	3970.89	3829.05	3913.35
Mtr.12826.1.S1_s_at	556.418	533.173	515.609
Mtr.12827.1.S1_at	220.079	226.831	203.533
Mtr.12828.1.S1_at	1094.74	1040.97	962.205
Mtr.12829.1.S1_at	1845.11	1862.11	1710.87
Mtr.1283.1.S1_at	7.467	6.15974	6.9308
Mtr.12830.1.S1_at	1435.68	1417.78	1384.87
Mtr.12831.1.S1_at	318.02	308.313	273.35
Mtr.12832.1.S1_at	1681.59	1714.03	1709.33
Mtr.12833.1.S1_at	35.9438	18.4335	38.6038
Mtr.12834.1.S1_at	5.98965	6.48794	4.9588
Mtr.12835.1.S1_at	1029.42	885.529	879.384
Mtr.12836.1.S1_at	1337.94	1334.87	1240.64
Mtr.12837.1.S1_at	309.856	351.44	310.841
Mtr.12838.1.S1_at	151.227	199.616	283.016
Mtr.12839.1.S1_at	31.3351	27.2657	26.1655
Mtr.12840.1.S1_at	8.03485	11.8258	10.6097
Mtr.12841.1.S1_at	1695.6	1671.38	1694.73
Mtr.12842.1.S1_at	12.7063	10.1866	11.6248
Mtr.12843.1.S1_at	2643.41	2617.06	2554.25
Mtr.12844.1.S1_at	13.3704	8.97856	14.1974
Mtr.12845.1.S1_at	6.85609	7.13291	5.59429
Mtr.12846.1.S1_at	31.1263	33.4422	32.2176
Mtr.12847.1.S1_at	176.723	179.43	184.441
Mtr.12848.1.S1_at	839.638	1030.02	897.469
Mtr.12849.1.S1_at	2233.9	2205.04	2148.1
Mtr.1285.1.S1_at	361.985	324.118	351.324
Mtr.1285.1.S1_s_at	2628.85	2744.17	2725.63
Mtr.12850.1.S1_at	53.8611	69.2435	58.4551
Mtr.12851.1.S1_at	6.92212	7.62502	8.04042
Mtr.12852.1.S1_at	194.196	182.43	172.541
Mtr.12853.1.S1_at	1258.07	1154.36	1166.25
Mtr.12854.1.S1_at	6.67629	6.05628	9.12357
Mtr.12855.1.S1_at	678.664	664.512	629.287
Mtr.12856.1.S1_at	204.625	226.831	215.275
Mtr.12857.1.S1_at	258.944	316.308	258.948
Mtr.12858.1.S1_at	272.282	244.664	228.133
Mtr.12859.1.S1_at	189.907	186.649	174.581
Mtr.12860.1.S1_at	458.183	422.428	389.704
Mtr.12861.1.S1_at	440.8	423.005	431.684
Mtr.12862.1.S1_at	1526.69	1577.8	1700.32
Mtr.12863.1.S1_at	11.5266	12.8588	9.73778
Mtr.12864.1.S1_at	6.68622	7.48803	6.63209
Mtr.12865.1.S1_at	359.382	381.923	406.862
Mtr.12865.1.S1_s_at	910.252	806.074	845.996
Mtr.12866.1.S1_at	1040.3	1122.74	990.079
Mtr.12867.1.S1_s_at	19.2648	19.6964	19.6461
Mtr.12868.1.S1_at	275.139	272.447	324.176
Mtr.12869.1.S1_at	828.783	724.952	727.37
Mtr.1287.1.S1_at	6.99828	7.41063	7.32699
Mtr.12870.1.S1_at	2890.93	3233.11	2727.03
Mtr.12871.1.S1_at	78.6505	64.8274	72.7997
Mtr.12872.1.S1_at	2691.91	2549.15	2404.54
Mtr.12873.1.S1_at	870.672	871.502	881.729
Mtr.12874.1.S1_at	1135.59	1199.24	1158.08
Mtr.12875.1.S1_at	7.11247	6.88344	5.77342
Mtr.12876.1.S1_at	32.9861	28.8537	29.1953
Mtr.12877.1.S1_at	103.733	91.6964	104.961
Mtr.12878.1.S1_at	1514.71	1366.83	1381.36
Mtr.12879.1.S1_at	65.1458	52.6391	65.9759
Mtr.12880.1.S1_at	19.2326	24.807	17.8871
Mtr.12881.1.S1_at	38.7146	34.585	50.9476
Mtr.12882.1.S1_at	471.57	461.654	584.722
Mtr.12883.1.S1_at	732.084	676.96	678.394
Mtr.12884.1.S1_at	147.201	133.94	133.346
Mtr.12885.1.S1_at	1250.67	1237.94	1127.39
Mtr.12886.1.S1_at	221.817	216.821	237.741
Mtr.12887.1.S1_at	101.764	116.978	76.4267
Mtr.12888.1.S1_at	291.292	237.09	206.452
Mtr.12889.1.S1_at	10.7286	12.4253	10.4266
Mtr.1289.1.S1_x_at	6.96747	8.07865	6.59173
Mtr.12890.1.S1_at	137.256	126.317	125.481
Mtr.12891.1.S1_at	528.389	525.354	536.854
Mtr.12892.1.S1_at	1191.56	1274.2	1288.37
Mtr.12893.1.S1_at	384.556	374.73	316.3
Mtr.12894.1.S1_at	1107.02	1128.42	1033.88
Mtr.12895.1.S1_at	602.227	542.493	607.074
Mtr.12896.1.S1_s_at	80.4877	66.5592	80.787
Mtr.12897.1.S1_at	1874.15	1874.3	1806.91
Mtr.12898.1.S1_at	226.611	267.593	243.43
Mtr.12899.1.S1_at	12.1103	7.02085	9.27339
Mtr.12899.1.S1_s_at	12.1103	11.2034	11.8891
Mtr.129.1.S1_at	298.01	325.387	351.226
Mtr.1290.1.S1_x_at	7.35949	8.3897	7.98028
Mtr.12900.1.S1_at	6.98222	8.63281	6.13785
Mtr.12901.1.S1_at	245.919	250.852	268.821
Mtr.12902.1.S1_s_at	289.376	247.589	239.549
Mtr.12903.1.S1_at	680.216	644.104	714.156
Mtr.12904.1.S1_at	201.411	155.809	212.504
Mtr.12905.1.S1_at	232.679	220.536	221.184
Mtr.12906.1.S1_at	124.846	157.641	98.4131
Mtr.12907.1.S1_at	14.317	13.4723	14.3833
Mtr.12908.1.S1_at	203.069	195.22	177.696
Mtr.12909.1.S1_at	56.1312	52.8599	54.8112
Mtr.1291.1.S1_at	8.13223	6.94118	6.85219
Mtr.12910.1.S1_at	418.749	408.498	458.895
Mtr.12910.1.S1_s_at	482.032	430.727	462.77
Mtr.12911.1.S1_at	163.99	192.063	183.672
Mtr.12911.1.S1_s_at	318.222	318.218	305.343
Mtr.12912.1.S1_at	1116.27	1028.27	1011.2
Mtr.12913.1.S1_at	209.796	229.698	206.816
Mtr.12914.1.S1_at	549.641	535.8	476.964
Mtr.12915.1.S1_at	1720.42	1479.41	1546.5
Mtr.12916.1.S1_at	15.7096	14.3668	19.0336
Mtr.12917.1.S1_at	24.8	17.1432	23.7252
Mtr.12918.1.S1_at	18.3629	16.8926	12.44
Mtr.12919.1.S1_at	14.0895	19.379	15.0182
Mtr.1292.1.S1_at	10.661	13.4795	16.7608
Mtr.12920.1.S1_s_at	338.741	334.541	372.504
Mtr.12921.1.S1_at	41.1089	66.6273	34.572
Mtr.12922.1.S1_at	311.684	271.426	315.006
Mtr.12923.1.S1_at	51.8497	34.3836	45.0933
Mtr.12924.1.S1_at	787.592	709.198	756.163
Mtr.12925.1.S1_at	908.906	947.584	843.365
Mtr.12926.1.S1_at	1943.35	1991.7	2008.26
Mtr.12927.1.S1_at	52.2444	51.1191	60.8167
Mtr.12928.1.S1_at	223.61	244.031	230.851
Mtr.12929.1.S1_at	499.272	526.953	528.789
Mtr.1293.1.S1_at	8.55511	5.55432	6.41785
Mtr.12930.1.S1_at	139.241	126.096	122.018
Mtr.12931.1.S1_at	38.428	35.1454	32.3089
Mtr.12932.1.S1_at	62.265	36.3994	32.8587
Mtr.12933.1.S1_at	459.94	450.63	408.135
Mtr.12934.1.S1_at	2258.39	1977.5	2019.49
Mtr.12935.1.S1_at	752.1	745.166	756.141
Mtr.12936.1.S1_at	576.898	622.867	639.252
Mtr.12937.1.S1_s_at	45.9321	46.0344	49.3591
Mtr.12938.1.S1_at	467.463	512.521	561.752
Mtr.12939.1.S1_at	347.647	354.339	325.151
Mtr.12940.1.S1_at	26.064	17.7767	20.0951
Mtr.12941.1.S1_at	411.299	354.184	337.943
Mtr.12942.1.S1_at	10.8031	12.6787	11.7811
Mtr.12943.1.S1_at	15.1767	12.5289	13.9114
Mtr.12944.1.S1_at	502.236	451.235	586.198
Mtr.12945.1.S1_at	1491.99	1414.32	1258.77
Mtr.12946.1.S1_at	1156.51	1168.16	1198.03
Mtr.12947.1.S1_at	729.468	706.416	680.225
Mtr.12948.1.S1_at	103.044	108.353	84.3764
Mtr.12949.1.S1_at	19.9314	16.6488	23.6202
Mtr.12950.1.S1_at	19.3448	27.477	24.1596
Mtr.12951.1.S1_at	436.016	463.587	473.976
Mtr.12952.1.S1_at	2142.99	2149.77	1980.23
Mtr.12953.1.S1_at	2230.69	2153.04	2599.43
Mtr.12954.1.S1_at	92.4183	111.447	102.441
Mtr.12955.1.S1_at	202.055	201.456	187.944
Mtr.12956.1.S1_at	6.20902	7.42636	8.16056
Mtr.12957.1.S1_at	23.3149	23.0312	20.5224
Mtr.12958.1.S1_at	333.609	516.584	579.188
Mtr.12959.1.S1_at	10.6174	10.6797	11.0455
Mtr.12959.1.S1_s_at	7.53076	8.49978	9.12357
Mtr.1296.1.S1_at	19.2177	17.2505	16.1908
Mtr.12960.1.S1_at	433.69	434.287	442.721
Mtr.12961.1.S1_at	1512.03	1590.48	1741.04
Mtr.12962.1.S1_at	629.99	547.751	671.401
Mtr.12964.1.S1_at	14.3122	11.9119	11.0269
Mtr.12965.1.S1_at	5.4874	6.77444	6.33201
Mtr.12966.1.S1_at	5.55687	5.7502	6.37087
Mtr.12967.1.S1_at	9.85513	11.4074	10.709
Mtr.12968.1.S1_at	1916	1935.32	2218.84
Mtr.12969.1.S1_at	1151.14	1095.88	1114.78
Mtr.1297.1.S1_x_at	7.98061	9.78819	7.10997
Mtr.12970.1.S1_at	39.9704	44.9385	34.3142
Mtr.12971.1.S1_at	432.985	443.091	427.615
Mtr.12972.1.S1_at	448.642	485.985	442.153
Mtr.12973.1.S1_at	1780.27	1666.78	1624.17
Mtr.12974.1.S1_at	17.9104	20.3036	18.4256
Mtr.12975.1.S1_at	133.704	82.2718	90.878
Mtr.12976.1.S1_at	384.372	361.173	363.126
Mtr.12977.1.S1_at	958.219	980.583	969.221
Mtr.12978.1.S1_at	1664.57	1591.67	1566.25
Mtr.12979.1.S1_at	22.8886	28.6659	30.3338
Mtr.1298.1.S1_at	111.319	123.463	92.4274
Mtr.12980.1.S1_at	16.5891	23.9537	17.412
Mtr.12981.1.S1_at	54.0378	58.6138	57.1598
Mtr.12982.1.S1_at	651.039	633.002	666.902
Mtr.12983.1.S1_at	1154.96	1403.74	768.328
Mtr.12984.1.S1_at	124.796	116.203	108.197
Mtr.12985.1.S1_at	757.744	770.953	749.753
Mtr.12986.1.S1_at	762.327	733.881	708.102
Mtr.12987.1.S1_at	588.215	583.019	575.212
Mtr.12988.1.S1_at	400.49	457.509	358.901
Mtr.12989.1.S1_at	98.9567	93.0903	98.2119
Mtr.1299.1.S1_s_at	21.2519	21.4581	22.4812
Mtr.12990.1.S1_at	1395.22	1451.14	1318.53
Mtr.12991.1.S1_at	653.342	672.772	672.161
Mtr.12992.1.S1_at	483.394	466.774	442.417
Mtr.12993.1.S1_x_at	6.47401	6.82972	6.63159
Mtr.12994.1.S1_at	1203.43	1187.05	1271.9
Mtr.12995.1.S1_at	413.046	399.651	406.473
Mtr.12996.1.S1_at	410.632	417.042	347.868
Mtr.12997.1.S1_at	40.5522	45.4955	45.2293
Mtr.12998.1.S1_at	457.571	419.954	399.988
Mtr.12999.1.S1_at	584.387	628.16	585.682
Mtr.13.1.S1_at	6.28636	7.36447	7.13184
Mtr.130.1.S1_s_at	376.814	352.572	382.197
Mtr.1300.1.S1_at	8.96039	10.3203	9.71234
Mtr.13000.1.S1_at	1394.05	1297.62	1288.96
Mtr.13001.1.S1_at	21.8215	16.2409	20.2439
Mtr.13001.1.S1_s_at	50.8287	55.2911	50.1858
Mtr.13002.1.S1_at	857.902	955.094	879.225
Mtr.13003.1.S1_at	8.56211	10.2179	10.0941
Mtr.13004.1.S1_at	7.50845	9.46555	6.84775
Mtr.13005.1.S1_at	289.662	285.906	271.904
Mtr.13006.1.S1_at	700.892	624.104	600.021
Mtr.13007.1.S1_at	87.2778	92.8264	83.5901
Mtr.13008.1.S1_at	65.9814	71.5665	89.1632
Mtr.13009.1.S1_s_at	448.863	388.214	401.617
Mtr.1301.1.S1_at	6.12639	6.5932	6.48942
Mtr.13010.1.S1_at	310.634	360.033	408.569
Mtr.13011.1.S1_at	89.6889	86.1176	79.6418
Mtr.13012.1.S1_at	537.204	566.388	584.62
Mtr.13013.1.S1_at	129.504	106.043	112.479
Mtr.13014.1.S1_at	1600.13	1506.32	1414.53
Mtr.13015.1.S1_at	371.039	363.556	358.666
Mtr.13016.1.S1_at	866.893	929.361	934.84
Mtr.13017.1.S1_at	693.261	614.007	605.659
Mtr.13018.1.S1_at	674.347	616.505	642.791
Mtr.13019.1.S1_at	36.7915	34.4024	51.6011
Mtr.1302.1.S1_at	8.8336	8.95155	8.27942
Mtr.13020.1.S1_at	208.848	227.454	219.792
Mtr.13021.1.S1_at	167.516	184.866	176.78
Mtr.13022.1.S1_at	6.59734	6.88245	8.35128
Mtr.13023.1.S1_at	287.894	268.217	282.743
Mtr.13024.1.S1_at	68.5051	67.0674	44.8572
Mtr.13025.1.S1_at	93.9547	99.769	93.4286
Mtr.13025.1.S1_s_at	835.26	871.381	883.576
Mtr.13026.1.S1_at	3945.3	3483.44	4012.98
Mtr.13027.1.S1_at	381.091	375.411	393.782
Mtr.13028.1.S1_at	1223.33	1141.32	1188.73
Mtr.13029.1.S1_at	6.30542	6.06312	7.44289
Mtr.1303.1.S1_at	9.2081	9.60192	9.53722
Mtr.13030.1.S1_at	652.109	614.745	618.82
Mtr.13031.1.S1_at	37.7992	47.5106	39.6066
Mtr.13032.1.S1_at	689.798	668.769	612.797
Mtr.13033.1.S1_at	6878.37	5819.12	6310.01
Mtr.13034.1.S1_at	1210.29	1222.93	1168.84
Mtr.13035.1.S1_at	42.6145	39.3045	47.3882
Mtr.13036.1.S1_at	942.925	900.879	885.351
Mtr.13037.1.S1_at	1191.82	909.189	1135.06
Mtr.13038.1.S1_at	454.39	421.008	480.645
Mtr.13039.1.S1_at	83.8664	87.1687	77.8637
Mtr.1304.1.S1_at	276.413	251.089	276.787
Mtr.13040.1.S1_at	1086.42	1061.45	1106.92
Mtr.13041.1.S1_s_at	43.2943	52.7908	53.794
Mtr.13042.1.S1_at	2086.96	1913.71	1835.88
Mtr.13043.1.S1_s_at	59.1584	68.7208	53.6914
Mtr.13044.1.S1_at	231.554	219.286	289.744
Mtr.13045.1.S1_s_at	24.5892	28.3907	25.44
Mtr.13046.1.S1_at	1101.81	1100.27	1090.7
Mtr.13047.1.S1_at	318.09	328.171	287.38
Mtr.13048.1.S1_at	182.762	163.784	151.099
Mtr.13049.1.S1_at	143.13	89.0579	214.873
Mtr.1305.1.S1_at	8.9327	7.28234	6.25884
Mtr.13050.1.S1_at	204.809	238.811	251.076
Mtr.13051.1.S1_at	152.501	146.672	152.772
Mtr.13052.1.S1_at	210.685	204.276	204.145
Mtr.13053.1.S1_at	2008.31	1831.5	1759.98
Mtr.13053.1.S1_s_at	4122.1	3759.66	3701.86
Mtr.13054.1.S1_at	247.307	250.055	192.467
Mtr.13055.1.S1_at	6.66023	7.03757	7.11938
Mtr.13056.1.S1_at	164.251	169.714	167.04
Mtr.13057.1.S1_at	8.41	7.60095	10.6698
Mtr.13058.1.S1_at	1463.81	1386.23	1568.58
Mtr.13059.1.S1_at	159.769	180.113	172.668
Mtr.1306.1.S1_at	8.6018	9.51393	8.11942
Mtr.13060.1.S1_at	40.93	25.706	33.6552
Mtr.13061.1.S1_at	223.334	231.215	232.111
Mtr.13062.1.S1_at	1004.97	944.101	928.337
Mtr.13063.1.S1_at	136.62	142.752	163.455
Mtr.13064.1.S1_at	1329.58	1332.38	1320.8
Mtr.13065.1.S1_at	31.4421	28.0709	31.2396
Mtr.13066.1.S1_at	556.052	568.487	569.835
Mtr.13067.1.S1_at	1282.47	1164.74	1344.37
Mtr.13068.1.S1_at	89.3645	60.826	58.1878
Mtr.13069.1.S1_at	747.843	677.046	751.881
Mtr.13070.1.S1_at	13.0747	16.9153	11.6721
Mtr.13071.1.S1_at	12.8021	12.0072	12.7492
Mtr.13072.1.S1_at	44.6357	43.6078	36.6391
Mtr.13073.1.S1_at	206.404	218.299	172.294
Mtr.13074.1.S1_a_at	538.1	470.993	449.268
Mtr.13075.1.S1_at	315.446	306.664	329.688
Mtr.13076.1.S1_at	79.7696	67.0068	85.4087
Mtr.13077.1.S1_at	3623.05	3504.62	3475.62
Mtr.13078.1.S1_s_at	90.4774	91.603	98.1175
Mtr.13078.1.S1_x_at	12.1484	10.789	12.6547
Mtr.13079.1.S1_s_at	159.758	152.93	135.019
Mtr.1308.1.S1_at	6.19385	6.12986	6.01751
Mtr.1308.1.S1_x_at	5.3104	5.78436	5.42173
Mtr.13080.1.S1_at	20.0701	20.2217	16.2268
Mtr.13081.1.S1_at	9.47001	12.4884	10.6427
Mtr.13082.1.S1_at	314.134	306.367	311.475
Mtr.13083.1.S1_at	211.249	210.501	204.637
Mtr.13085.1.S1_at	915.968	909.806	934.4
Mtr.13086.1.S1_at	7.66365	7.91124	7.94677
Mtr.13087.1.S1_at	134.041	127.436	125.808
Mtr.13088.1.S1_at	426.557	388.985	401.34
Mtr.13089.1.S1_at	58.8923	69.5972	57.5994
Mtr.1309.1.S1_at	9.60284	8.11488	8.50365
Mtr.13090.1.S1_at	63.2866	59.4307	52.1079
Mtr.13091.1.S1_at	989.352	928.35	822.18
Mtr.13092.1.S1_at	472.878	457.068	426.43
Mtr.13093.1.S1_at	388.524	381.897	385.505
Mtr.13094.1.S1_at	788.632	667.485	846.777
Mtr.13095.1.S1_at	240.497	223.236	235.285
Mtr.13096.1.S1_at	37.2633	32.2514	28.5546
Mtr.13097.1.S1_at	15.7651	15.0675	15.0376
Mtr.13098.1.S1_at	7.90255	6.28518	6.85273
Mtr.13099.1.S1_at	798.501	741.574	811.718
Mtr.131.1.S1_at	10.9112	11.0214	9.95782
Mtr.13100.1.S1_at	678.37	650.746	523.846
Mtr.13101.1.S1_at	1183.62	1227.18	1161.32
Mtr.13102.1.S1_at	155.692	148.705	149.239
Mtr.13103.1.S1_at	1497.76	1562.89	1493.4
Mtr.13104.1.S1_at	145.849	134.403	138.814
Mtr.13105.1.S1_at	19.8593	15.0985	13.8607
Mtr.13106.1.S1_at	943.836	948.259	904.74
Mtr.13108.1.S1_at	18.5342	16.6488	15.3267
Mtr.13109.1.S1_at	383.488	401.033	390.765
Mtr.1311.1.S1_at	11.5546	12.4848	11.885
Mtr.13110.1.S1_at	306.143	278.819	284.094
Mtr.13111.1.S1_at	170.081	158.403	136.016
Mtr.13112.1.S1_at	125.26	125.233	121.367
Mtr.13113.1.S1_at	82.6476	76.269	74.4907
Mtr.13114.1.S1_at	40.2519	21.8104	22.1735
Mtr.13115.1.S1_at	579.446	562.15	588.904
Mtr.13116.1.S1_at	626.795	776.307	590.643
Mtr.13117.1.S1_at	155.826	142.809	163.623
Mtr.13118.1.S1_at	1089.81	1094.07	1110.49
Mtr.13119.1.S1_at	8.95825	7.49094	7.20094
Mtr.1312.1.S1_at	39.5708	42.3217	45.5175
Mtr.13120.1.S1_at	1530.01	1556.62	1347.13
Mtr.13121.1.S1_at	2751.39	2691.06	2784.01
Mtr.13122.1.S1_at	3776.8	3683.07	3601.1
Mtr.13123.1.S1_at	514.236	465.641	480.397
Mtr.13124.1.S1_at	56.2923	62.4261	57.441
Mtr.13125.1.S1_at	200.945	189.405	195.698
Mtr.13126.1.S1_at	53.0231	41.6531	30.1622
Mtr.13127.1.S1_at	759.144	723.255	746.675
Mtr.13128.1.S1_at	1678.69	1653.33	1655.16
Mtr.13129.1.S1_at	5.87255	6.49796	5.48787
Mtr.1313.1.S1_at	22.2814	16.1363	16.9405
Mtr.13130.1.S1_at	550.223	515.044	501.318
Mtr.13131.1.S1_at	1240.28	1139.51	1147.77
Mtr.13132.1.S1_at	554.899	495.039	464.342
Mtr.13132.1.S1_a_at	388.757	391.32	360.404
Mtr.13133.1.S1_at	220.108	230.388	210.7
Mtr.13134.1.S1_at	14.1663	13.7295	16.9731
Mtr.13135.1.S1_at	7.1626	7.6468	6.62663
Mtr.13136.1.S1_at	653.676	934.174	1143.87
Mtr.13136.1.S1_s_at	275.1	379.118	463.879
Mtr.13137.1.S1_at	223.843	228.392	205.506
Mtr.13138.1.S1_at	10.6107	8.89199	7.75085
Mtr.13139.1.S1_at	531.925	549.795	685.127
Mtr.1314.1.S1_at	37.7309	44.2806	47.957
Mtr.13140.1.S1_at	125.952	128.326	128.235
Mtr.13141.1.S1_at	361.062	362.763	426.754
Mtr.13142.1.S1_at	940.845	892.724	828.622
Mtr.13143.1.S1_at	30.8757	22.8349	17.857
Mtr.13144.1.S1_at	239.15	201.513	190.576
Mtr.13145.1.S1_at	923.202	865.996	845.696
Mtr.13146.1.S1_at	1039.66	1023.42	889.03
Mtr.13147.1.S1_at	757.548	869.96	723.704
Mtr.13148.1.S1_at	258.544	238.285	244.191
Mtr.13149.1.S1_at	36.4826	29.8967	32.1862
Mtr.13150.1.S1_at	336.913	282.746	229.181
Mtr.13151.1.S1_at	64.9921	53.3694	56.2549
Mtr.13152.1.S1_at	180.121	177.395	169.514
Mtr.13153.1.S1_at	12.4417	13.1686	16.5528
Mtr.13154.1.S1_at	14.1663	22.502	19.0191
Mtr.13154.1.S1_s_at	229.808	221.368	191.501
Mtr.13155.1.S1_at	147.173	151.514	141.042
Mtr.13156.1.S1_at	354.231	306.233	327.611
Mtr.13157.1.S1_at	525.584	509.762	568.081
Mtr.13158.1.S1_at	784.139	752.518	724.3
Mtr.13159.1.S1_at	11.2294	10.1409	11.2173
Mtr.1316.1.S1_at	12.8605	17.7678	17.2691
Mtr.13160.1.S1_at	6.58871	8.83195	8.10092
Mtr.13161.1.S1_at	105.332	118.461	136.496
Mtr.13162.1.S1_s_at	71.8099	53.0039	58.8975
Mtr.13163.1.S1_at	1313.88	1332.95	1371.92
Mtr.13165.1.S1_s_at	55.6853	60.316	35.3437
Mtr.13166.1.S1_at	274.377	245.965	226.049
Mtr.13167.1.S1_at	326.183	284.435	276.479
Mtr.13168.1.S1_at	1053.16	998.612	1020.91
Mtr.13169.1.S1_at	106.265	122.996	97.7704
Mtr.1317.1.S1_at	11.7358	15.3728	14.3104
Mtr.13170.1.S1_at	354.401	318.957	297.305
Mtr.13171.1.S1_at	101.163	107.656	112.165
Mtr.13172.1.S1_at	103.581	92.3001	93.1488
Mtr.13173.1.S1_at	2464.31	2351.85	2486.68
Mtr.13174.1.S1_at	269.262	275.026	272.837
Mtr.13175.1.S1_at	560.765	565.117	539.169
Mtr.13176.1.S1_at	402.684	383.269	358.098
Mtr.13177.1.S1_at	727.258	775.122	669.256
Mtr.13178.1.S1_at	281.186	256.908	264.836
Mtr.13179.1.S1_at	323.38	338.241	315.817
Mtr.1318.1.S1_at	12.8317	11.6389	13.863
Mtr.1318.1.S1_s_at	205.639	204.367	181.08
Mtr.13180.1.S1_at	681.808	667.599	626.152
Mtr.13181.1.S1_at	225.84	223.365	222.087
Mtr.13182.1.S1_at	771.52	776.333	768.902
Mtr.13183.1.S1_at	124.31	135.262	138.905
Mtr.13184.1.S1_at	126.382	115.695	122.067
Mtr.13185.1.S1_at	977.9	991.117	848.453
Mtr.13186.1.S1_at	233.081	247.03	220.407
Mtr.13187.1.S1_at	218.579	203.977	190.245
Mtr.13188.1.S1_at	18.5305	27.3617	19.0948
Mtr.13189.1.S1_at	106.926	84.3361	93.5402
Mtr.1319.1.S1_at	6.73487	7.51555	6.11119
Mtr.1319.1.S1_s_at	19.0089	17.2225	17.2243
Mtr.13190.1.S1_at	36.3253	46.1765	35.525
Mtr.13191.1.S1_at	702.212	658.616	637.328
Mtr.13192.1.S1_at	17.9348	20.2545	26.3127
Mtr.13193.1.S1_at	30.2996	23.8083	19.7786
Mtr.13193.1.S1_a_at	37.6859	51.3237	50.6579
Mtr.13194.1.S1_at	421.366	379.014	375.045
Mtr.13194.1.S1_s_at	359.819	326.44	328.525
Mtr.13195.1.S1_at	1510.33	1510.78	1594.09
Mtr.13196.1.S1_at	133.47	121.582	124.405
Mtr.13197.1.S1_at	19.024	18.1373	18.8722
Mtr.13198.1.S1_at	58.783	53.97	67.5072
Mtr.13199.1.S1_at	22.5163	29.9811	28.2487
Mtr.132.1.S1_s_at	9.20267	7.41535	8.74127
Mtr.1320.1.S1_at	10.8323	9.3427	12.0375
Mtr.13200.1.S1_at	150.261	172.862	149.61
Mtr.13201.1.S1_at	892.207	867.845	900.761
Mtr.13202.1.S1_at	18.2328	22.1781	15.5761
Mtr.13203.1.S1_at	65.8529	52.7356	74.7875
Mtr.13204.1.S1_at	741.984	687.391	700.886
Mtr.13205.1.S1_s_at	111.753	122.186	105.959
Mtr.13206.1.S1_at	633.514	679.739	610.953
Mtr.13207.1.S1_at	416.28	384.434	425.094
Mtr.13208.1.S1_at	7.83906	7.67016	7.93949
Mtr.13209.1.S1_at	40.1885	48.3391	42.9149
Mtr.1321.1.S1_at	8.55367	7.96074	7.07646
Mtr.13210.1.S1_at	675.003	620.879	616.218
