Probeset	ART_20dpi_control_1	ART_20dpi_control_2	ART_20dpi_control_3
Mtr.10059.1.S1_at	499.641	443.894	459.694
Mtr.1006.1.S1_at	6.22072	6.2313	5.68368
Mtr.10061.1.S1_at	25.562	26.5891	24.6483
Mtr.10062.1.S1_at	326.48	278.043	292.411
Mtr.10063.1.S1_at	16.1281	28.6908	20.3911
Mtr.10064.1.S1_at	186.968	176.681	195.255
Mtr.10065.1.S1_at	48.5188	47.8422	47.0554
Mtr.10066.1.S1_at	224.609	186.639	204.037
Mtr.10067.1.S1_at	13.9218	11.8246	10.4568
Mtr.10067.1.S1_s_at	342.512	380.571	362.437
Mtr.10068.1.S1_at	169.958	161.826	172.063
Mtr.10069.1.S1_at	26.3026	23.8648	23.3542
Mtr.1007.1.S1_at	12.2716	14.2664	12.9165
Mtr.10070.1.S1_at	138.143	126.182	121.321
Mtr.10071.1.S1_at	228.37	246.71	295.371
Mtr.10071.1.S1_s_at	93.5348	92.3079	106.632
Mtr.10072.1.S1_at	443.567	429.093	472.211
Mtr.10073.1.S1_at	11.0833	15.0824	15.4845
Mtr.10074.1.S1_at	6.2955	5.78404	6.44321
Mtr.10076.1.S1_at	8.63916	10.0794	9.77157
Mtr.10077.1.S1_at	471.717	407.838	432.629
Mtr.10078.1.S1_at	5.70074	7.30254	6.04906
Mtr.10079.1.S1_at	935.837	1226.63	1046.31
Mtr.1008.1.S1_at	6.48243	6.89779	7.45885
Mtr.10080.1.S1_at	6.62414	6.67196	7.08409
Mtr.10081.1.S1_at	17.5701	11.094	15.0215
Mtr.10081.1.S1_s_at	45.9508	43.5081	44.3274
Mtr.10082.1.S1_at	36.3632	39.7426	49.9334
Mtr.10083.1.S1_at	16.2499	11.4147	13.9827
Mtr.10084.1.S1_at	44.5317	47.3014	42.6674
Mtr.10085.1.S1_at	1354.6	1252.84	1403.78
Mtr.10086.1.S1_at	166.013	138.902	145.363
Mtr.10086.1.S1_s_at	286.824	256.336	249.005
Mtr.10087.1.S1_at	9.5998	9.15264	7.6486
Mtr.10088.1.S1_at	439.032	350.255	403.062
Mtr.10089.1.S1_at	7.82695	6.35338	7.25235
Mtr.1009.1.S1_at	6.7764	6.24824	6.5255
Mtr.10090.1.S1_at	95.827	112.579	113.043
Mtr.10091.1.S1_at	10.2219	14.9612	16.9425
Mtr.10092.1.S1_at	1142.57	1162.09	1089.99
Mtr.10093.1.S1_at	10.78	8.28178	10.8055
Mtr.10093.1.S1_x_at	8.59095	8.90513	8.194
Mtr.10094.1.S1_at	10.9183	9.35373	8.31697
Mtr.10095.1.S1_at	6.39662	7.91382	5.37662
Mtr.10096.1.S1_at	37.162	48.5038	47.0751
Mtr.10097.1.S1_at	30.8676	29.5165	22.4149
Mtr.10098.1.S1_at	10.6332	7.78095	8.50021
Mtr.10099.1.S1_s_at	25.464	24.4332	27.7062
Mtr.101.1.S1_at	5.96896	5.72629	5.06243
Mtr.1010.1.S1_at	70.6778	73.3758	76.7156
Mtr.10100.1.S1_at	10.2219	9.34243	9.51976
Mtr.10101.1.S1_at	70.7296	76.176	78.8666
Mtr.10102.1.S1_at	519.714	474.145	493.378
Mtr.10103.1.S1_at	8.08716	7.33777	7.71997
Mtr.10104.1.S1_at	96.7687	100.582	90.8075
Mtr.10105.1.S1_at	7.0571	6.74567	5.71049
Mtr.10105.1.S1_s_at	35.9588	33.751	22.6536
Mtr.10106.1.S1_at	21.8191	23.8433	15.3702
Mtr.10107.1.S1_at	55.12	54.4335	50.2699
Mtr.10107.1.S1_s_at	87.0594	99.6204	81.7981
Mtr.10108.1.S1_at	9.32047	6.56054	6.49416
Mtr.10109.1.S1_s_at	83.5194	62.2184	71.1303
Mtr.1011.1.S1_at	18.2412	16.8248	16.7782
Mtr.10110.1.S1_at	1125.7	983.693	1020.38
Mtr.10111.1.S1_at	20.6898	12.6514	14.1966
Mtr.10112.1.S1_at	11.6486	9.34243	11.8462
Mtr.10113.1.S1_at	12.8749	14.4972	12.9788
Mtr.10114.1.S1_at	10.2219	10.3725	9.27551
Mtr.10115.1.S1_at	68.2149	81.4297	74.0907
Mtr.10116.1.S1_at	354.692	337.115	407.833
Mtr.10116.1.S1_s_at	161.902	149.402	170.191
Mtr.10117.1.S1_at	14.234	25.7835	21.5575
Mtr.10118.1.S1_at	33.9801	31.7313	27.706
Mtr.10119.1.S1_at	36.1343	42.7138	38.697
Mtr.1012.1.S1_at	7.74028	10.7175	9.85319
Mtr.10120.1.S1_at	298.836	295.735	308.165
Mtr.10121.1.S1_at	95.7724	256.453	199.522
Mtr.10122.1.S1_at	8.63916	9.70413	8.92981
Mtr.10123.1.S1_at	186.205	190.474	190.21
Mtr.10124.1.S1_at	6.74591	8.90278	6.72516
Mtr.10125.1.S1_at	9.18057	12.0661	8.70846
Mtr.10126.1.S1_at	13.294	13.6654	17.8354
Mtr.10127.1.S1_at	52.5736	29.7764	43.9652
Mtr.10127.1.S1_s_at	190.688	186.609	152.02
Mtr.10128.1.S1_at	43.8672	34.7413	45.7683
Mtr.10129.1.S1_at	282.087	244.635	257.017
Mtr.1013.1.S1_at	9.64389	8.52976	8.55116
Mtr.10130.1.S1_at	89.7249	121.379	105.294
Mtr.10131.1.S1_at	80.688	69.2711	58.7776
Mtr.10132.1.S1_at	190.706	181.565	171.739
Mtr.10133.1.S1_at	566.637	571.775	542.966
Mtr.10134.1.S1_at	15.7362	16.4392	19.0782
Mtr.10135.1.S1_at	64.4976	55.0217	64.5739
Mtr.10136.1.S1_at	348.287	327.447	386.87
Mtr.10137.1.S1_at	38.7836	49.9716	38.0571
Mtr.10138.1.S1_at	210.691	217.023	175.787
Mtr.10139.1.S1_at	83.0964	132.334	114.167
Mtr.1014.1.S1_at	117.802	99.793	114.578
Mtr.10140.1.S1_at	14.0763	14.4521	13.3691
Mtr.10141.1.S1_at	10.0647	20.1134	13.3186
Mtr.10142.1.S1_at	35.7211	38.3186	34.5375
Mtr.10143.1.S1_at	7.42401	5.98888	7.0988
Mtr.10144.1.S1_at	207.447	356.962	344.061
Mtr.10145.1.S1_at	18.0118	22.9955	17.007
Mtr.10146.1.S1_at	7.32034	7.28781	7.58001
Mtr.10146.1.S1_s_at	7.72172	11.0885	8.60816
Mtr.10147.1.S1_at	11.5025	12.0952	10.2662
Mtr.10148.1.S1_at	149.739	224.231	199.363
Mtr.10149.1.S1_at	9.12296	7.01641	8.53144
Mtr.1015.1.S1_at	33.6376	31.9127	34.14
Mtr.10150.1.S1_at	14.9065	9.58133	12.0713
Mtr.10151.1.S1_s_at	41.5328	31.3157	31.7639
Mtr.10152.1.S1_at	296.068	234.813	249.278
Mtr.10153.1.S1_at	7.27913	8.66982	9.16664
Mtr.10153.1.S1_s_at	20.3283	20.448	20.9261
Mtr.10154.1.S1_at	7.5387	8.84515	10.3988
Mtr.10155.1.S1_at	106.801	98.0237	95.2565
Mtr.10156.1.S1_at	49.1299	30.4844	26.3348
Mtr.10157.1.S1_at	166.921	164.549	136.327
Mtr.10158.1.S1_at	458.778	388.46	395.724
Mtr.10159.1.S1_at	62.2173	35.8702	45.4672
Mtr.1016.1.S1_at	100.88	55.4867	87.9942
Mtr.10160.1.S1_at	9.43354	8.23206	6.09898
Mtr.10160.1.S1_x_at	7.11248	7.6412	8.48143
Mtr.10161.1.S1_at	265.176	262.493	254.174
Mtr.10162.1.S1_at	43.4647	58.4662	57.7997
Mtr.10163.1.S1_at	42.4045	59.7626	47.3481
Mtr.10164.1.S1_at	131.102	133.007	129.555
Mtr.10165.1.S1_at	949.15	738.734	894.266
Mtr.10166.1.S1_at	1355.61	1221.67	1287.68
Mtr.10167.1.S1_at	23.069	29.9027	23.1589
Mtr.10168.1.S1_at	91.4533	61.252	59.5975
Mtr.10169.1.S1_at	67.4346	67.8222	74.9739
Mtr.1017.1.S1_at	8.03728	7.50101	7.42055
Mtr.10170.1.S1_at	36.341	35.6776	27.7477
Mtr.10171.1.S1_at	29.1098	33.3723	28.696
Mtr.10172.1.S1_at	48.5322	55.5672	50.9805
Mtr.10173.1.S1_at	46.2292	114.031	113.045
Mtr.10174.1.S1_at	9.24079	9.17173	8.57521
Mtr.10175.1.S1_at	939.868	1227.3	1289.64
Mtr.10176.1.S1_at	410.754	358.667	350.206
Mtr.10177.1.S1_at	420.491	347.881	431.924
Mtr.10178.1.S1_at	637.393	688.501	688.911
Mtr.10179.1.S1_at	14.9219	13.2106	13.5938
Mtr.1018.1.S1_at	11.6764	10.3825	11.3752
Mtr.1018.1.S1_s_at	758.247	833.829	868.396
Mtr.10180.1.S1_at	24.4044	21.7105	21.7035
Mtr.10181.1.S1_at	26.0165	30.1396	37.8667
Mtr.10182.1.S1_at	20.3283	15.2631	11.1882
Mtr.10183.1.S1_s_at	42.4963	78.6794	57.7997
Mtr.10184.1.S1_at	29.9045	24.9103	17.7011
Mtr.10185.1.S1_at	46.5837	177.303	193.528
Mtr.10186.1.S1_at	34.7046	16.1529	20.5072
Mtr.10187.1.S1_at	557.826	389.738	412.419
Mtr.10188.1.S1_at	21.6085	45.4772	24.4558
Mtr.10188.1.S1_x_at	25.5952	56.7108	30.5163
Mtr.10189.1.S1_at	465.556	694.459	666.47
Mtr.1019.1.S1_at	8.46843	7.05956	7.03414
Mtr.10190.1.S1_at	12.7135	17.4089	19.2115
Mtr.10191.1.S1_at	9.64389	9.16871	11.7864
Mtr.10192.1.S1_at	59.9725	41.3897	55.4316
Mtr.10193.1.S1_at	233.103	180.874	195.164
Mtr.10194.1.S1_at	110.755	103.494	109.261
Mtr.10195.1.S1_at	7.25218	6.81192	7.88118
Mtr.10196.1.S1_at	69.8743	62.3984	72.273
Mtr.10197.1.S1_at	150.42	152.554	156.808
Mtr.10198.1.S1_at	14.0864	12.1143	11.1363
Mtr.10199.1.S1_at	1038.97	928.601	942.766
Mtr.10199.1.S1_s_at	950.041	802.862	878.128
Mtr.102.1.S1_x_at	31.6555	42.3975	31.1158
Mtr.1020.1.S1_at	65.1992	46.5049	47.0655
Mtr.10200.1.S1_at	508.345	564.842	557.9
Mtr.10201.1.S1_at	66.3117	59.2135	56.6236
Mtr.10202.1.S1_at	41.5028	28.1618	23.6953
Mtr.10203.1.S1_at	957.177	861.847	914.781
Mtr.10203.1.S1_s_at	640.344	565.657	602.308
Mtr.10204.1.S1_at	306.91	270.136	284.832
Mtr.10205.1.S1_at	49.1666	55.6483	46.9281
Mtr.10206.1.S1_at	6.11639	5.84573	7.17227
Mtr.10207.1.S1_at	54.7725	34.8403	43.3481
Mtr.10208.1.S1_at	6.21541	6.09382	6.32569
Mtr.10209.1.S1_at	177.985	232.563	193.627
Mtr.1021.1.S1_at	15.6202	14.665	12.8309
Mtr.10210.1.S1_at	9.1264	9.73539	7.33162
Mtr.10211.1.S1_at	787.575	660.002	718.329
Mtr.10212.1.S1_at	704.704	669.757	638.048
Mtr.10213.1.S1_at	59.5718	81.6346	59.9714
Mtr.10214.1.S1_at	6.72282	7.35902	7.47677
Mtr.10215.1.S1_at	81.3058	114.239	108.759
Mtr.10216.1.S1_at	127.386	129.585	114.932
Mtr.10217.1.S1_at	14.4693	13.3969	12.7813
Mtr.10218.1.S1_at	283.965	440.227	400.249
Mtr.10219.1.S1_at	115.439	111.746	95.8742
Mtr.1022.1.S1_at	6.48211	6.70591	5.78964
Mtr.10220.1.S1_s_at	24.4895	21.4059	28.229
Mtr.10221.1.S1_at	2405.64	2808.55	2272.16
Mtr.10222.1.S1_at	55.4652	61.6331	67.4219
Mtr.10223.1.S1_at	8.69325	6.87613	7.08649
Mtr.10224.1.S1_at	27.3685	49.7892	37.8691
Mtr.10225.1.S1_at	54.2498	44.7144	58.8488
Mtr.10226.1.S1_at	356.861	386.98	357.558
Mtr.10227.1.S1_at	6.89655	6.6724	7.81319
Mtr.10228.1.S1_at	7.77848	7.49011	8.74921
Mtr.10229.1.S1_at	30.5216	48.3232	34.019
Mtr.1023.1.S1_at	8.19632	7.63425	7.00076
Mtr.10230.1.S1_at	125.54	112.015	121.07
Mtr.10231.1.S1_at	25.2586	21.7271	21.5871
Mtr.10232.1.S1_at	16.2097	18.264	12.8319
Mtr.10233.1.S1_at	871.893	916.572	829.343
Mtr.10234.1.S1_at	7.80265	7.06266	6.49442
Mtr.10234.1.S1_s_at	44.8063	33.864	31.8192
Mtr.10235.1.S1_at	10.6298	33.7025	20.585
Mtr.10236.1.S1_at	57.2624	27.7697	43.8413
Mtr.10237.1.S1_at	29.8235	32.9891	32.4215
Mtr.10238.1.S1_at	125.787	123.425	148.695
Mtr.10239.1.S1_at	84.9809	106.136	88.5224
Mtr.10240.1.S1_at	388.892	450.972	418.743
Mtr.10241.1.S1_at	6.8936	7.13369	6.04906
Mtr.10242.1.S1_at	191.735	194.841	180.556
Mtr.10243.1.S1_at	69.0024	75.4541	68.0331
Mtr.10244.1.S1_at	140.058	148.898	134.543
Mtr.10245.1.S1_at	259.363	277.022	276.715
Mtr.10246.1.S1_at	14.8766	24.4712	18.8405
Mtr.10247.1.S1_at	788.862	683.696	719.047
Mtr.10248.1.S1_at	1727.05	1436.86	1619.05
Mtr.10249.1.S1_at	11.2598	9.62222	9.28952
Mtr.1025.1.S1_at	14.9924	14.8957	20.1584
Mtr.10250.1.S1_at	10.1708	9.44294	9.70037
Mtr.10251.1.S1_at	287.158	300.987	309.947
Mtr.10252.1.S1_at	12.6427	12.8648	15.5328
Mtr.10253.1.S1_at	285.085	620.164	529.251
Mtr.10254.1.S1_at	255.191	220.596	252.338
Mtr.10255.1.S1_at	180.147	312.035	218.436
Mtr.10256.1.S1_at	16.5213	37.2959	21.2785
Mtr.10257.1.S1_at	55.587	45.0054	33.8828
Mtr.10258.1.S1_at	40.3529	50.4223	46.2125
Mtr.10259.1.S1_at	12.5357	10.7088	7.63198
Mtr.10261.1.S1_at	25.7482	18.7989	19.8222
Mtr.10262.1.S1_at	36.3099	47.732	28.3004
Mtr.10263.1.S1_at	1009.13	1103.65	1052.77
Mtr.10264.1.S1_at	42.4617	28.6242	31.4032
Mtr.10265.1.S1_at	105.401	114.688	124.707
Mtr.10265.1.S1_s_at	276.598	337.318	318.879
Mtr.10266.1.S1_at	129.591	98.497	108.416
Mtr.10267.1.S1_at	577.685	588.768	568.017
Mtr.10267.1.S1_a_at	1822.45	1756.64	1773.71
Mtr.10268.1.S1_at	279.979	280.532	301.491
Mtr.10269.1.S1_at	52.1819	53.4496	52.9396
Mtr.1027.1.S1_at	103.292	90.73	87.4038
Mtr.10270.1.S1_at	90.11	93.8486	94.8737
Mtr.10271.1.S1_at	21.613	18.2104	20.1183
Mtr.10272.1.S1_at	792.868	1603.21	1331.39
Mtr.10273.1.S1_at	153.126	139.708	173.856
Mtr.10274.1.S1_at	182.982	152.432	187.515
Mtr.10275.1.S1_s_at	9.04569	9.86543	8.5198
Mtr.10276.1.S1_at	50.1023	39.0532	42.4259
Mtr.10277.1.S1_at	76.1077	48.9449	72.0957
Mtr.10278.1.S1_at	216.832	170.616	205.107
Mtr.10279.1.S1_at	6.84448	6.33869	7.76524
Mtr.10279.1.S1_s_at	21.613	29.4611	34.2397
Mtr.1028.1.S1_at	6.54689	7.04106	6.37166
Mtr.10280.1.S1_at	42.5156	47.6386	42.9885
Mtr.10282.1.S1_at	299.669	302.41	289.848
Mtr.10283.1.S1_at	245.976	230.675	232.171
Mtr.10284.1.S1_at	54.1042	55.2436	46.4776
Mtr.10285.1.S1_at	47.4775	48.9855	55.2837
Mtr.10286.1.S1_at	68.0672	84.7057	85.5978
Mtr.10287.1.S1_at	184.315	188.708	218.958
Mtr.10288.1.S1_at	20.4558	18.3673	13.0264
Mtr.10289.1.S1_at	10.2783	9.73539	10.8398
Mtr.1029.1.S1_at	8.21724	10.3479	9.8482
Mtr.10290.1.S1_at	32.1971	28.525	22.4374
Mtr.10291.1.S1_at	755.808	698.425	708.361
Mtr.10292.1.S1_at	241.797	214.827	230.605
Mtr.10293.1.S1_at	12.4242	13.4632	11.8056
Mtr.10294.1.S1_at	141.138	183.759	182.469
Mtr.10295.1.S1_at	22.6373	25.8991	30.0652
Mtr.10296.1.S1_at	157.593	191.211	175.627
Mtr.10297.1.S1_at	16979.4	16728	16521.7
Mtr.10298.1.S1_at	30.4401	12.1727	16.9866
Mtr.10299.1.S1_at	5372.4	4913.05	5071.53
Mtr.103.1.S1_at	8.27725	7.94735	6.60243
Mtr.10300.1.S1_at	8152.78	8998.32	8830.89
Mtr.10301.1.S1_s_at	35.6903	34.2704	40.0889
Mtr.10302.1.S1_x_at	136.313	93.8188	95.5053
Mtr.10303.1.S1_at	3639.47	3832.97	3918.32
Mtr.10304.1.S1_at	2933.11	2699.48	3010.43
Mtr.10305.1.S1_at	7272.34	6579.75	7179.19
Mtr.10306.1.S1_at	4430.54	4107.76	4303.86
Mtr.10307.1.S1_at	608.455	769.22	692.031
Mtr.10308.1.S1_at	4711.23	5248.34	5278.62
Mtr.10309.1.S1_at	3644.01	3790.72	4262.18
Mtr.1031.1.S1_at	18.3948	10.2382	14.0264
Mtr.10310.1.S1_at	74.5681	101.012	90.0762
Mtr.10311.1.S1_at	2660.31	2683.86	2517.69
Mtr.10312.1.S1_at	731.4	651.548	646.277
Mtr.10313.1.S1_at	2728.92	2301.3	2739.23
Mtr.10314.1.S1_at	553.296	668.317	655.199
Mtr.10315.1.S1_at	1099.14	837.259	847.322
Mtr.10316.1.S1_at	5114.19	4503.24	4591.34
Mtr.10317.1.S1_at	4278.08	2954.61	4006.21
Mtr.10318.1.S1_at	3563.85	3201.65	3229.07
Mtr.10319.1.S1_at	2342.86	1679.71	1081.01
Mtr.1032.1.S1_at	8.37566	10.2964	10.716
Mtr.10320.1.S1_at	1414.03	1315.16	1237.56
Mtr.10321.1.S1_at	5657.45	5897.04	6043.62
Mtr.10322.1.S1_at	2320.75	2275.78	2438.42
Mtr.10323.1.S1_at	2149.85	2627.24	2280.47
Mtr.10324.1.S1_at	4064.38	3706.62	3601
Mtr.10325.1.S1_at	99.0027	85.0416	80.555
Mtr.10326.1.S1_at	3715.4	3711.72	3804.83
Mtr.10327.1.S1_at	414.328	577.883	542.649
Mtr.10329.1.S1_at	5.46562	8.33601	8.02132
Mtr.1033.1.S1_at	788.937	637.915	746.046
Mtr.1033.1.S1_s_at	696.751	528.033	639.453
Mtr.10330.1.S1_at	25.1662	24.3563	32.1622
Mtr.10330.1.S1_s_at	67.543	91.6208	94.6426
Mtr.10330.1.S1_x_at	40.7387	59.083	57.3376
Mtr.10331.1.S1_at	1413.44	1779.56	1257.26
Mtr.10332.1.S1_at	506.049	326.154	313.633
Mtr.10337.1.S1_at	1037.2	972.995	1045.73
Mtr.10338.1.S1_at	7.8821	9.34243	8.84578
Mtr.10338.1.S1_s_at	485.016	2662.08	1989.68
Mtr.10339.1.S1_at	77.8335	75.9631	85.674
Mtr.1034.1.S1_at	1191.98	1069.36	1066.98
Mtr.10340.1.S1_at	1893.64	1850.42	1990.92
Mtr.10341.1.S1_at	423.289	352.668	378.184
Mtr.10342.1.S1_at	1503.5	1119.97	1244.91
Mtr.10343.1.S1_at	13.5424	9.86197	10.4462
Mtr.10344.1.S1_at	1875.71	1553.33	1568.64
Mtr.10345.1.S1_s_at	1168.41	1086.58	1085.39
Mtr.10346.1.S1_at	31.6926	12.7092	12.0253
Mtr.10347.1.S1_at	2047.06	1715.02	1829.04
Mtr.10348.1.S1_at	34.5792	27.5319	24.9705
Mtr.10349.1.S1_at	74.3526	336.065	272.351
Mtr.10349.1.S1_s_at	2078.54	7391.65	6116.19
Mtr.1035.1.S1_at	14.8584	14.445	13.8302
Mtr.10350.1.S1_at	7.93227	9.65837	9.08164
Mtr.10351.1.S1_at	2385.05	2296.53	2288.21
Mtr.10352.1.S1_at	2773.46	2873.59	2836.05
Mtr.10353.1.S1_at	4.63619	9.72972	12.3189
Mtr.10353.1.S1_s_at	16.5596	16.3137	12.4085
Mtr.10354.1.S1_at	8108.76	7800.17	7537.08
Mtr.10355.1.S1_at	1957.98	1786.36	1668.99
Mtr.10356.1.S1_at	6656.16	6733.09	6056.06
Mtr.10357.1.S1_at	9009.95	8873.55	8954.76
Mtr.10358.1.S1_at	63.9703	78.1476	66.3196
Mtr.10359.1.S1_at	1483.55	1316.95	1491.41
Mtr.1036.1.S1_at	7.41822	5.94734	6.59695
Mtr.10360.1.S1_s_at	2127.05	2074.87	2202.52
Mtr.10361.1.S1_at	15033.4	14903.2	15505.3
Mtr.10362.1.S1_at	11117.3	11084.7	9996.9
Mtr.10363.1.S1_x_at	3634.46	3442.79	3882.91
Mtr.10364.1.S1_at	21.5292	12.7696	10.4481
Mtr.10365.1.S1_at	9.31893	11.2561	10.395
Mtr.10365.1.S1_s_at	13972.8	13435.4	13264.2
Mtr.10366.1.S1_at	84.8216	70.4152	74.4899
Mtr.10367.1.S1_at	6628.36	6928.22	7103.8
Mtr.10368.1.S1_at	200.517	834.366	424.796
Mtr.10369.1.S1_at	241.31	194.25	229.51
Mtr.1037.1.S1_at	13.7685	17.0564	13.2824
Mtr.10370.1.S1_at	10216.7	10142.7	10875.9
Mtr.10371.1.S1_at	8300	7952.17	7808.06
Mtr.10372.1.S1_at	5928.23	6356.58	7005.32
Mtr.10373.1.S1_at	9106.26	9175.12	8032.22
Mtr.10375.1.S1_at	2389.2	2336.87	2912.54
Mtr.10376.1.S1_at	1135	1049.57	1178.54
Mtr.10377.1.S1_at	301.525	237.191	258.846
Mtr.10377.1.S1_s_at	166.815	125.575	148.583
Mtr.10378.1.S1_at	38.9676	30.499	29.9525
Mtr.10379.1.S1_at	26.4006	22.4996	25.8512
Mtr.1038.1.S1_at	172.703	153.641	155.395
Mtr.10380.1.S1_at	10.4204	10.1442	9.28677
Mtr.10382.1.S1_at	17.7495	15.68	17.9919
Mtr.10383.1.S1_at	7.13369	9.59528	9.41153
Mtr.10384.1.S1_at	6.80505	6.82399	6.30616
Mtr.10385.1.S1_at	22.6756	24.5385	21.1532
Mtr.10386.1.S1_at	69.7744	57.034	58.9605
Mtr.10387.1.S1_at	7.48805	5.71074	6.48619
Mtr.10388.1.S1_at	1185.28	1468.48	1288.02
Mtr.10389.1.S1_s_at	1712.24	2460.4	1924.39
Mtr.1039.1.S1_at	146.488	134.014	131.665
Mtr.10390.1.S1_at	779.556	711.427	769.812
Mtr.10391.1.S1_at	4880.48	5002.46	4865.53
Mtr.10392.1.S1_at	22247.2	22658.9	22354.6
Mtr.10393.1.S1_at	4993.4	3804.25	3818.83
Mtr.10394.1.S1_at	1352.05	965.661	1062.29
Mtr.10395.1.S1_at	166.176	129.651	120.735
Mtr.10396.1.S1_at	498.781	1482.87	1655.32
Mtr.10397.1.S1_at	795.641	2243.06	1521.62
Mtr.10398.1.S1_at	8754.83	8849.37	9294.82
Mtr.10399.1.S1_at	6203.5	5829.01	6177.16
Mtr.104.1.S1_at	5.6431	6.81963	7.94865
Mtr.1040.1.S1_at	195.096	163.744	181.126
Mtr.10400.1.S1_at	5146.45	4858.35	4511.84
Mtr.10402.1.S1_at	93.6245	63.8198	90.356
Mtr.10403.1.S1_at	178.998	74.8867	131.601
Mtr.10404.1.S1_at	664.339	885.892	813.721
Mtr.10405.1.S1_at	470.361	408.808	403.026
Mtr.10406.1.S1_at	10.6885	8.88636	10.9777
Mtr.10407.1.S1_at	168.225	294.374	246.536
Mtr.10407.1.S1_s_at	827.214	1197.6	1020.02
Mtr.10408.1.S1_at	1694.93	1986.83	1906.81
Mtr.10409.1.S1_at	9893.86	8910.56	8950.65
Mtr.1041.1.S1_at	8.95801	8.38363	8.07784
Mtr.10410.1.S1_at	96.0075	80.2639	69.2585
Mtr.10410.1.S1_s_at	66.3117	73.0527	77.6312
Mtr.10411.1.S1_at	553.376	1244.12	1154.65
