Probeset	ART_20dpi_control_1	ART_20dpi_control_2	ART_20dpi_control_3
Mtr.13891.1.S1_at	10.5628	8.25311	7.90215
Mtr.13892.1.S1_at	5.78844	6.65341	6.5051
Mtr.13893.1.S1_at	78.1164	70.5989	73.8058
Mtr.13894.1.S1_at	2059.73	1638.65	1686.34
Mtr.13895.1.S1_at	8.98676	15.5786	8.40953
Mtr.13896.1.S1_at	194.726	176.617	157.64
Mtr.13897.1.S1_at	338.421	275.26	322.971
Mtr.13898.1.S1_at	761.612	593.328	628.242
Mtr.13899.1.S1_at	69.2933	58.9356	51.2251
Mtr.1390.1.S1_at	17.7521	15.9505	20.3048
Mtr.13900.1.S1_at	10.23	13.8268	13.0071
Mtr.13901.1.S1_at	744.984	439.524	576.242
Mtr.13902.1.S1_at	7.90333	8.37216	8.76987
Mtr.13903.1.S1_at	166.403	162.249	166.41
Mtr.13904.1.S1_at	11.3074	12.1576	13.7836
Mtr.13905.1.S1_at	12.1816	12.659	9.22776
Mtr.13906.1.S1_at	110.463	100.132	113.151
Mtr.13907.1.S1_at	29.7345	48.2646	38.477
Mtr.13908.1.S1_at	217.052	184.535	200.876
Mtr.13909.1.S1_at	69.6107	53.1458	71.8514
Mtr.1391.1.S1_at	2415.68	2422.03	2479.21
Mtr.13910.1.S1_at	11.9343	10.9532	6.71378
Mtr.13910.1.S1_s_at	120.459	131.205	157.22
Mtr.13910.1.S1_x_at	37.6403	34.2317	35.2545
Mtr.13911.1.S1_at	701.807	614.913	651.725
Mtr.13912.1.S1_s_at	5.74307	6.33005	5.63059
Mtr.13913.1.S1_at	354.692	538.833	441.663
Mtr.13914.1.S1_at	136.647	154.738	185.419
Mtr.13914.1.S1_s_at	183.764	159.331	204.365
Mtr.13915.1.S1_at	133.788	155.633	158.462
Mtr.13916.1.S1_at	629.384	789.811	872.53
Mtr.13917.1.S1_at	900.909	815.254	836.729
Mtr.13918.1.S1_at	59.329	74.5856	76.8203
Mtr.13919.1.S1_at	9.93505	17.2255	17.0762
Mtr.13919.1.S1_s_at	206.201	255.781	252.59
Mtr.1392.1.S1_at	8.07644	8.9384	8.61084
Mtr.1392.1.S1_s_at	8.07455	9.5274	10.0771
Mtr.13920.1.S1_at	90.1282	63.0862	77.4776
Mtr.13921.1.S1_at	136.916	137.816	123.258
Mtr.13923.1.S1_at	17.2537	29.979	13.2997
Mtr.13924.1.S1_at	38.0575	30.971	37.182
Mtr.13925.1.S1_at	8.63619	7.43026	8.72617
Mtr.13926.1.S1_at	20.3283	16.3406	24.0709
Mtr.13927.1.S1_at	313.932	251.052	272.485
Mtr.13928.1.S1_at	42.6469	49.5275	49.7257
Mtr.13929.1.S1_at	112.126	98.7496	91.7713
Mtr.1393.1.S1_at	228.543	244.624	268.151
Mtr.13930.1.S1_at	14.1506	18.8722	15.8073
Mtr.13931.1.S1_at	15.4626	15.682	12.7719
Mtr.13932.1.S1_at	16.7885	21.1134	21.4659
Mtr.13933.1.S1_at	31.1517	27.7687	31.6933
Mtr.13934.1.S1_at	16.6913	12.7423	16.1328
Mtr.13935.1.S1_at	528.318	695.45	574.987
Mtr.13936.1.S1_at	38.1905	62.381	48.3293
Mtr.13937.1.S1_at	136.746	135.127	128.962
Mtr.13938.1.S1_at	50.8869	35.4637	37.691
Mtr.13939.1.S1_at	500.297	435.961	446.037
Mtr.1394.1.S1_x_at	5.85158	5.34095	5.98533
Mtr.13940.1.S1_at	15.8552	19.9431	24.5617
Mtr.13940.1.S1_s_at	41.2627	36.0026	19.9828
Mtr.13941.1.S1_at	27.3772	22.8954	19.6326
Mtr.13942.1.S1_at	7.85993	8.35694	7.13193
Mtr.13943.1.S1_at	6.76898	7.0636	5.68949
Mtr.13944.1.S1_at	34.5153	33.412	31.1724
Mtr.13945.1.S1_at	694.673	577.161	610.209
Mtr.13946.1.S1_at	9.92752	14.1905	13.6658
Mtr.13947.1.S1_at	52.0153	52.3054	51.1183
Mtr.13947.1.S1_x_at	60.6947	62.8899	70.6256
Mtr.13948.1.S1_at	262.933	256.349	306.418
Mtr.13949.1.S1_at	21.9639	49.5651	34.492
Mtr.1395.1.S1_at	68.1926	73.6136	67.812
Mtr.13950.1.S1_at	11.666	13.06	10.4035
Mtr.13951.1.S1_at	165.061	123.881	149.416
Mtr.13953.1.S1_at	33.4589	114.403	105.06
Mtr.13954.1.S1_at	313.289	336.631	336.561
Mtr.13955.1.S1_at	93.1299	73.8404	96.6205
Mtr.13956.1.S1_at	417.951	343.14	349.173
Mtr.13957.1.S1_s_at	106.415	108.437	108.463
Mtr.13958.1.S1_at	13.5857	57.4858	33.1911
Mtr.13959.1.S1_at	18.8929	9.179	12.1405
Mtr.1396.1.S1_at	10.9704	12.5709	8.92359
Mtr.13960.1.S1_at	200.587	236.366	292.401
Mtr.13961.1.S1_at	15.6424	21.7692	21.3815
Mtr.13962.1.S1_at	14.8273	17.9006	15.0753
Mtr.13963.1.S1_at	207.671	178.466	163.887
Mtr.13964.1.S1_at	24.8614	30.1483	31.5339
Mtr.13965.1.S1_at	81.6806	97.1558	104.216
Mtr.13966.1.S1_at	347.839	364.707	367.422
Mtr.13967.1.S1_at	42.5108	22.9327	34.5375
Mtr.13968.1.S1_at	8.22734	10.1111	9.08257
Mtr.13969.1.S1_at	112.483	91.4708	87.4949
Mtr.1397.1.S1_at	623.69	561.258	550.422
Mtr.13970.1.S1_at	8.63916	6.37656	6.17891
Mtr.13971.1.S1_at	189.24	165.526	159.576
Mtr.13972.1.S1_at	218.001	162.148	175.889
Mtr.13973.1.S1_at	8.9322	11.2526	8.29875
Mtr.13973.1.S1_s_at	152.649	122.974	113.586
Mtr.13974.1.S1_at	8.34952	7.33777	7.23066
Mtr.13975.1.S1_at	12.6007	10.7505	14.2494
Mtr.13976.1.S1_at	7.09349	6.80399	6.32203
Mtr.13977.1.S1_at	7.15093	5.54375	6.84348
Mtr.13978.1.S1_at	11.5357	7.57367	8.6108
Mtr.13979.1.S1_at	24.1989	21.2886	25.4244
Mtr.1398.1.S1_at	191.017	192.398	190.331
Mtr.1398.1.S1_s_at	640.052	646.274	678.973
Mtr.13980.1.S1_at	356.387	367.382	368.594
Mtr.13981.1.S1_at	215.935	186.189	206.615
Mtr.13982.1.S1_at	7.36875	6.84994	8.98577
Mtr.13983.1.S1_at	766.283	672.018	636.78
Mtr.13984.1.S1_at	105.322	123.132	130.619
Mtr.13985.1.S1_at	32.4231	23.183	31.1967
Mtr.13986.1.S1_at	311.581	286.66	303.565
Mtr.13987.1.S1_at	1297.47	1129.17	1193.58
Mtr.13988.1.S1_at	616.168	502.081	615.047
Mtr.13989.1.S1_at	12.3125	18.7211	14.7216
Mtr.1399.1.S1_at	611.945	607.418	601.662
Mtr.13990.1.S1_at	180.988	185.566	206.21
Mtr.13991.1.S1_at	232.782	229.347	243.877
Mtr.13992.1.S1_at	16.58	15.9429	14.4008
Mtr.13993.1.S1_at	191.497	187.294	196.066
Mtr.13994.1.S1_at	34.1052	32.5149	33.8788
Mtr.13995.1.S1_at	226.908	227.566	241.548
Mtr.13996.1.S1_at	26.9903	21.8242	22.7183
Mtr.13997.1.S1_at	12.5022	11.9196	8.9873
Mtr.13998.1.S1_at	20.6904	25.2088	24.3915
Mtr.13999.1.S1_at	23.1242	33.492	35.8483
Mtr.14.1.S1_at	8.63916	7.43934	7.26075
Mtr.140.1.S1_at	13.4883	13.3697	13.1298
Mtr.1400.1.S1_s_at	1016.41	1076.94	1125.93
Mtr.14000.1.S1_at	98.4333	27.3688	44.5846
Mtr.14001.1.S1_at	8.83265	9.16835	11.5659
Mtr.14002.1.S1_at	500.471	398.651	370.414
Mtr.14003.1.S1_at	34.5735	31.6206	30.9974
Mtr.14004.1.S1_at	9.39735	8.28872	7.65128
Mtr.14005.1.S1_at	9.64389	9.34243	8.71916
Mtr.14006.1.S1_at	35.9033	35.3738	33.3844
Mtr.14007.1.S1_s_at	26.4081	31.6071	31.9658
Mtr.14008.1.S1_at	850.418	778.168	848.403
Mtr.14008.1.S1_s_at	341.852	295.281	316.752
Mtr.14009.1.S1_at	294.165	241.73	250.934
Mtr.1401.1.S1_at	159.169	159.673	153.202
Mtr.14010.1.S1_at	139.432	106.289	129.555
Mtr.14011.1.S1_at	6.99625	8.08054	7.35394
Mtr.14012.1.S1_at	11.76	14.3507	14.3618
Mtr.14013.1.S1_at	7.7685	10.9928	16.5995
Mtr.14014.1.S1_at	4685.97	4948.29	4595.49
Mtr.14015.1.S1_at	18.8241	15.7347	13.8746
Mtr.14016.1.S1_at	7.71398	7.05806	7.01644
Mtr.14017.1.S1_at	22.9147	15.7809	14.2263
Mtr.14018.1.S1_at	6.0279	5.6831	5.8458
Mtr.14019.1.S1_at	25.4922	29.3108	25.3121
Mtr.1402.1.S1_at	1965.78	1983.23	1974.51
Mtr.14020.1.S1_at	669.829	645.106	668.871
Mtr.14021.1.S1_at	11.7288	7.37063	7.28505
Mtr.14022.1.S1_at	349.313	291.677	310.658
Mtr.14022.1.S1_s_at	572.809	528.821	548.911
Mtr.14023.1.S1_at	213.685	213.265	197.477
Mtr.14024.1.S1_at	25.967	30.9238	35.0144
Mtr.14025.1.S1_s_at	10129.6	9547.77	9247.67
Mtr.14028.1.S1_s_at	590.246	558.233	609.793
Mtr.1403.1.S1_at	917.425	843.943	885.861
Mtr.14030.1.S1_s_at	29.5036	33.9464	26.2067
Mtr.14031.1.S1_s_at	2841.3	2661.99	2455.33
Mtr.14035.1.S1_s_at	70.3819	138.574	78.7625
Mtr.14036.1.S1_s_at	6964.98	6711.25	6329.27
Mtr.14037.1.S1_s_at	2957.45	2806.77	2734.91
Mtr.14039.1.S1_s_at	844.13	976.267	983.617
Mtr.1404.1.S1_at	19.1543	18.5804	18.0141
Mtr.14041.1.S1_s_at	250.915	238.921	187.418
Mtr.14042.1.S1_s_at	112.552	117.603	103.616
Mtr.14043.1.S1_s_at	976.308	1114.69	929.807
Mtr.14045.1.S1_s_at	2197.41	2226.29	2256.63
Mtr.14046.1.S1_s_at	429.97	422.052	434.54
Mtr.14047.1.S1_s_at	26.3384	38.0586	38.7505
Mtr.14048.1.S1_s_at	120.686	129.714	111.335
Mtr.14049.1.S1_s_at	1182.53	1112.19	1017.65
Mtr.1405.1.S1_at	763.242	932.019	830.422
Mtr.14050.1.S1_s_at	2256.33	2221.68	2120.42
Mtr.14053.1.S1_s_at	32.7309	31.9309	25.9133
Mtr.14054.1.S1_s_at	1352.43	1266.78	1167.15
Mtr.14056.1.S1_s_at	165.178	161.042	141.604
Mtr.14057.1.S1_s_at	1099.2	1051.75	921.224
Mtr.14058.1.S1_x_at	5891.22	5037.27	5409.1
Mtr.1406.1.S1_at	65.2024	105.799	91.3899
Mtr.14061.1.S1_s_at	9.13107	10.9087	14.1687
Mtr.14062.1.S1_s_at	2256.56	2328.52	2483.82
Mtr.14064.1.S1_s_at	46.5854	58.4393	43.0875
Mtr.14066.1.S1_s_at	127.435	130.118	123.683
Mtr.14068.1.S1_at	1318.76	1221.57	1292.68
Mtr.14069.1.S1_at	28.8846	25.9558	24.0465
Mtr.1407.1.S1_at	9.12179	10.4432	9.20403
Mtr.14070.1.S1_at	11.5105	12.1839	9.84323
Mtr.14072.1.S1_at	368.319	306.921	302.166
Mtr.14073.1.S1_at	6.5698	6.15474	6.49442
Mtr.14074.1.S1_at	138.729	94.3773	92.5931
Mtr.14076.1.S1_x_at	8.35481	8.25311	7.41955
Mtr.14077.1.S1_at	8.37958	5.65193	7.03836
Mtr.14078.1.S1_x_at	34.5916	33.8147	31.2391
Mtr.14079.1.S1_at	9.0252	7.34083	7.73841
Mtr.1408.1.S1_at	556.512	577.71	540.837
Mtr.14080.1.S1_x_at	8.19632	8.72802	9.73458
Mtr.14081.1.S1_at	9.10234	8.61508	7.65987
Mtr.14082.1.S1_at	12.5991	11.1655	15.6809
Mtr.14083.1.S1_at	23.1815	20.8948	22.2275
Mtr.14084.1.S1_at	9.6314	7.76772	8.01335
Mtr.14086.1.S1_s_at	823.969	744.686	769.449
Mtr.14087.1.S1_at	6.69377	5.93686	4.97066
Mtr.14088.1.S1_at	6.726	6.87872	8.47535
Mtr.14088.1.S1_x_at	7.76996	7.15827	7.95432
Mtr.1409.1.S1_at	104.509	94.895	110.484
Mtr.14090.1.S1_at	11.2154	7.84976	9.58064
Mtr.14091.1.S1_at	9.96431	11.2797	9.59409
Mtr.14092.1.S1_at	5.69994	6.18806	5.60423
Mtr.14093.1.S1_at	10.3166	9.85328	9.38918
Mtr.14093.1.S1_x_at	14.2407	15.3935	15.6168
Mtr.14094.1.S1_at	12.5569	9.70706	10.0458
Mtr.14095.1.S1_at	9.08893	8.59352	8.5796
Mtr.14096.1.S1_at	434.545	365.904	393.23
Mtr.14097.1.S1_at	18.3366	15.402	11.9571
Mtr.14098.1.S1_x_at	8.19632	7.32126	7.58001
Mtr.14099.1.S1_at	7.33234	7.04807	6.52165
Mtr.1410.1.S1_at	6.74703	6.52695	6.25313
Mtr.14100.1.S1_at	124.132	105.989	104.631
Mtr.14101.1.S1_at	8.00519	7.89591	5.61397
Mtr.14102.1.S1_at	178.321	196.695	179.664
Mtr.14103.1.S1_at	9.1264	7.07718	6.99463
Mtr.14104.1.S1_at	10.278	9.88722	10.3401
Mtr.14105.1.S1_at	851.556	893.797	958.001
Mtr.14106.1.S1_at	9.35888	9.29481	9.41694
Mtr.14107.1.S1_at	72.9862	56.5645	72.0188
Mtr.14108.1.S1_at	7.2941	8.30427	8.2296
Mtr.14109.1.S1_at	267.369	277.118	261.014
Mtr.1411.1.S1_at	709.733	614.927	715.771
Mtr.14110.1.S1_at	10.2219	8.74588	9.67009
Mtr.14111.1.S1_at	30.6455	30.1748	26.9115
Mtr.14112.1.S1_s_at	14.8212	13.0192	8.91142
Mtr.14113.1.S1_at	9.57861	10.9095	8.84524
Mtr.14114.1.S1_at	16.9318	13.5412	11.4318
Mtr.14116.1.S1_at	102.746	87.3754	86.9628
Mtr.14117.1.S1_at	7.58213	6.52563	7.43449
Mtr.14118.1.S1_at	241.651	220.083	220.758
Mtr.1412.1.S1_at	611.618	694.627	647.697
Mtr.14120.1.S1_at	7.33138	5.40364	6.61369
Mtr.14122.1.S1_at	28.097	35.3738	34.4513
Mtr.14124.1.S1_at	15.6216	12.2352	14.9895
Mtr.14125.1.S1_at	581.892	473.22	517.098
Mtr.14126.1.S1_s_at	1024.2	971.912	983.301
Mtr.14127.1.S1_at	65.2627	54.1007	54.5143
Mtr.14128.1.S1_at	2418.58	1769.15	1859.39
Mtr.14129.1.S1_at	367.126	314.294	316.661
Mtr.1413.1.S1_at	8.06933	10.8171	7.27051
Mtr.14130.1.S1_at	6.96681	7.0636	8.39564
Mtr.14131.1.S1_at	6.60491	7.86054	6.28233
Mtr.14132.1.S1_at	49.9144	40.9966	45.5228
Mtr.14133.1.S1_s_at	151.877	134.545	154.115
Mtr.14134.1.S1_at	8.19632	8.95298	11.0201
Mtr.14135.1.S1_at	9.48355	9.27867	8.634
Mtr.14136.1.S1_at	235.033	245.283	229.367
Mtr.14137.1.S1_at	7.0115	7.45138	8.76724
Mtr.14138.1.S1_at	9.78378	9.38821	10.9553
Mtr.14139.1.S1_at	11.0031	13.4966	12.0233
Mtr.1414.1.S1_at	224.361	180.416	203.801
Mtr.14141.1.S1_at	36.6607	41.225	32.5806
Mtr.14141.1.S1_x_at	42.5202	63.2802	55.982
Mtr.14142.1.S1_at	40.0343	32.3695	39.3261
Mtr.14143.1.S1_at	125.114	100.606	114.299
Mtr.14144.1.S1_s_at	7.03339	6.33005	6.23187
Mtr.14145.1.S1_x_at	6.16038	6.53485	5.61211
Mtr.14146.1.S1_at	10.9171	9.90221	9.73012
Mtr.14146.1.S1_x_at	11.1341	11.8506	10.5168
Mtr.14147.1.S1_s_at	93.859	194.909	244.969
Mtr.14148.1.S1_at	7.81032	8.23179	10.3988
Mtr.14149.1.S1_at	381.452	414.487	397.42
Mtr.1415.1.S1_s_at	37.0039	39.3758	30.0307
Mtr.14150.1.S1_at	10.4777	8.27203	8.19844
Mtr.14151.1.S1_at	71.9856	79.189	71.9135
Mtr.14152.1.S1_at	92.448	79.8113	61.8539
Mtr.14153.1.S1_x_at	14.517	22.6343	17.2272
Mtr.14154.1.S1_at	10.4019	11.8727	10.3489
Mtr.14155.1.S1_at	12.0239	11.1118	14.5649
Mtr.14156.1.S1_at	8.39942	7.52884	6.96295
Mtr.14157.1.S1_at	73.8503	52.1102	85.8093
Mtr.14159.1.S1_at	47.7816	57.4858	61.1436
Mtr.1416.1.S1_at	33.6232	16.733	20.4205
Mtr.1416.1.S1_s_at	37.684	22.2146	29.1577
Mtr.14160.1.S1_at	81.1315	85.3075	65.0023
Mtr.14161.1.S1_s_at	7.12942	7.61765	7.0349
Mtr.14162.1.S1_at	8.65822	6.56246	6.95943
Mtr.14163.1.S1_at	11.3372	11.7997	10.379
Mtr.14164.1.S1_at	8.7873	11.1009	7.96455
Mtr.14166.1.S1_at	62.8767	47.7986	51.4775
Mtr.14167.1.S1_at	9.14529	8.20037	8.7759
Mtr.14168.1.S1_at	7.46693	7.59948	6.96775
Mtr.14169.1.S1_at	11.6835	8.16453	8.55355
Mtr.1417.1.S1_at	7.34596	7.71384	6.40831
Mtr.1417.1.S1_x_at	6.69705	6.79399	6.8672
Mtr.14172.1.S1_at	20.7811	24.7338	33.4786
Mtr.14173.1.S1_at	12.2716	10.6213	10.5074
Mtr.14175.1.S1_at	6.78054	7.0636	9.00953
Mtr.14178.1.S1_at	6.79993	6.80399	7.65489
Mtr.14179.1.S1_at	5.74307	5.84584	6.94903
Mtr.1418.1.S1_at	7.08569	7.94805	5.8288
Mtr.14180.1.S1_at	32.951	41.7916	41.4557
Mtr.14181.1.S1_at	10.4799	9.13372	7.64304
Mtr.14182.1.S1_at	7.65454	6.53043	8.60911
Mtr.14183.1.S1_at	704.933	533.622	544.912
Mtr.14184.1.S1_at	6.43113	6.44426	6.39488
Mtr.14184.1.S1_s_at	981.105	1198.56	1368.38
Mtr.14186.1.S1_at	1469.53	1562.09	1524.95
Mtr.14187.1.S1_at	19.1383	15.7571	17.3645
Mtr.14188.1.S1_at	8.30135	6.36393	6.74445
Mtr.14189.1.S1_at	76.1894	99.1147	77.2571
Mtr.14189.1.S1_s_at	157.238	248.77	180.713
Mtr.1419.1.S1_at	6.4597	7.33777	7.02177
Mtr.14190.1.S1_s_at	954.162	3281.73	2570.4
Mtr.14191.1.S1_at	1152.65	1120.53	1222.98
Mtr.14192.1.S1_at	707.232	584.415	604.443
Mtr.14193.1.S1_at	11.1099	10.0919	8.44731
Mtr.14194.1.S1_at	6.21541	6.5343	7.53787
Mtr.14195.1.S1_at	1375.56	2516.54	1946.37
Mtr.14196.1.S1_s_at	452.434	534.856	464.151
Mtr.14197.1.S1_at	15090.9	15206.4	15515.5
Mtr.14198.1.S1_s_at	13.1316	12.84	13.1411
Mtr.142.1.S1_at	9.50958	7.55168	8.33974
Mtr.142.1.S1_s_at	399.623	401.334	427.127
Mtr.1420.1.S1_at	5.85936	5.67233	5.05306
Mtr.14201.1.S1_at	6.21541	5.44452	7.09396
Mtr.14202.1.S1_at	7.65344	10.4352	7.21663
Mtr.14203.1.S1_at	10.3599	12.1041	12.4035
Mtr.14203.1.S1_s_at	7.72681	6.56938	10.152
Mtr.14204.1.S1_s_at	20.8677	17.7928	17.5461
Mtr.14205.1.S1_x_at	312.569	293.342	306.2
Mtr.14206.1.S1_at	7.95289	8.58207	10.8769
Mtr.14207.1.S1_at	8.2353	7.98481	6.54277
Mtr.14208.1.S1_at	408.916	372.805	402.749
Mtr.14209.1.S1_at	9.18019	6.34223	8.35243
Mtr.1421.1.S1_at	7.496	9.44285	8.09883
Mtr.14210.1.S1_at	7.27837	8.82614	9.77853
Mtr.14211.1.S1_at	21.1891	15.11	20.6548
Mtr.14212.1.S1_s_at	24.2951	26.2477	15.0406
Mtr.14213.1.S1_at	6.18143	7.56917	6.26216
Mtr.14215.1.S1_at	7.38087	6.63828	7.09283
Mtr.14217.1.S1_at	6.36529	6.83299	6.26216
Mtr.14218.1.S1_at	6.4694	6.33005	5.7195
Mtr.1422.1.S1_at	6.49854	7.7563	7.40953
Mtr.1422.1.S1_x_at	7.80265	6.54148	5.5523
Mtr.14220.1.S1_at	9.76714	9.74194	9.94184
Mtr.14221.1.S1_s_at	9.05881	12.4822	13.018
Mtr.14223.1.S1_at	55.1477	40.478	51.5781
Mtr.14224.1.S1_at	3148.25	3329.99	3278.12
Mtr.14226.1.S1_at	8.86937	8.53606	9.44275
Mtr.14227.1.S1_at	203.919	198.322	194.587
Mtr.14228.1.S1_at	17.889	13.3059	14.9153
Mtr.14229.1.S1_at	51.9531	42.7676	66.4575
Mtr.1423.1.S1_at	38.4074	37.0211	35.5685
Mtr.14230.1.S1_at	243.436	229.555	234.576
Mtr.14231.1.S1_at	295.858	359.422	312.868
Mtr.14232.1.S1_at	12.6872	9.96125	10.1077
Mtr.14233.1.S1_x_at	7.70593	8.43995	7.08503
Mtr.14234.1.S1_at	10.2185	10.1643	8.46164
Mtr.14235.1.S1_s_at	299.589	442.565	327.143
Mtr.14236.1.S1_at	64.372	59.5874	59.4936
Mtr.14237.1.S1_at	294.432	107.127	165.225
Mtr.14238.1.S1_at	11.0744	11.0645	13.087
Mtr.14239.1.S1_at	227.267	174.243	194.706
Mtr.1424.1.S1_at	44.7305	27.5264	34.3918
Mtr.14242.1.S1_s_at	242.909	544.472	281.15
Mtr.14243.1.S1_at	413.337	553.054	551.822
Mtr.14244.1.S1_at	7.34137	7.0636	8.57231
Mtr.14245.1.S1_at	37.7009	47.6511	44.3901
Mtr.14246.1.S1_at	32.1723	27.5319	29.7634
Mtr.14249.1.S1_at	5.89767	7.25429	7.94588
Mtr.1425.1.S1_at	10.1575	9.70309	10.2054
Mtr.14250.1.S1_at	14.6135	16.1832	12.7297
Mtr.14251.1.S1_at	102.425	98.7643	106.061
Mtr.14251.1.S1_s_at	89.7517	98.8512	102.361
Mtr.14252.1.S1_at	470.426	440.61	448.631
Mtr.14253.1.S1_at	8.75508	10.4715	10.008
Mtr.14254.1.S1_at	8.33726	9.282	6.99447
Mtr.14255.1.S1_at	6.44372	6.34139	8.11758
Mtr.14256.1.S1_at	7.69055	6.56054	7.32782
Mtr.14257.1.S1_at	107.062	74.7902	75.6705
Mtr.14258.1.S1_at	13.1601	11.5095	9.28561
Mtr.14259.1.S1_at	6.44202	6.87273	7.07577
Mtr.1426.1.S1_at	87.781	76.0975	96.2595
Mtr.14260.1.S1_at	14.3753	15.0837	16.4147
Mtr.14261.1.S1_at	7628.49	10691.7	10657.6
Mtr.14262.1.S1_at	1204.4	1389.03	1395.86
Mtr.14263.1.S1_at	41.5015	108.638	84.6415
Mtr.14264.1.S1_at	10.9393	8.82451	7.14951
Mtr.14265.1.S1_at	160.599	202.885	168.955
Mtr.14266.1.S1_at	9.64684	11.0975	8.40384
Mtr.14267.1.S1_at	6.39899	9.13652	6.54565
Mtr.14268.1.S1_at	28.1736	25.9344	26.0132
Mtr.14269.1.S1_at	24.557	68.0108	50.1509
Mtr.1427.1.S1_at	21.354	14.1555	16.2728
Mtr.14270.1.S1_s_at	6.26318	7.29053	7.99541
Mtr.14271.1.S1_at	1076.05	1707.37	2100.79
Mtr.14272.1.S1_at	215.847	164.468	198.23
Mtr.14273.1.S1_at	18.1249	20.0651	22.3339
Mtr.14274.1.S1_at	44.5696	54.4294	47.402
Mtr.14274.1.S1_s_at	429.992	427.074	416.722
Mtr.14275.1.S1_at	41.5808	45.703	30.8632
Mtr.14277.1.S1_s_at	9.40686	9.16384	10.4695
Mtr.14278.1.S1_at	10.3331	8.92348	10.7355
Mtr.14279.1.S1_s_at	7.42878	7.70152	9.75484
Mtr.1428.1.S1_at	57.1294	39.8135	53.0116
Mtr.14280.1.S1_at	39.3092	55.7193	56.1493
Mtr.14281.1.S1_at	938.417	564.876	697.057
Mtr.14282.1.S1_at	9.48408	9.4655	10.0618
Mtr.14283.1.S1_at	1566.91	1690.39	1411.28
Mtr.14285.1.S1_at	7.24544	7.83071	6.9082
Mtr.14286.1.S1_s_at	1176.8	1130.24	1259.92
Mtr.14287.1.S1_at	6.98571	8.78328	8.23981
Mtr.14288.1.S1_at	9.19482	10.8045	8.23049
Mtr.14289.1.S1_at	7.12909	8.15858	9.25766
Mtr.1429.1.S1_s_at	126.745	106.412	120.622
Mtr.1429.1.S1_x_at	7.64072	6.15677	7.25106
Mtr.14290.1.S1_at	16.3674	14.5316	14.7706
Mtr.14291.1.S1_at	7.51403	6.56054	6.5814
Mtr.14291.1.S1_x_at	7.64955	6.03046	7.06936
Mtr.14293.1.S1_at	7.80265	7.10656	8.54733
Mtr.14295.1.S1_at	6.77166	8.29686	9.17296
Mtr.14295.1.S1_x_at	7.10396	9.22059	7.00076
Mtr.14296.1.S1_at	46.0633	29.6651	40.144
Mtr.14297.1.S1_at	41.3516	62.3532	49.0539
Mtr.14298.1.S1_s_at	8.44985	18.1008	22.4409
Mtr.143.1.S1_at	47.9087	37.5519	42.455
Mtr.1430.1.S1_at	883.208	880.777	923.795
Mtr.14300.1.S1_at	10.4389	13.2773	9.93914
Mtr.14301.1.S1_at	272.366	247.042	254.558
Mtr.14301.1.S1_s_at	537.388	466.738	491.443
Mtr.14302.1.S1_at	80.407	59.0954	67.5094
Mtr.14303.1.S1_at	204.73	191.161	195.261
Mtr.14305.1.S1_s_at	6.32451	8.15956	6.66444
Mtr.14306.1.S1_at	13.9334	12.585	19.2101
Mtr.14309.1.S1_at	9.48245	11.9576	9.92873
Mtr.1431.1.S1_at	360.983	333.81	357.764
Mtr.14310.1.S1_at	6.37073	5.90807	7.01932
Mtr.14311.1.S1_at	11.1295	11.5943	11.8943
Mtr.14312.1.S1_at	77.5671	75.2108	74.2032
Mtr.14313.1.S1_at	47.4346	44.8223	42.657
Mtr.14314.1.S1_at	54.2071	32.7977	51.6425
Mtr.14315.1.S1_at	16.0829	16.5018	14.8571
Mtr.14316.1.S1_at	85.3954	93.8677	94.4748
Mtr.14317.1.S1_at	482.049	418.227	436.315
Mtr.14318.1.S1_at	9.64038	8.25311	7.27461
Mtr.14319.1.S1_at	128.57	81.1375	99.5793
Mtr.1432.1.S1_at	396.449	400.072	410.434
Mtr.14320.1.S1_s_at	29.9403	44.0849	29.5395
Mtr.14321.1.S1_at	743.228	653.499	690.684
Mtr.14322.1.S1_at	1898.36	1755.13	1787.19
Mtr.14323.1.S1_at	90.4835	108.055	116.51
Mtr.14324.1.S1_at	8.41223	5.93502	8.62574
Mtr.14325.1.S1_at	148.888	115.606	153.994
Mtr.14326.1.S1_s_at	283.314	195.844	214.699
Mtr.14327.1.S1_at	678.425	730.083	704.594
Mtr.14328.1.S1_at	16.6469	16.7362	19.2655
Mtr.14329.1.S1_at	10.8069	8.78246	8.10982
Mtr.14330.1.S1_s_at	15.6817	13.5151	10.8869
Mtr.14331.1.S1_at	7.21708	5.98055	7.03989
Mtr.14333.1.S1_at	1062.79	1124.27	1180.87
Mtr.14334.1.S1_at	415.57	266.886	327.292
Mtr.14335.1.S1_s_at	247.709	342.082	326.713
Mtr.14336.1.S1_at	200.396	102.07	180.976
Mtr.14337.1.S1_at	13.2082	13.7088	12.6414
Mtr.14338.1.S1_at	13.059	13.8022	14.6659
Mtr.14339.1.S1_at	7.72221	8.95298	8.59137
Mtr.1434.1.S1_at	535.913	449.365	428.417
Mtr.14340.1.S1_at	7.24492	7.0636	6.20612
Mtr.14341.1.S1_at	99.6794	124.365	113.355
Mtr.14344.1.S1_at	6.72908	8.5251	7.22555
Mtr.14345.1.S1_at	54.0812	54.9181	59.7174
Mtr.14347.1.S1_at	400.594	872.07	856.491
