Probeset	ART_06dpi_control_1	ART_06dpi_control_2	ART_06dpi_control_3
Mtr.16778.1.S1_at	78.9261	69.3863	85.243
Mtr.16779.1.S1_x_at	15.5561	21.3339	40.6061
Mtr.1678.1.S1_at	102.294	100.95	95.1479
Mtr.16781.1.S1_at	8.79617	10.6527	10.9078
Mtr.16782.1.S1_at	8.70215	6.48421	6.09319
Mtr.16783.1.S1_at	467.696	493.559	450.669
Mtr.16785.1.S1_at	7.00074	6.38859	7.82382
Mtr.16786.1.S1_at	6571.27	6429.47	7368.88
Mtr.16787.1.S1_at	8.64688	8.11169	15.2293
Mtr.16788.1.S1_at	9.74234	7.0209	9.65738
Mtr.1679.1.S1_at	26.5099	25.8711	25.7225
Mtr.16790.1.S1_at	25.6212	30.2571	26.1715
Mtr.16791.1.S1_at	14.6642	11.2539	13.2421
Mtr.16791.1.S1_s_at	30.2681	25.39	29.1457
Mtr.16792.1.S1_s_at	163.151	135.908	122.354
Mtr.16793.1.S1_at	653.092	659.874	684.728
Mtr.16794.1.S1_at	6.79125	11.2568	8.20829
Mtr.16795.1.S1_at	9.24524	8.78652	6.87354
Mtr.16796.1.S1_at	96.5799	109.106	115.15
Mtr.16797.1.S1_s_at	2758.62	2731.87	2536.68
Mtr.16798.1.S1_at	12.4812	10.1996	10.6027
Mtr.16799.1.S1_at	21.018	27.9543	25.4932
Mtr.168.1.S1_s_at	136.667	142.666	136.825
Mtr.1680.1.S1_at	6.87782	9.16074	9.0938
Mtr.16800.1.S1_x_at	6.50256	6.94378	9.4499
Mtr.16801.1.S1_at	7.25696	8.05664	6.38857
Mtr.16802.1.S1_at	929.043	983.971	1102.85
Mtr.16803.1.S1_at	54.0482	48.9172	38.6955
Mtr.16804.1.S1_at	1968.48	2103.29	2075.7
Mtr.16805.1.S1_at	8.81441	9.52677	9.60077
Mtr.16806.1.S1_at	1754.09	1820.6	1748.71
Mtr.16807.1.S1_at	8.65581	10.2612	8.00908
Mtr.16809.1.S1_at	6.68009	6.75251	5.81606
Mtr.1681.1.S1_at	6.09942	8.61901	6.48762
Mtr.16810.1.S1_at	8.07162	7.44928	8.41921
Mtr.16811.1.S1_at	6.51826	7.32446	6.14955
Mtr.16812.1.S1_at	9.28216	9.61517	9.55257
Mtr.16813.1.S1_at	6.84293	9.62516	8.3321
Mtr.16814.1.S1_at	9.51551	7.57382	7.4822
Mtr.16815.1.S1_at	9713.15	10262.6	9976.1
Mtr.16816.1.S1_at	144.205	113.259	129.93
Mtr.16817.1.S1_at	9.95735	7.32122	6.53739
Mtr.16818.1.S1_s_at	134.55	160.782	124.433
Mtr.1682.1.S1_at	14.0855	22.1455	17.8878
Mtr.16820.1.S1_at	7.74608	7.50401	8.23909
Mtr.16821.1.S1_at	12.4067	16.127	13.1946
Mtr.16822.1.S1_at	461.779	452.032	418.816
Mtr.16823.1.S1_s_at	167.746	192.828	207.399
Mtr.16824.1.S1_at	353.921	346.48	344.505
Mtr.16825.1.S1_x_at	6.98876	6.90487	7.32711
Mtr.16826.1.S1_at	9.07823	9.97305	8.05812
Mtr.16828.1.S1_at	7.06103	5.67965	5.52929
Mtr.16829.1.S1_at	343.948	415.492	379.952
Mtr.1683.1.S1_at	62.9155	70.3535	76.8028
Mtr.16830.1.S1_x_at	8.40233	9.34094	10.8868
Mtr.16831.1.S1_at	7.00493	8.15797	7.57153
Mtr.16833.1.S1_at	7.39652	10.9984	7.61823
Mtr.16835.1.S1_at	7.49771	8.57713	8.64676
Mtr.16836.1.S1_at	8.49249	9.74998	8.11315
Mtr.16837.1.S1_at	7.68121	6.76024	9.45187
Mtr.16838.1.S1_at	5.66748	7.6099	6.95744
Mtr.1684.1.S1_at	6.81827	9.47815	7.1751
Mtr.16841.1.S1_at	105.741	116.545	115.676
Mtr.16842.1.S1_at	10.4167	10.7456	12.5824
Mtr.16843.1.S1_s_at	27.2858	61.5201	132.45
Mtr.16844.1.S1_at	12.2487	8.15783	7.71758
Mtr.16847.1.S1_at	67.4848	99.4926	70.7278
Mtr.16848.1.S1_at	252.567	254.487	209.191
Mtr.16849.1.S1_at	232.279	196.832	205.705
Mtr.1685.1.S1_at	9.80106	7.84728	10.512
Mtr.16850.1.S1_at	6.87438	8.17029	7.51401
Mtr.16851.1.S1_at	37.7622	31.7003	33.7134
Mtr.16852.1.S1_at	7.10448	7.07302	7.72544
Mtr.16853.1.S1_at	7.67209	7.38383	8.47136
Mtr.16854.1.S1_at	41.7943	43.9159	32.7885
Mtr.16854.1.S1_x_at	87.812	81.822	76.7662
Mtr.16855.1.S1_at	7.6636	7.67333	9.06766
Mtr.16856.1.S1_at	68.9901	67.9152	65.0401
Mtr.16857.1.S1_at	6.61456	5.2369	5.09184
Mtr.16859.1.S1_at	847.158	841.63	835.428
Mtr.1686.1.S1_at	8.55104	9.33543	8.8629
Mtr.16860.1.S1_at	11.7128	11.7678	14.703
Mtr.16861.1.S1_at	8.73094	8.59647	12.4191
Mtr.16862.1.S1_at	17.6711	10.8636	13.3131
Mtr.16863.1.S1_at	207.339	231.694	172.622
Mtr.16864.1.S1_at	10.1805	10.896	11.8974
Mtr.16864.1.S1_x_at	8.072	10.2865	11.9008
Mtr.16866.1.S1_at	14.8919	11.2126	12.4943
Mtr.16867.1.S1_at	10.3941	7.86027	8.97001
Mtr.16868.1.S1_at	7.4448	8.20411	8.31039
Mtr.16869.1.S1_at	544.282	590.921	648.533
Mtr.1687.1.S1_at	16.7731	11.8386	14.1686
Mtr.16870.1.S1_at	11.619	9.20204	9.12198
Mtr.16871.1.S1_at	782.231	760.986	766.651
Mtr.16873.1.S1_s_at	41.8967	16.3518	48.0168
Mtr.16874.1.S1_at	158.485	125.527	146.823
Mtr.16876.1.S1_at	499.234	575.621	512.799
Mtr.16877.1.S1_at	7.39652	6.16525	5.75303
Mtr.16879.1.S1_at	10.2668	8.04462	8.19602
Mtr.1688.1.S1_at	505.121	464.793	463.14
Mtr.16880.1.S1_at	14.9989	11.6517	13.3592
Mtr.16882.1.S1_at	5.98419	5.33175	7.25316
Mtr.16884.1.S1_at	10.0801	7.58001	7.06312
Mtr.16885.1.S1_at	470.854	522.449	510.249
Mtr.16886.1.S1_at	11.4021	7.75834	13.1492
Mtr.16887.1.S1_x_at	11.3213	11.1182	13.0824
Mtr.16888.1.S1_x_at	7.63349	6.62804	8.95244
Mtr.1689.1.S1_at	9.40007	11.4327	8.96252
Mtr.16890.1.S1_at	8.17268	7.82984	8.41921
Mtr.16891.1.S1_at	8.65685	7.31417	7.85627
Mtr.16893.1.S1_at	13.9787	15.1654	13.8363
Mtr.16894.1.S1_at	31.1077	34.6025	39.552
Mtr.16895.1.S1_at	13.6489	10.5946	9.24785
Mtr.16896.1.S1_at	933.371	947.731	1030.66
Mtr.16897.1.S1_at	8.44751	6.97811	6.08741
Mtr.16898.1.S1_at	11.0656	10.6045	9.14213
Mtr.16899.1.S1_at	18.0369	19.1897	16.8873
Mtr.16899.1.S1_x_at	16.0552	16.1521	19.216
Mtr.169.1.S1_at	10.3649	13.2896	9.95169
Mtr.1690.1.S1_at	22.0323	17.9067	22.4115
Mtr.16900.1.S1_at	6.27542	6.65637	7.40508
Mtr.16901.1.S1_at	6.95301	7.08018	9.92178
Mtr.16902.1.S1_at	7.30873	5.92997	7.50539
Mtr.16903.1.S1_x_at	155.831	154.912	136.008
Mtr.16904.1.S1_s_at	8.40027	11.5243	9.14213
Mtr.16905.1.S1_at	7.39652	9.05543	8.79038
Mtr.16905.1.S1_x_at	9.53851	9.29276	9.806
Mtr.16906.1.S1_s_at	6.13792	7.39405	5.87657
Mtr.16908.1.S1_at	6.69874	8.14169	8.66659
Mtr.16909.1.S1_at	2433.05	2508.87	2358.18
Mtr.16909.1.S1_s_at	1244.17	1159.2	1293.13
Mtr.1691.1.S1_at	10.8429	13.2623	10.1949
Mtr.16910.1.S1_at	142.709	139.918	97.3548
Mtr.16911.1.S1_s_at	12960.4	12664.2	13022.7
Mtr.16912.1.S1_at	102.312	116.136	94.3933
Mtr.16913.1.S1_at	20.107	27.5622	22.0762
Mtr.16915.1.S1_s_at	2202.38	2344.62	2277.38
Mtr.16916.1.S1_at	5.29907	6.8213	5.69252
Mtr.16918.1.S1_at	172.486	167.083	140.163
Mtr.1692.1.S1_at	20.5856	15.6697	14.6391
Mtr.16920.1.S1_at	7.06025	8.51979	6.9874
Mtr.16922.1.S1_at	153.792	192.296	169.698
Mtr.16923.1.S1_at	9.36958	10.5444	9.18826
Mtr.16925.1.S1_at	8.55254	12.7757	11.1897
Mtr.16926.1.S1_at	7.91527	9.28732	11.9878
Mtr.16927.1.S1_at	8.07162	7.77846	6.06464
Mtr.16929.1.S1_at	253.711	234.823	234.306
Mtr.1693.1.S1_at	27.7539	29.2937	30.4741
Mtr.16930.1.S1_at	10.7976	11.0028	11.1531
Mtr.16933.1.S1_at	7.84558	7.22342	8.49109
Mtr.16934.1.S1_at	13.3747	15.1145	13.4407
Mtr.16935.1.S1_at	6.86535	7.56723	9.94452
Mtr.16936.1.S1_at	4694.81	4737.56	4508.36
Mtr.16937.1.S1_at	10.247	8.07879	7.18818
Mtr.16938.1.S1_at	34.1668	33.5254	32.2283
Mtr.16938.1.S1_x_at	28.8407	19.6926	18.2604
Mtr.16939.1.S1_at	6.10265	7.15038	5.91809
Mtr.1694.1.S1_at	5.6496	6.92722	6.01451
Mtr.16940.1.S1_at	9.62828	8.70308	8.33312
Mtr.16941.1.S1_at	781.833	765.155	842.317
Mtr.16942.1.S1_at	137.601	142.489	169.306
Mtr.16943.1.S1_at	7.19574	6.64326	6.95516
Mtr.16944.1.S1_at	5422.51	5438.19	5181.16
Mtr.16946.1.S1_s_at	1219.71	1314.8	1205.17
Mtr.16947.1.S1_at	8.40725	6.77954	8.51947
Mtr.16948.1.S1_s_at	125.317	124.038	118.541
Mtr.16949.1.S1_x_at	18.0538	19.4248	31.5224
Mtr.1695.1.S1_at	58.8848	46.3268	47.0049
Mtr.16950.1.S1_at	6.54295	6.26951	7.77537
Mtr.16951.1.S1_at	9.75509	6.75538	9.67397
Mtr.16952.1.S1_at	1193.85	1208.37	1193
Mtr.16954.1.S1_at	159.446	204.841	216.07
Mtr.16955.1.S1_at	5927.89	6040.42	6084.43
Mtr.16956.1.S1_at	7680.36	8060.96	8853.15
Mtr.16957.1.S1_at	7.01437	8.40818	7.1458
Mtr.16958.1.S1_s_at	1913.73	1548.99	1616.55
Mtr.16959.1.S1_s_at	13.026	10.5882	17.1815
Mtr.1696.1.S1_at	7.29895	6.99568	6.29349
Mtr.16960.1.S1_s_at	15.288	32.1469	23.4994
Mtr.16961.1.S1_x_at	7.01305	7.06903	5.61438
Mtr.16963.1.S1_at	6.43749	8.87894	6.45817
Mtr.16966.1.S1_x_at	8.13371	5.78469	6.53555
Mtr.16967.1.S1_x_at	32.3638	20.0783	29.7741
Mtr.16968.1.S1_at	5.70675	5.30369	6.00627
Mtr.16969.1.S1_at	26.0266	36.2634	24.9959
Mtr.1697.1.S1_at	10.5692	10.3693	16.6668
Mtr.16970.1.S1_at	7.16262	6.93872	7.93627
Mtr.16971.1.S1_at	11.9605	11.7258	10.6302
Mtr.16972.1.S1_at	7.1601	7.43225	11.3029
Mtr.16974.1.S1_at	9.41667	10.5647	14.2432
Mtr.16975.1.S1_at	5.82027	5.64907	5.34211
Mtr.16977.1.S1_at	14.4967	12.3005	9.52752
Mtr.1698.1.S1_s_at	184.258	179.483	166.902
Mtr.16980.1.S1_x_at	10.6005	13.1022	15.6294
Mtr.16981.1.S1_at	69.899	67.2885	59.319
Mtr.16981.1.S1_s_at	8.14552	5.7614	9.17831
Mtr.16982.1.S1_s_at	48.6916	47.2909	34.1488
Mtr.16986.1.S1_at	10.7084	9.94098	9.52752
Mtr.16988.1.S1_at	25.8746	26.047	26.0945
Mtr.16989.1.S1_at	8.37996	6.85612	11.3252
Mtr.1699.1.S1_at	29.0897	26.6373	31.7373
Mtr.16990.1.S1_at	8.11741	5.92529	8.93719
Mtr.16991.1.S1_at	16.0558	7.65464	13.5933
Mtr.16992.1.S1_at	11.5019	14.8863	14.9549
Mtr.16993.1.S1_at	535.284	528.129	540.939
Mtr.16994.1.S1_at	12.412	18.5098	14.1382
Mtr.16994.1.S1_s_at	10.9063	8.3293	17.6501
Mtr.16995.1.S1_at	172.632	209.768	196.52
Mtr.16996.1.S1_at	200.542	195.912	176.635
Mtr.16997.1.S1_at	19.9805	14.4677	16.1774
Mtr.16998.1.S1_at	114.942	118.761	104.542
Mtr.16999.1.S1_at	6.78993	6.33211	10.5415
Mtr.16999.1.S1_s_at	73.2994	84.4807	107.742
Mtr.170.1.S1_at	174.809	162.922	155.07
Mtr.1700.1.S1_at	7.6341	7.2168	10.2199
Mtr.17000.1.S1_at	7.97429	8.12906	7.53921
Mtr.17001.1.S1_at	7.07407	7.86074	6.95516
Mtr.17002.1.S1_at	6.74766	6.31957	9.35009
Mtr.17003.1.S1_at	7.98684	5.61632	6.32574
Mtr.17004.1.S1_at	6.37032	9.80461	7.80358
Mtr.17005.1.S1_at	404.008	418.725	376.937
Mtr.17006.1.S1_at	8.09787	6.4084	6.84374
Mtr.17006.1.S1_x_at	7.26272	6.96367	6.61968
Mtr.17008.1.S1_at	6.95547	8.3293	7.4822
Mtr.1701.1.S1_at	77.8627	81.0736	74.9925
Mtr.17010.1.S1_at	10.7908	8.59864	10.6926
Mtr.17014.1.S1_at	7.32913	7.25173	6.76363
Mtr.17016.1.S1_at	9.49474	6.93872	11.1035
Mtr.17017.1.S1_at	8.45828	11.6374	14.3699
Mtr.17018.1.S1_at	9.07828	12.0826	8.89452
Mtr.17019.1.S1_s_at	5.68847	6.34052	6.51071
Mtr.1702.1.S1_at	42.1643	37.137	40.1747
Mtr.17020.1.S1_at	7.14688	7.30358	9.14213
Mtr.17021.1.S1_at	8.0617	6.77052	8.40004
Mtr.17021.1.S1_a_at	7.66593	10.1898	6.72232
Mtr.17022.1.S1_at	676.724	741.222	761.982
Mtr.17024.1.S1_at	7.73935	8.3293	8.80476
Mtr.17025.1.S1_at	9.44725	13.8248	10.4972
Mtr.17026.1.S1_at	6.87638	7.07302	8.84637
Mtr.17027.1.S1_at	25.5595	17.5886	13.8007
Mtr.17027.1.S1_x_at	13.119	12.1788	12.0045
Mtr.17028.1.S1_s_at	20.4956	16.0044	18.2073
Mtr.1703.1.S1_at	5.83536	6.49521	6.71944
Mtr.17030.1.S1_s_at	26.1327	44.1509	74.3318
Mtr.17031.1.S1_s_at	8.8202	9.02035	8.58776
Mtr.17033.1.S1_at	6.89417	10.3536	7.7634
Mtr.17034.1.S1_s_at	15.5251	12.1249	16.5199
Mtr.17036.1.S1_at	22.7071	21.9899	24.0145
Mtr.17037.1.S1_at	554.684	564.072	580.148
Mtr.17038.1.S1_at	6.39429	7.66902	8.3616
Mtr.17039.1.S1_s_at	7.91346	7.1008	7.88695
Mtr.1704.1.S1_at	127.428	117.848	89.3333
Mtr.17040.1.S1_s_at	325.654	279.035	309.663
Mtr.17041.1.S1_at	7.94621	9.57138	9.06226
Mtr.17042.1.S1_at	7.09083	7.27619	7.32968
Mtr.17043.1.S1_at	179.667	186.688	160.525
Mtr.17044.1.S1_at	22.9196	22.6982	24.2607
Mtr.17045.1.S1_at	273.792	271.422	269.537
Mtr.17046.1.S1_at	13.2347	19.2456	12.7253
Mtr.17048.1.S1_at	1901.29	1778.58	1923.73
Mtr.17049.1.S1_at	42.9684	42.4092	39.4513
Mtr.1705.1.S1_at	13.5929	18.5425	14.8894
Mtr.17051.1.S1_at	8.77834	8.50624	7.21979
Mtr.17052.1.S1_at	78.9261	60.8618	56.8859
Mtr.17053.1.S1_at	58.0732	55.7874	51.329
Mtr.17054.1.S1_at	127.51	159.937	159.276
Mtr.17054.1.S1_s_at	317.857	369.8	369.654
Mtr.17055.1.S1_at	35.1075	29.4974	27.1811
Mtr.17056.1.S1_at	351.468	316.767	317.619
Mtr.17057.1.S1_at	1687.22	1571.91	1472.21
Mtr.17058.1.S1_at	126.088	113.366	96.2071
Mtr.17059.1.S1_at	10.5634	11.6092	10.2137
Mtr.1706.1.S1_at	7.09885	11.0553	6.79181
Mtr.1706.1.S1_s_at	69.6803	61.7318	73.9353
Mtr.17061.1.S1_x_at	8.01643	9.59968	12.6139
Mtr.17062.1.S1_at	7.95156	7.25173	6.84718
Mtr.17063.1.S1_at	897.062	941.16	865.763
Mtr.17064.1.S1_s_at	204.689	207.574	212.051
Mtr.17065.1.S1_at	6.55754	8.46711	8.15473
Mtr.17067.1.S1_at	1211.47	1321.21	1506.51
Mtr.17068.1.S1_at	9.45234	9.52387	10.3814
Mtr.17069.1.S1_at	6.48534	6.14737	6.3619
Mtr.17069.1.S1_x_at	7.06068	9.07677	8.03623
Mtr.1707.1.S1_at	8.57178	12.37	11.1512
Mtr.17070.1.S1_at	46.049	47.9842	51.8534
Mtr.17072.1.S1_at	11.5119	12.2403	11.9008
Mtr.17073.1.S1_at	37.0448	37.0085	34.1755
Mtr.17074.1.S1_at	114.114	145.788	172.251
Mtr.17075.1.S1_at	9.5432	6.61749	7.10077
Mtr.17077.1.S1_at	48.2433	57.0768	61.9314
Mtr.17078.1.S1_at	43.6864	46.8183	41.4541
Mtr.17079.1.S1_s_at	193.731	181.126	185.453
Mtr.1708.1.S1_at	6.37033	11.4918	8.86488
Mtr.17080.1.S1_s_at	62.5354	77.3531	82.899
Mtr.17081.1.S1_at	476.639	469.692	462.44
Mtr.17083.1.S1_at	1319.92	1438.29	1439.72
Mtr.17084.1.S1_at	9.61187	7.70806	9.633
Mtr.17085.1.S1_at	7.50664	6.84943	8.61847
Mtr.17086.1.S1_at	9.4085	7.3522	6.56684
Mtr.17087.1.S1_at	14.7862	20.4113	26.5827
Mtr.17088.1.S1_at	7.76159	5.28309	7.24923
Mtr.17089.1.S1_at	10.7752	11.5286	9.20918
Mtr.1709.1.S1_at	10.1263	9.12464	9.14213
Mtr.17090.1.S1_at	478.796	473.527	542.974
Mtr.17091.1.S1_at	126.223	120.108	129.334
Mtr.17092.1.S1_at	10.7096	12.9871	12.2871
Mtr.17093.1.S1_at	18.4585	19.1337	20.1538
Mtr.17095.1.S1_at	53.4343	66.7672	43.9183
Mtr.17096.1.S1_at	15.1885	14.3283	13.3001
Mtr.17097.1.S1_s_at	6.48257	7.53219	13.6494
Mtr.17098.1.S1_at	8.80326	11.5889	7.9206
Mtr.17099.1.S1_at	7.02219	8.53434	9.15254
Mtr.171.1.S1_at	9.49701	6.46171	7.85166
Mtr.1710.1.S1_at	6.55754	5.8055	6.68212
Mtr.17100.1.S1_at	136.399	174.002	148.643
Mtr.17100.1.S1_s_at	287.177	287.708	258.721
Mtr.17102.1.S1_at	20.1892	17.6817	20.9618
Mtr.17103.1.S1_at	6.38011	6.25724	8.06792
Mtr.17104.1.S1_at	7.72336	7.76719	9.43339
Mtr.17105.1.S1_at	26.0551	19.9616	17.3222
Mtr.17106.1.S1_at	52.1004	16.7031	15.8987
Mtr.17107.1.S1_at	177.015	179.653	167.773
Mtr.17108.1.S1_at	86.9493	75.2617	91.9177
Mtr.17109.1.S1_s_at	1206.45	1371.88	1191.58
Mtr.1711.1.S1_at	9.73983	11.6348	12.8926
Mtr.17110.1.S1_at	290.002	308.464	300.545
Mtr.17111.1.S1_s_at	123.376	157.34	147.876
Mtr.17112.1.S1_at	10.7908	11.9604	9.35216
Mtr.17113.1.S1_at	6.42984	6.72294	7.53175
Mtr.17114.1.S1_at	7.27448	4.81388	7.21979
Mtr.17115.1.S1_at	4678.17	4131.68	4034.32
Mtr.17116.1.S1_at	19.865	13.5969	14.8375
Mtr.17118.1.S1_at	8.09985	9.77596	13.1079
Mtr.1712.1.S1_at	84.4826	75.6764	73.5218
Mtr.17120.1.S1_at	14.0069	9.14704	16.4523
Mtr.17121.1.S1_at	11.914	14.0444	11.3377
Mtr.17122.1.S1_at	488.612	500.757	447.853
Mtr.17123.1.S1_at	7.98758	7.58001	10.7012
Mtr.17124.1.S1_at	6.4683	6.26365	5.20735
Mtr.17126.1.S1_at	1162.2	1161.25	1165.92
Mtr.17127.1.S1_x_at	8.67435	8.55297	9.78337
Mtr.17128.1.S1_x_at	6.78521	6.03871	5.71784
Mtr.17129.1.S1_at	8.76875	7.52683	5.8549
Mtr.1713.1.S1_at	7.87637	7.22039	8.28884
Mtr.17130.1.S1_at	410.818	447.931	448.832
Mtr.17132.1.S1_at	13.2195	10.0756	10.4022
Mtr.17133.1.S1_s_at	14.4633	12.1741	11.8077
Mtr.17134.1.S1_at	9.48658	8.48878	10.8069
Mtr.17135.1.S1_at	229.342	272.665	237.994
Mtr.17136.1.S1_at	7.40416	7.13553	7.75956
Mtr.17137.1.S1_at	6.7062	7.39898	6.65089
Mtr.17138.1.S1_at	647.585	709.797	674.551
Mtr.17139.1.S1_at	24.7186	19.7368	33.3541
Mtr.1714.1.S1_at	28.3569	27.2196	43.0393
Mtr.17140.1.S1_at	13.471	14.3119	15.2576
Mtr.17141.1.S1_at	22.3759	23.2911	26.2633
Mtr.17143.1.S1_at	6.46788	5.81423	6.19669
Mtr.17144.1.S1_at	9.20652	11.694	11.3497
Mtr.17145.1.S1_at	18.3779	28.9397	21.6825
Mtr.17146.1.S1_at	8.56435	11.4975	9.53397
Mtr.17146.1.S1_x_at	10.191	15.2295	11.3033
Mtr.17147.1.S1_s_at	777.578	754.883	692.27
Mtr.17148.1.S1_at	8.57664	8.69066	8.12229
Mtr.17149.1.S1_at	9.24299	8.92012	7.13683
Mtr.1715.1.S1_at	235.638	275.548	261.704
Mtr.17150.1.S1_at	16.7731	13.0002	15.3936
Mtr.17151.1.S1_at	8.01252	12.1543	10.5533
Mtr.17152.1.S1_at	6.81827	7.22409	7.97188
Mtr.17153.1.S1_at	9.08751	8.3293	8.76833
Mtr.17157.1.S1_at	9.28445	11.3515	10.8872
Mtr.17158.1.S1_at	94.795	57.5676	72.0286
Mtr.1716.1.S1_at	22.1111	16.8629	19.8163
Mtr.17160.1.S1_at	9.99187	9.43465	9.34261
Mtr.17161.1.S1_at	7.27444	6.71106	6.68149
Mtr.17162.1.S1_at	11.0671	9.95965	13.2153
Mtr.17162.1.S1_s_at	14.8011	21.3	37.7659
Mtr.17164.1.S1_at	14.9584	19.0997	14.7273
Mtr.17165.1.S1_at	12.9339	9.36556	13.2683
Mtr.17167.1.S1_at	756.452	734.786	628.757
Mtr.17169.1.S1_at	14.7633	14.0405	17.5605
Mtr.1717.1.S1_at	107.458	123.007	122.14
Mtr.17170.1.S1_at	9.11775	7.93811	9.52489
Mtr.17172.1.S1_at	12.7094	17.3785	21.4947
Mtr.17173.1.S1_s_at	185.717	236.808	221.176
Mtr.17174.1.S1_a_at	6.48628	5.9732	6.35735
Mtr.17175.1.S1_at	391.342	392.851	386.28
Mtr.17177.1.S1_at	33.9364	41.4851	39.5249
Mtr.17179.1.S1_at	15.8441	13.4477	14.9628
Mtr.1718.1.S1_at	30.2901	30.0614	24.3018
Mtr.17180.1.S1_at	560.605	526.951	423.92
Mtr.17181.1.S1_at	101.813	116.101	70.5276
Mtr.17182.1.S1_at	8.66465	9.00892	7.44676
Mtr.17183.1.S1_at	143.331	150.69	176.284
Mtr.17184.1.S1_at	8.59949	6.44452	7.78753
Mtr.17185.1.S1_at	9.86931	7.62107	13.0272
Mtr.17186.1.S1_at	7.54082	6.18597	7.95663
Mtr.17187.1.S1_at	7.26006	8.73407	6.76269
Mtr.17189.1.S1_at	9.49105	8.24347	10.8305
Mtr.1719.1.S1_at	6.24159	5.92207	7.23239
Mtr.17193.1.S1_at	9.40662	7.53688	7.596
Mtr.17193.1.S1_x_at	7.14026	7.31825	6.19026
Mtr.17194.1.S1_at	197.294	201.421	163.099
Mtr.17195.1.S1_at	228.914	233.331	232.494
Mtr.17198.1.S1_x_at	7.44596	7.29945	6.75946
Mtr.17199.1.S1_at	183.395	221.823	184.275
Mtr.172.1.S1_at	7.66023	7.83826	9.28143
Mtr.1720.1.S1_s_at	13.3844	18.8454	10.4987
Mtr.17200.1.S1_at	12.1958	9.76338	19.6834
Mtr.17201.1.S1_s_at	8.23799	7.39201	6.02826
Mtr.17202.1.S1_at	6.27717	6.92453	8.07247
Mtr.17203.1.S1_at	6.61393	6.14861	6.72232
Mtr.17203.1.S1_x_at	8.15462	7.35224	6.68231
Mtr.17204.1.S1_at	8.80109	10.2035	7.55567
Mtr.17205.1.S1_at	6.92799	7.21507	7.50192
Mtr.17206.1.S1_at	8.52993	9.77349	11.8468
Mtr.17207.1.S1_at	10.5573	15.0556	17.0189
Mtr.17209.1.S1_at	1553.42	1777.06	1554.59
Mtr.1721.1.S1_at	8.02077	10.2556	9.68308
Mtr.17211.1.S1_x_at	9.91081	47.1973	79.8618
Mtr.17212.1.S1_at	154.728	137.901	157.837
Mtr.17215.1.S1_x_at	7.17542	7.8286	7.90279
Mtr.17217.1.S1_at	140.9	149.518	118.177
Mtr.17218.1.S1_at	88.528	93.6734	112.944
Mtr.17219.1.S1_at	7.98753	11.6299	7.41009
Mtr.1722.1.S1_at	10.2183	8.74363	11.0469
Mtr.17220.1.S1_at	8.3314	7.8149	6.72232
Mtr.17221.1.S1_at	6.49615	6.41693	8.19542
Mtr.17223.1.S1_at	79.4074	71.5814	86.4051
Mtr.17224.1.S1_at	6.40852	5.94951	6.08334
Mtr.17225.1.S1_s_at	481.9	478.33	449.331
Mtr.17226.1.S1_at	47.0887	49.3082	51.3211
Mtr.17227.1.S1_at	56.7814	61.3735	57.9001
Mtr.17228.1.S1_at	14.6111	10.6499	20.9009
Mtr.17229.1.S1_at	183.685	160.973	198.965
Mtr.1723.1.S1_at	21.7472	31.6243	32.2672
Mtr.17230.1.S1_at	20.4906	22.9419	17.9884
Mtr.17231.1.S1_at	6.44017	7.97775	6.30747
Mtr.17232.1.S1_at	7.26125	8.45686	6.62257
Mtr.17233.1.S1_at	8.64177	11.2148	11.9971
Mtr.17234.1.S1_at	9.54724	8.66232	10.4499
Mtr.17235.1.S1_at	34.0411	41.4325	28.7404
Mtr.17237.1.S1_at	9.0494	7.46168	9.00538
Mtr.17238.1.S1_at	5.81946	8.00732	8.40798
Mtr.17239.1.S1_at	432.996	440.626	391.347
Mtr.1724.1.S1_at	20.6827	19.1839	19.9826
Mtr.17242.1.S1_at	22.4585	14.6431	9.63443
Mtr.17242.1.S1_x_at	8.55829	6.84842	8.61647
Mtr.17243.1.S1_at	28.5668	23.8384	23.1931
Mtr.17244.1.S1_at	15504.9	16001.9	15638.9
Mtr.17245.1.S1_at	22.6462	38.4082	83.2581
Mtr.17246.1.S1_at	10.5421	8.78436	14.4525
Mtr.17247.1.S1_at	6.0422	7.14494	8.13365
Mtr.17248.1.S1_at	342.221	295.165	274.56
Mtr.17249.1.S1_at	446.247	464.008	474.11
Mtr.1725.1.S1_at	45.1725	33.84	43.0014
Mtr.17250.1.S1_at	738.995	716.888	706.65
Mtr.17251.1.S1_at	8.4696	7.80501	9.27518
Mtr.17252.1.S1_at	6.1193	6.44458	6.58438
Mtr.17254.1.S1_x_at	5.91628	5.98378	6.87381
Mtr.17255.1.S1_at	899.875	1105.76	874.366
Mtr.17256.1.S1_s_at	152.384	164.074	146.64
Mtr.17257.1.S1_at	105.642	102.762	98.4676
Mtr.17258.1.S1_at	10.5014	7.73354	7.06274
Mtr.17259.1.S1_at	7.24953	7.34473	9.305
Mtr.1726.1.S1_at	9.69416	10.0886	8.08414
Mtr.17260.1.S1_at	7.07134	6.33871	6.05325
Mtr.17261.1.S1_at	139.966	136.79	162.98
Mtr.17262.1.S1_at	24.5139	21.4869	17.4192
Mtr.17264.1.S1_s_at	6.37662	7.55573	6.65537
Mtr.17265.1.S1_s_at	8.41064	8.71689	10.2433
